,NPA,year,schoolage_proximate_units,high_school_diploma,library_card_prevalence,bachelors_degree_moe,library_card_holders,neighborhood_school_attendance,highschool_graduation_rate,high_school_diploma_moe,early_care_proximity,proficiency_elementary_school,proficiency_middle_school,schoolage_proximity,bachelors_degree,early_care_proximate_units,proficiency_high_school,student_absenteeism
1478,252,2013,69.0,,14.0,,143.0,85.5,100.0,,20.0,,,20.0,,69.0,,3.816793893129771
1479,252,2011,69.0,,,,,86.07,,,20.0,,,20.0,,69.0,,
1480,252,2016,,,,,,69.6,100.0,,,57.14,58.8,,,,57.1,10.0
1481,252,2014,,,,,,84.21,85.0,,,60.71428571428571,56.52173913043478,,,,16.666666666666664,2.586206896551724
1482,253,2017,107.0,94.0,,8.0,,89.0,100.0,9.0,3.0,72.7,78.1,12.0,65.0,27.0,70.6,4.0
1483,253,2015,107.0,,21.0,,426.0,89.41,100.0,,3.0,85.4838709677419,95.24,12.0,,27.0,91.67,4.21455938697318
1484,253,2013,94.0,,18.0,,366.0,86.88,91.0,,2.0,,,11.0,,14.0,,5.247813411078718
1485,253,2011,94.0,,,,,84.0,,,2.0,,,11.0,,14.0,,
1486,253,2016,,,,,,90.3,100.0,,,78.87,77.5,,,,78.3,3.0
1487,253,2014,,,,,,87.59,88.0,,,85.96491228070175,80.0,,,,90.0,4.912280701754386
1488,254,2017,313.0,100.0,,17.0,,79.0,,53.0,49.0,,,50.0,55.0,304.0,,24.0
1489,254,2015,312.0,,17.0,,91.0,66.67,,,92.0,40.0,,95.0,,303.0,,16.6666666666667
1490,254,2013,312.0,,12.0,,66.0,75.0,,,95.0,,,95.0,,314.0,,3.571428571428571
1491,254,2011,312.0,,,,,79.17,,,100.0,,,95.0,,329.0,,
1492,254,2016,,,,,,67.4,,,,11.11,37.5,,,,,15.0
1493,254,2014,,,,,,75.0,,,,50.0,66.66666666666666,,,,,9.523809523809524
1494,255,2017,506.0,97.0,,9.0,,94.0,100.0,10.0,40.0,76.4,73.8,41.0,68.0,491.0,71.4,3.0
1495,255,2015,358.0,,20.0,,580.0,93.15,100.0,,20.0,80.0,83.33,29.0,,252.0,78.57,2.04678362573099
1496,255,2013,304.0,,16.0,,468.0,96.15,100.0,,18.0,,,25.0,,225.0,,3.640256959314775
1497,255,2011,302.0,,,,,96.16,,,48.0,,,25.0,,586.0,,
1498,255,2016,,,,,,94.3,100.0,,,77.67,81.0,,,,65.5,4.0
1499,255,2014,,,,,,95.62,100.0,,,88.46153846153845,81.55339805825243,,,,88.0,3.2098765432098766
1500,256,2017,158.0,96.0,,9.0,,62.0,96.0,10.0,8.0,83.1,73.6,12.0,63.0,111.0,44.4,5.0
1501,256,2015,89.0,,13.0,,396.0,50.0,91.0,,6.0,75.4716981132076,60.78,8.0,,72.0,75.0,4.23728813559322
1502,256,2013,66.0,,11.0,,297.0,83.0,100.0,,6.0,,,6.0,,66.0,,2.766798418972332
1503,256,2011,58.0,,,,,62.39,,,8.0,,,6.0,,82.0,,
1504,256,2016,,,,,,61.8,100.0,,,84.21,66.7,,,,50.0,3.0
1505,256,2014,,,,,,53.33,100.0,,,72.54901960784314,64.15094339622641,,,,61.53846153846154,2.0325203252032518
1506,257,2017,1545.0,97.0,,10.0,,93.0,100.0,11.0,57.0,69.3,63.4,94.0,57.0,933.0,86.1,6.0
1507,257,2015,1369.0,,17.0,,625.0,93.65,95.0,,51.0,67.8260869565217,70.9,94.0,,751.0,66.67,6.09037328094303
1508,257,2013,1336.0,,13.0,,431.0,95.81,90.0,,42.0,,,94.0,,598.0,,5.967741935483871
1509,257,2011,1164.0,,,,,97.05,,,46.0,,,93.0,,580.0,,
1510,257,2016,,,,,,93.2,97.0,,,74.03,63.9,,,,64.3,6.0
1511,257,2014,,,,,,95.54,98.0,,,64.12213740458014,61.78861788617886,,,,73.68421052631578,6.782608695652175
1512,258,2017,1002.0,80.0,,6.0,,66.0,83.0,26.0,93.0,27.1,22.1,93.0,14.0,1002.0,18.4,15.0
1513,258,2015,939.0,,16.0,,503.0,66.26,82.0,,93.0,25.6198347107438,26.56,93.0,,939.0,36.84,13.2411067193676
1514,258,2013,940.0,,11.0,,319.0,69.87,79.0,,93.0,,,93.0,,940.0,,10.43046357615894
1515,258,2011,940.0,,,,,61.98,,,93.0,,,93.0,,940.0,,
1516,258,2016,,,,,,65.8,77.0,,,18.6,30.2,,,,45.2,13.0
1517,258,2014,,,,,,64.2,85.0,,,26.41509433962264,23.4375,,,,36.0,11.743119266055047
1518,259,2017,942.0,93.0,,17.0,,62.0,94.0,14.0,100.0,45.4,25.0,96.0,28.0,979.0,20.0,14.0
1519,259,2015,942.0,,21.0,,517.0,61.54,95.0,,100.0,33.3333333333333,21.13,96.0,,979.0,24.14,10.1796407185629
1520,259,2013,944.0,,12.0,,308.0,74.02,80.0,,100.0,,,96.0,,981.0,,8.96551724137931
1521,259,2011,944.0,,,,,72.54,,,100.0,,,96.0,,979.0,,
1522,259,2016,,,,,,61.6,90.0,,,44.58,27.2,,,,37.9,14.0
1523,259,2014,,,,,,67.72,79.0,,,33.72093023255814,25.555555555555554,,,,48.0,10.972568578553615
1524,260,2017,1166.0,78.0,,5.0,,68.0,79.0,8.0,99.0,41.1,32.3,93.0,20.0,1239.0,23.1,17.0
1525,260,2015,1186.0,,19.0,,699.0,68.41,74.0,,99.0,36.0824742268041,23.64,95.0,,1236.0,35.14,16.6315789473684
1526,260,2013,1158.0,,12.0,,457.0,71.53,84.0,,99.0,,,93.0,,1235.0,,9.84182776801406
1527,260,2011,1159.0,,,,,69.18,,,99.0,,,93.0,,1235.0,,
1528,260,2016,,,,,,68.9,91.0,,,45.83,25.3,,,,27.8,12.0
1529,260,2014,,,,,,68.11,78.0,,,41.284403669724774,16.9811320754717,,,,27.500000000000004,16.63619744058501
1530,261,2017,3.0,95.0,,8.0,,86.0,90.0,10.0,16.0,69.0,57.7,0.0,43.0,134.0,85.7,9.0
1531,261,2015,405.0,,16.0,,374.0,88.22,90.0,,47.0,67.1875,51.39,47.0,,405.0,61.9,11.0738255033557
1532,261,2013,401.0,,13.0,,313.0,87.78,100.0,,53.0,,,47.0,,452.0,,8.806818181818182
1533,261,2011,402.0,,,,,87.5,,,63.0,,,47.0,,546.0,,
1534,261,2016,,,,,,86.6,96.0,,,60.61,58.1,,,,61.9,8.0
1535,261,2014,,,,,,86.47,86.0,,,55.38461538461539,48.0,,,,56.00000000000001,8.411214953271028
1536,262,2017,15.0,99.0,,8.0,,87.0,100.0,9.0,1.0,79.7,82.4,1.0,71.0,15.0,72.7,5.0
1537,262,2015,107.0,,19.0,,613.0,85.6,92.0,,9.0,75.4716981132076,79.1,9.0,,107.0,94.74,4.9618320610687
1538,262,2013,163.0,,16.0,,517.0,87.66,92.0,,13.0,,,13.0,,163.0,,6.8181818181818175
1539,262,2011,162.0,,,,,89.03,,,13.0,,,13.0,,162.0,,
1540,262,2016,,,,,,89.0,100.0,,,93.33,79.4,,,,82.6,4.0
1541,262,2014,,,,,,88.6,95.0,,,78.57142857142857,77.41935483870968,,,,100.0,8.362369337979095
1542,263,2017,271.0,97.0,,9.0,,85.0,100.0,10.0,38.0,86.9,88.0,25.0,62.0,402.0,60.0,6.0
1543,263,2015,413.0,,21.0,,544.0,87.61,100.0,,38.0,86.8421052631579,75.51,39.0,,396.0,90.0,4.31034482758621
1544,263,2013,269.0,,18.0,,469.0,89.16,86.0,,32.0,,,26.0,,328.0,,6.293706293706294
1545,263,2011,266.0,,,,,88.5,,,32.0,,,28.0,,304.0,,
1546,263,2016,,,,,,88.3,100.0,,,84.85,83.3,,,,77.8,4.0
1547,263,2014,,,,,,89.02,86.0,,,83.09859154929578,68.75,,,,61.53846153846154,6.4393939393939394
1548,264,2017,434.0,95.0,,11.0,,71.0,97.0,8.0,44.0,51.0,37.9,44.0,44.0,434.0,31.3,9.0
1549,264,2015,472.0,,18.0,,375.0,74.55,96.0,,78.0,41.8604651162791,37.93,49.0,,753.0,36.84,5.5793991416309
1550,264,2013,737.0,,17.0,,331.0,84.73,95.0,,78.0,,,78.0,,737.0,,4.198473282442748
1551,264,2011,720.0,,,,,82.65,,,96.0,,,79.0,,880.0,,
1552,264,2016,,,,,,74.5,100.0,,,46.67,37.9,,,,57.1,9.0
1553,264,2014,,,,,,73.55,76.0,,,42.857142857142854,43.333333333333336,,,,57.14285714285714,6.0728744939271255
1554,265,2017,373.0,93.0,,4.0,,78.0,94.0,23.0,68.0,48.9,38.9,68.0,47.0,373.0,54.6,10.0
1555,265,2015,418.0,,18.0,,272.0,77.78,93.0,,76.0,50.0,44.64,76.0,,418.0,66.67,7.21649484536082
1556,265,2013,418.0,,15.0,,219.0,82.24,100.0,,77.0,,,77.0,,418.0,,13.084112149532709
1557,265,2011,418.0,,,,,83.74,,,77.0,,,77.0,,418.0,,
1558,265,2016,,,,,,76.4,100.0,,,56.82,46.0,,,,80.0,9.0
1559,265,2014,,,,,,80.1,94.0,,,45.45454545454545,58.18181818181818,,,,37.5,8.133971291866029
1560,266,2017,363.0,93.0,,7.0,,77.0,89.0,9.0,29.0,62.5,40.9,33.0,36.0,320.0,32.4,10.0
1561,266,2015,363.0,,17.0,,485.0,76.18,97.0,,30.0,47.7777777777778,48.36,34.0,,320.0,31.82,5.72792362768496
1562,266,2013,363.0,,12.0,,332.0,80.77,94.0,,30.0,,,34.0,,320.0,,4.048582995951417
1563,266,2011,363.0,,,,,82.2,,,34.0,,,34.0,,363.0,,
1564,266,2016,,,,,,78.2,91.0,,,61.21,44.5,,,,48.7,5.0
1565,266,2014,,,,,,76.03,93.0,,,53.84615384615385,50.96153846153846,,,,35.483870967741936,7.505518763796909
1566,267,2017,1439.0,89.0,,6.0,,58.0,96.0,23.0,92.0,58.2,52.8,87.0,39.0,1519.0,55.1,5.0
1567,267,2015,1533.0,,22.0,,1006.0,58.24,92.0,,95.0,56.5853658536585,54.08,96.0,,1520.0,65.0,6.25
1568,267,2013,1424.0,,15.0,,672.0,88.32,91.0,,97.0,,,90.0,,1528.0,,4.535147392290249
1569,267,2011,1359.0,,,,,65.38,,,84.0,,,92.0,,1241.0,,
1570,267,2016,,,,,,59.2,92.0,,,54.79,51.9,,,,59.7,4.0
1571,267,2014,,,,,,64.01,90.0,,,57.14285714285714,54.95049504950495,,,,63.934426229508205,4.257907542579075
1572,268,2017,696.0,83.0,,8.0,,73.0,88.0,5.0,100.0,43.1,33.3,100.0,26.0,696.0,38.5,14.0
1573,268,2015,696.0,,20.0,,364.0,78.33,81.0,,100.0,44.0,27.78,100.0,,696.0,45.0,16.1538461538462
1574,268,2013,696.0,,15.0,,256.0,76.45,84.0,,100.0,,,100.0,,696.0,,9.785932721712538
1575,268,2011,695.0,,,,,65.42,,,100.0,,,100.0,,695.0,,
1576,268,2016,,,,,,71.0,86.0,,,50.88,19.7,,,,45.5,15.0
1577,268,2014,,,,,,74.1,83.0,,,38.59649122807017,28.846153846153843,,,,57.89473684210527,16.608996539792386
1578,269,2017,13.0,100.0,,7.0,,89.0,94.0,10.0,28.0,84.2,71.4,1.0,63.0,341.0,76.9,9.0
1579,269,2015,12.0,,21.0,,579.0,85.49,100.0,,28.0,70.8333333333333,86.44,1.0,,340.0,81.25,5.34351145038168
1580,269,2013,10.0,,18.0,,492.0,88.86,95.0,,28.0,,,1.0,,339.0,,6.451612903225806
1581,269,2011,10.0,,,,,94.14,,,63.0,,,1.0,,757.0,,
1582,269,2016,,,,,,87.9,100.0,,,86.36,76.9,,,,83.3,9.0
1583,269,2014,,,,,,87.46,100.0,,,69.01408450704226,71.42857142857143,,,,69.23076923076923,8.098591549295776
1584,270,2017,598.0,77.0,,13.0,,84.0,91.0,13.0,0.0,25.7,32.0,100.0,28.0,0.0,36.4,11.0
1585,270,2015,598.0,,23.0,,325.0,81.74,78.0,,0.0,30.8823529411765,25.0,100.0,,0.0,7.69,8.4070796460177
1586,270,2013,598.0,,17.0,,237.0,85.98,61.0,,0.0,,,100.0,,0.0,,12.5
1587,270,2011,598.0,,,,,81.74,,,100.0,,,100.0,,598.0,,
1588,270,2016,,,,,,81.8,72.0,,,28.77,29.7,,,,40.0,8.0
1589,270,2014,,,,,,82.66,65.0,,,30.64516129032258,21.568627450980394,,,,20.0,12.589928057553957
1590,271,2017,446.0,86.0,,9.0,,67.0,81.0,12.0,100.0,22.9,17.2,100.0,18.0,446.0,20.0,20.0
1591,271,2015,448.0,,24.0,,290.0,69.94,89.0,,100.0,14.8936170212766,24.32,100.0,,448.0,28.57,14.7727272727273
1592,271,2013,448.0,,16.0,,192.0,70.26,85.0,,100.0,,,100.0,,448.0,,10.344827586206897
1593,271,2011,448.0,,,,,35.14,,,100.0,,,100.0,,448.0,,
1594,271,2016,,,,,,71.1,82.0,,,10.53,25.7,,,,20.0,17.0
1595,271,2014,,,,,,68.65,82.0,,,17.142857142857142,17.073170731707318,,,,16.666666666666664,15.300546448087433
1596,272,2017,560.0,98.0,,8.0,,78.0,,8.0,72.0,24.0,34.8,72.0,35.0,560.0,40.0,12.0
1597,272,2015,560.0,,21.0,,305.0,74.55,86.0,,72.0,41.3793103448276,20.83,72.0,,560.0,42.86,13.2231404958678
1598,272,2013,0.0,,16.0,,239.0,83.03,77.0,,72.0,,,0.0,,560.0,,10.909090909090908
1599,272,2011,0.0,,,,,80.38,,,72.0,,,0.0,,560.0,,
1600,272,2016,,,,,,70.9,86.0,,,31.58,24.1,,,,30.0,14.0
1601,272,2014,,,,,,72.8,86.0,,,35.0,25.925925925925924,,,,14.285714285714285,17.24137931034483
1602,273,2017,3.0,93.0,,14.0,,60.0,85.0,14.0,0.0,44.6,31.7,0.0,45.0,3.0,40.0,12.0
1603,273,2015,3.0,,15.0,,277.0,54.92,100.0,,0.0,51.0204081632653,36.0,0.0,,3.0,46.15,4.8780487804878
1604,273,2013,679.0,,10.0,,174.0,67.59,83.0,,98.0,,,98.0,,679.0,,6.551724137931035
1605,273,2011,669.0,,,,,69.23,,,98.0,,,98.0,,669.0,,
1606,273,2016,,,,,,61.4,100.0,,,51.85,34.2,,,,29.4,7.0
1607,273,2014,,,,,,63.16,100.0,,,53.44827586206896,32.5,,,,44.44444444444444,9.361702127659575
1608,274,2017,554.0,100.0,,18.0,,87.0,,17.0,100.0,51.7,40.0,100.0,62.0,554.0,,12.0
1609,274,2015,554.0,,16.0,,164.0,84.04,100.0,,100.0,29.1666666666667,46.15,100.0,,554.0,57.14,8.24742268041237
1610,274,2013,554.0,,15.0,,152.0,85.83,,,100.0,,,100.0,,554.0,,8.661417322834646
1611,274,2011,554.0,,,,,91.15,,,100.0,,,100.0,,554.0,,
1612,274,2016,,,,,,84.9,,,,40.0,37.0,,,,,12.0
1613,274,2014,,,,,,82.35,,,,44.827586206896555,41.37931034482759,,,,40.0,8.771929824561402
1614,275,2017,438.0,100.0,,6.0,,75.0,100.0,34.0,46.0,36.8,46.6,49.0,38.0,408.0,41.7,10.0
1615,275,2015,547.0,,17.0,,365.0,82.14,100.0,,81.0,50.0,46.43,61.0,,728.0,46.67,10.9704641350211
1616,275,2013,758.0,,14.0,,290.0,81.4,92.0,,81.0,,,85.0,,728.0,,9.12280701754386
1617,275,2011,758.0,,,,,79.12,,,82.0,,,85.0,,732.0,,
1618,275,2016,,,,,,76.4,97.0,,,50.0,41.5,,,,75.0,8.0
1619,275,2014,,,,,,75.92,96.0,,,50.0,45.76271186440678,,,,56.25,7.03125
1620,276,2017,175.0,99.0,,11.0,,84.0,100.0,12.0,1.0,60.4,49.3,26.0,53.0,10.0,47.4,9.0
1621,276,2015,208.0,,19.0,,365.0,78.6,87.0,,2.0,55.8823529411765,38.67,31.0,,10.0,45.45,8.51063829787234
1622,276,2013,208.0,,14.0,,284.0,81.94,89.0,,1.0,,,31.0,,10.0,,6.388888888888888
1623,276,2011,208.0,,,,,82.68,,,1.0,,,31.0,,10.0,,
1624,276,2016,,,,,,79.8,93.0,,,69.64,40.0,,,,15.8,6.0
1625,276,2014,,,,,,79.49,87.0,,,58.139534883720934,42.465753424657535,,,,28.000000000000004,6.790123456790123
1626,277,2017,518.0,92.0,,12.0,,77.0,100.0,11.0,40.0,56.6,41.7,65.0,45.0,320.0,23.5,10.0
1627,277,2015,479.0,,17.0,,298.0,84.23,86.0,,59.0,41.1764705882353,44.26,72.0,,395.0,45.45,4.47154471544715
1628,277,2013,431.0,,12.0,,180.0,86.06,100.0,,63.0,,,72.0,,378.0,,7.171314741035857
1629,277,2011,371.0,,,,,78.97,,,84.0,,,70.0,,449.0,,
1630,277,2016,,,,,,81.1,100.0,,,44.87,35.9,,,,22.2,5.0
1631,277,2014,,,,,,85.06,94.0,,,51.85185185185185,36.507936507936506,,,,80.0,7.786885245901639
1632,278,2017,852.0,98.0,,9.0,,76.0,100.0,28.0,100.0,50.0,31.7,100.0,59.0,852.0,61.5,9.0
1633,278,2015,852.0,,16.0,,260.0,87.42,93.0,,100.0,38.2352941176471,41.51,100.0,,852.0,20.0,8.48484848484849
1634,278,2013,852.0,,14.0,,225.0,84.65,85.0,,100.0,,,100.0,,852.0,,7.906976744186046
1635,278,2011,841.0,,,,,82.66,,,100.0,,,100.0,,841.0,,
1636,278,2016,,,,,,81.7,100.0,,,41.18,36.2,,,,50.0,5.0
1637,278,2014,,,,,,87.03,90.0,,,42.857142857142854,36.734693877551024,,,,50.0,7.1065989847715745
1638,279,2017,595.0,97.0,,10.0,,71.0,100.0,5.0,68.0,45.0,16.7,68.0,43.0,595.0,,5.0
1639,279,2015,619.0,,16.0,,245.0,80.88,,,71.0,63.1578947368421,11.76,71.0,,619.0,50.0,5.71428571428571
1640,279,2013,619.0,,14.0,,212.0,93.58,100.0,,71.0,,,71.0,,619.0,,10.091743119266056
1641,279,2011,619.0,,,,,87.18,,,86.0,,,71.0,,746.0,,
1642,279,2016,,,,,,72.3,100.0,,,52.63,23.5,,,,,4.0
1643,279,2014,,,,,,86.84,80.0,,,27.27272727272727,26.666666666666668,,,,50.0,12.0
1644,280,2017,23.0,59.0,,3.0,,83.0,93.0,7.0,6.0,28.4,22.7,6.0,5.0,23.0,20.0,16.0
1645,280,2015,2.0,,19.0,,244.0,82.3,73.0,,0.0,32.4561403508772,20.51,0.0,,2.0,25.0,17.4672489082969
1646,280,2013,14.0,,12.0,,147.0,87.34,68.0,,4.0,,,4.0,,14.0,,12.875536480686694
1647,280,2011,15.0,,,,,72.66,,,4.0,,,4.0,,16.0,,
1648,280,2016,,,,,,78.1,69.0,,,31.58,26.9,,,,14.3,14.0
1649,280,2014,,,,,,86.01,91.0,,,26.851851851851855,22.666666666666664,,,,13.333333333333334,14.146341463414632
1650,281,2017,481.0,95.0,,7.0,,77.0,96.0,34.0,100.0,33.3,33.3,100.0,26.0,481.0,,13.0
1651,281,2015,481.0,,17.0,,185.0,86.25,85.0,,100.0,28.5714285714286,22.92,100.0,,481.0,31.58,11.3095238095238
1652,281,2013,481.0,,12.0,,127.0,94.74,94.0,,100.0,,,100.0,,481.0,,8.333333333333332
1653,281,2011,460.0,,,,,86.6,,,100.0,,,100.0,,460.0,,
1654,281,2016,,,,,,81.2,93.0,,,41.18,30.4,,,,12.5,16.0
1655,281,2014,,,,,,89.0,100.0,,,30.952380952380953,16.0,,,,33.33333333333333,8.878504672897195
1656,282,2017,261.0,97.0,,10.0,,76.0,89.0,6.0,49.0,43.6,35.8,49.0,32.0,261.0,55.0,13.0
1657,282,2015,480.0,,15.0,,223.0,81.75,96.0,,95.0,42.0,33.82,95.0,,480.0,32.26,10.3448275862069
1658,282,2013,484.0,,12.0,,162.0,83.24,100.0,,97.0,,,97.0,,484.0,,5.88235294117647
1659,282,2011,466.0,,,,,73.4,,,98.0,,,96.0,,473.0,,
1660,282,2016,,,,,,79.1,95.0,,,52.94,33.3,,,,54.2,9.0
1661,282,2014,,,,,,82.05,89.0,,,38.46153846153847,33.33333333333333,,,,31.57894736842105,10.903426791277258
1662,283,2017,1001.0,88.0,,6.0,,67.0,96.0,11.0,95.0,49.5,28.6,95.0,25.0,1001.0,35.5,19.0
1663,283,2015,997.0,,20.0,,541.0,70.84,89.0,,95.0,45.4545454545455,32.22,95.0,,997.0,47.06,12.0098039215686
1664,283,2013,862.0,,12.0,,316.0,75.05,87.0,,82.0,,,82.0,,862.0,,9.147609147609149
1665,283,2011,867.0,,,,,68.35,,,100.0,,,82.0,,1055.0,,
1666,283,2016,,,,,,71.1,91.0,,,44.71,38.8,,,,57.9,16.0
1667,283,2014,,,,,,71.36,89.0,,,43.529411764705884,37.03703703703704,,,,42.857142857142854,11.061946902654867
1668,284,2017,2.0,95.0,,15.0,,94.0,100.0,15.0,0.0,82.2,88.5,1.0,72.0,0.0,85.7,7.0
1669,284,2015,2.0,,14.0,,131.0,94.12,100.0,,0.0,90.9090909090909,92.45,1.0,,0.0,90.48,4.73684210526316
1670,284,2013,4.0,,11.0,,106.0,95.1,91.0,,1.0,,,1.0,,2.0,,1.4705882352941175
1671,284,2011,4.0,,,,,97.13,,,1.0,,,1.0,,2.0,,
1672,284,2016,,,,,,95.4,100.0,,,92.68,86.4,,,,89.5,4.0
1673,284,2014,,,,,,94.12,100.0,,,90.47619047619048,92.72727272727272,,,,95.45454545454545,3.3653846153846154
1674,285,2017,0.0,,,,,,,,0.0,,,0.0,,0.0,,
1675,285,2015,0.0,,,,,,,,0.0,,,0.0,,0.0,,
1676,285,2013,0.0,,,,,,,,0.0,,,0.0,,0.0,,
1677,285,2011,0.0,,,,,,,,0.0,,,0.0,,0.0,,
1678,285,2016,,,,,,,,,,,,,,,,
1679,285,2014,,,,,,,,,,,,,,,,
1680,286,2017,0.0,64.0,,6.0,,75.0,,9.0,0.0,48.3,40.0,0.0,6.0,0.0,54.6,16.0
1681,286,2015,0.0,,33.0,,63.0,80.77,83.0,,0.0,43.3333333333333,27.59,0.0,,0.0,80.0,11.5044247787611
1682,286,2013,0.0,,30.0,,57.0,83.33,,,0.0,,,0.0,,0.0,,5.555555555555555
1683,286,2011,0.0,,,,,69.23,,,0.0,,,0.0,,0.0,,
1684,286,2016,,,,,,74.2,80.0,,,47.37,27.3,,,,,8.0
1685,286,2014,,,,,,77.78,71.0,,,33.33333333333333,45.83333333333333,,,,,9.565217391304348
1686,287,2017,369.0,99.0,,10.0,,90.0,100.0,7.0,31.0,59.5,48.9,30.0,47.0,372.0,63.6,10.0
1687,287,2015,887.0,,28.0,,662.0,92.28,78.0,,72.0,59.5505617977528,38.03,72.0,,887.0,56.25,9.58904109589041
1688,287,2013,759.0,,21.0,,482.0,92.82,91.0,,72.0,,,62.0,,884.0,,8.974358974358974
1689,287,2011,759.0,,,,,92.43,,,53.0,,,64.0,,619.0,,
1690,287,2016,,,,,,92.8,85.0,,,63.86,44.2,,,,38.5,8.0
1691,287,2014,,,,,,93.99,88.0,,,58.620689655172406,42.857142857142854,,,,61.904761904761905,10.476190476190476
1692,288,2017,850.0,96.0,,8.0,,73.0,100.0,7.0,85.0,68.8,84.6,85.0,69.0,850.0,73.7,6.0
1693,288,2015,845.0,,23.0,,508.0,74.48,100.0,,85.0,68.75,78.26,85.0,,845.0,92.31,1.31578947368421
1694,288,2013,829.0,,20.0,,437.0,76.53,100.0,,85.0,,,85.0,,829.0,,2.3474178403755865
1695,288,2011,831.0,,,,,77.0,,,76.0,,,85.0,,742.0,,
1696,288,2016,,,,,,75.2,100.0,,,72.41,85.0,,,,76.9,1.0
1697,288,2014,,,,,,73.84,100.0,,,83.33333333333334,82.5,,,,71.42857142857143,5.0
1698,289,2017,802.0,95.0,,6.0,,62.0,98.0,10.0,33.0,56.3,46.8,61.0,35.0,439.0,39.4,8.0
1699,289,2015,943.0,,20.0,,736.0,61.76,85.0,,65.0,56.6037735849057,50.0,73.0,,837.0,61.29,7.91245791245791
1700,289,2013,887.0,,14.0,,508.0,86.65,88.0,,64.0,,,69.0,,826.0,,5.2249637155297535
1701,289,2011,884.0,,,,,63.38,,,64.0,,,69.0,,821.0,,
1702,289,2016,,,,,,63.7,100.0,,,58.01,51.6,,,,61.3,6.0
1703,289,2014,,,,,,62.94,93.0,,,57.692307692307686,52.41935483870967,,,,66.66666666666666,7.903225806451612
1704,290,2017,400.0,58.0,,11.0,,67.0,,20.0,98.0,17.2,17.7,97.0,12.0,402.0,8.3,19.0
1705,290,2015,414.0,,18.0,,173.0,55.92,78.0,,100.0,24.390243902439,20.45,100.0,,416.0,14.29,34.3949044585987
1706,290,2013,404.0,,25.0,,134.0,67.27,,,98.0,,,97.0,,406.0,,15.151515151515152
1707,290,2011,220.0,,,,,73.23,,,95.0,,,95.0,,221.0,,
1708,290,2016,,,,,,73.3,50.0,,,35.71,45.0,,,,44.4,23.0
1709,290,2014,,,,,,71.23,67.0,,,28.125,32.0,,,,33.33333333333333,21.656050955414013
1710,291,2017,985.0,75.0,,5.0,,77.0,87.0,8.0,99.0,31.2,17.1,99.0,9.0,985.0,9.5,18.0
1711,291,2015,998.0,,18.0,,484.0,76.09,82.0,,100.0,29.6296296296296,20.27,100.0,,998.0,28.0,13.6950904392765
1712,291,2013,998.0,,12.0,,317.0,77.48,72.0,,100.0,,,100.0,,998.0,,12.141280353200882
1713,291,2011,998.0,,,,,77.94,,,100.0,,,100.0,,998.0,,
1714,291,2016,,,,,,71.0,83.0,,,34.13,16.1,,,,20.0,17.0
1715,291,2014,,,,,,76.67,84.0,,,31.3953488372093,24.705882352941178,,,,25.0,10.69767441860465
1716,292,2017,406.0,80.0,,2.0,,59.0,80.0,44.0,100.0,17.5,9.3,100.0,0.0,406.0,40.0,27.0
1717,292,2015,416.0,,26.0,,291.0,69.41,79.0,,100.0,23.4042553191489,28.57,100.0,,416.0,18.18,19.8895027624309
1718,292,2013,415.0,,16.0,,193.0,71.62,57.0,,100.0,,,100.0,,415.0,,10.81081081081081
1719,292,2011,420.0,,,,,62.91,,,100.0,,,100.0,,420.0,,
1720,292,2016,,,,,,66.4,85.0,,,17.91,13.9,,,,20.0,20.0
1721,292,2014,,,,,,73.05,71.0,,,21.428571428571427,25.71428571428571,,,,33.33333333333333,17.02127659574468
1722,293,2017,353.0,74.0,,8.0,,60.0,,34.0,100.0,16.3,9.4,100.0,9.0,353.0,,21.0
1723,293,2015,355.0,,22.0,,177.0,62.99,88.0,,100.0,7.89473684210526,6.9,100.0,,355.0,,13.6690647482014
1724,293,2013,354.0,,12.0,,99.0,70.78,55.0,,100.0,,,100.0,,354.0,,14.285714285714285
1725,293,2011,359.0,,,,,55.94,,,100.0,,,100.0,,359.0,,
1726,293,2016,,,,,,57.9,100.0,,,10.2,31.4,,,,,18.0
1727,293,2014,,,,,,61.29,86.0,,,3.571428571428571,29.629629629629626,,,,57.14285714285714,20.863309352517987
1728,294,2017,476.0,87.0,,7.0,,70.0,79.0,14.0,100.0,14.3,27.6,100.0,8.0,476.0,,19.0
1729,294,2015,429.0,,24.0,,242.0,71.43,82.0,,100.0,18.4210526315789,18.42,99.0,,432.0,16.67,24.5508982035928
1730,294,2013,431.0,,16.0,,158.0,76.82,58.0,,100.0,,,99.0,,434.0,,16.363636363636363
1731,294,2011,432.0,,,,,79.15,,,100.0,,,99.0,,435.0,,
1732,294,2016,,,,,,74.6,62.0,,,18.75,7.7,,,,12.5,16.0
1733,294,2014,,,,,,70.56,80.0,,,18.421052631578945,15.789473684210526,,,,37.5,27.0
1734,295,2017,515.0,82.0,,7.0,,59.0,73.0,11.0,100.0,10.5,16.7,100.0,13.0,515.0,,22.0
1735,295,2015,521.0,,24.0,,337.0,61.75,73.0,,100.0,25.5813953488372,20.51,100.0,,521.0,21.05,11.5789473684211
1736,295,2013,521.0,,14.0,,204.0,63.51,76.0,,100.0,,,100.0,,521.0,,9.824561403508772
1737,295,2011,438.0,,,,,54.73,,,100.0,,,100.0,,438.0,,
