,NPA,year,transit_proximate_units,transit_ridership,transit_ridership_total,sidewalk_availability,sidewalk_miles,street_connectivity,long_commute,long_commute_moe,bicycle_friendliness,transit_proximity
2208,321,2015,477.0,21.0,410.0,61.2,3.8,1.22,,,1.6,100.0
2209,321,2013,473.0,17.0,352.0,,,1.22,,,1.6,100.0
2210,321,2011,481.0,,,,,1.22,,,1.6,100.0
2211,321,2014,,20.0,402.0,,,,,,,
2212,322,2017,337.0,,,,,1.04,79.0,11.0,1.6,79.11
2213,322,2018,336.0,,,,,1.04,,,1.6,79.06
2214,322,2016,337.0,,,,,1.04,,,1.6,79.11
2215,322,2015,337.0,7.0,7.0,20.1,1.1,1.04,,,1.6,79.11
2216,322,2013,339.0,10.0,10.0,,,1.04,,,1.6,79.58
2217,322,2011,339.0,,,,,1.04,,,1.6,79.58
2218,322,2014,,9.0,9.0,,,,,,,
2219,323,2017,885.0,,,,,1.07,85.0,9.0,1.5,99.44
2220,323,2018,889.0,,,,,1.07,,,1.5,99.44
2221,323,2016,885.0,,,,,1.07,,,1.6,99.44
2222,323,2015,886.0,36.0,401.0,49.1,5.5,1.07,,,1.5,99.44
2223,323,2013,886.0,46.0,508.0,,,1.07,,,1.5,99.44
2224,323,2011,886.0,,,,,1.07,,,1.5,99.44
2225,323,2014,,42.0,466.0,,,,,,,
2226,324,2017,0.0,,,,,1.05,71.0,4.0,1.1,0.0
2227,324,2018,0.0,,,,,1.05,,,1.1,0.0
2228,324,2016,0.0,,,,,1.05,,,1.0,0.0
2229,324,2015,0.0,,,7.0,1.3,1.05,,,1.1,0.0
2230,324,2013,0.0,,,,,1.13,,,1.2,0.0
2231,324,2011,0.0,,,,,1.12,,,1.2,0.0
2232,324,2014,,,,,,,,,,
2233,325,2017,884.0,,,,,1.15,54.0,5.0,1.5,78.37
2234,325,2018,886.0,,,,,1.15,,,1.7,78.41
2235,325,2016,885.0,,,,,1.15,,,1.5,78.46
2236,325,2015,884.0,105.0,315.0,25.2,3.5,1.15,,,1.5,78.37
2237,325,2013,874.0,7.0,14.0,,,1.16,,,1.5,78.11
2238,325,2011,870.0,,,,,1.17,,,1.5,77.82
2239,325,2014,,105.0,315.0,,,,,,,
2240,326,2017,410.0,,,,,1.32,20.0,16.0,1.9,100.0
2241,326,2018,410.0,,,,,1.32,,,1.9,100.0
2242,326,2016,411.0,,,,,1.32,,,1.9,100.0
2243,326,2015,410.0,97.0,1259.0,80.0,3.4,1.32,,,1.9,100.0
2244,326,2013,411.0,98.0,1379.0,,,1.32,,,2.0,100.0
2245,326,2011,412.0,,,,,1.32,,,1.8,100.0
2246,326,2014,,103.0,1334.0,,,,,,,
2247,327,2017,626.0,,,,,1.21,76.0,13.0,1.7,100.0
2248,327,2018,617.0,,,,,1.21,,,1.7,98.56
2249,327,2016,626.0,,,,,1.21,,,1.6,100.0
2250,327,2015,626.0,24.0,266.0,37.7,2.0,1.21,,,1.6,100.0
2251,327,2013,626.0,15.0,151.0,,,1.21,,,1.7,100.0
2252,327,2011,627.0,,,,,1.21,,,1.7,100.0
2253,327,2014,,26.0,291.0,,,,,,,
2254,328,2017,314.0,,,,,1.25,63.0,14.0,1.5,82.63
2255,328,2018,314.0,,,,,1.25,,,1.5,83.07
2256,328,2016,316.0,,,,,1.25,,,1.5,82.94
2257,328,2015,316.0,21.0,206.0,21.0,3.5,1.26,,,1.5,82.72
2258,328,2013,316.0,19.0,173.0,,,1.28,,,1.6,82.72
2259,328,2011,317.0,,,,,1.28,,,1.6,82.98
2260,328,2014,,25.0,221.0,,,,,,,
2261,329,2017,598.0,,,,,1.06,52.0,17.0,1.5,78.27
2262,329,2018,601.0,,,,,1.06,,,1.5,78.36
2263,329,2016,598.0,,,,,1.06,,,1.5,78.89
2264,329,2015,598.0,58.0,405.0,57.9,5.3,1.04,,,1.4,78.79
2265,329,2013,601.0,72.0,502.0,,,1.04,,,1.4,78.98
2266,329,2011,601.0,,,,,1.04,,,1.4,78.98
2267,329,2014,,62.0,431.0,,,,,,,
2268,330,2017,256.0,,,,,1.03,84.0,8.0,1.4,33.2
2269,330,2018,255.0,,,,,1.03,,,1.4,33.12
2270,330,2016,257.0,,,,,1.03,,,1.4,33.33
2271,330,2015,38.0,,,40.4,3.9,1.03,,,1.4,5.11
2272,330,2013,38.0,,,,,1.04,,,1.4,5.14
2273,330,2011,38.0,,,,,1.04,,,1.4,5.13
2274,330,2014,,,,,,,,,,
2275,331,2017,679.0,,,,,1.29,45.0,25.0,1.5,95.63
2276,331,2018,885.0,,,,,1.3,,,1.5,96.72
2277,331,2016,666.0,,,,,1.25,,,1.4,95.69
2278,331,2015,665.0,179.0,2504.0,23.1,5.5,1.24,,,1.4,95.55
2279,331,2013,665.0,224.0,2236.0,,,1.24,,,1.4,95.55
2280,331,2011,666.0,,,,,1.23,,,1.3,95.69
2281,331,2014,,195.0,2334.0,,,,,,,
2282,332,2017,486.0,,,,,1.15,72.0,9.0,1.7,67.97
2283,332,2018,487.0,,,,,1.15,,,1.7,68.02
2284,332,2016,481.0,,,,,1.15,,,1.7,67.46
2285,332,2015,449.0,14.0,56.0,36.1,3.4,1.15,,,1.5,66.32
2286,332,2013,424.0,15.0,60.0,,,1.17,,,1.5,65.43
2287,332,2011,381.0,,,,,1.19,,,1.2,63.29
2288,332,2014,,19.0,76.0,,,,,,,
2289,333,2017,123.0,,,,,1.15,45.0,7.0,1.6,11.56
2290,333,2018,123.0,,,,,1.15,,,1.6,10.95
2291,333,2016,122.0,,,,,1.15,,,1.5,11.51
2292,333,2015,118.0,,,40.2,5.6,1.16,,,1.6,11.38
2293,333,2013,118.0,,,,,1.16,,,1.5,11.49
2294,333,2011,119.0,,,,,1.17,,,1.6,11.64
2295,333,2014,,,,,,,,,,
2296,334,2017,356.0,,,,,1.24,48.0,22.0,2.5,100.0
2297,334,2018,356.0,,,,,1.24,,,2.5,100.0
2298,334,2016,356.0,,,,,1.23,,,2.5,100.0
2299,334,2015,356.0,32.0,225.0,,,1.23,,,2.5,100.0
2300,334,2013,356.0,45.0,315.0,,,1.23,,,2.1,100.0
2301,334,2011,360.0,,,,,1.23,,,1.2,100.0
2302,334,2014,,40.0,364.0,,,,,,,
2303,335,2017,0.0,,,,,1.12,70.0,9.0,1.4,0.0
2304,335,2018,0.0,,,,,1.12,,,1.4,0.0
2305,335,2016,0.0,,,,,1.12,,,1.3,0.0
2306,335,2015,0.0,,,,,1.12,,,1.4,0.0
2307,335,2013,0.0,,,,,1.19,,,1.5,0.0
2308,335,2011,0.0,,,,,1.24,,,1.5,0.0
2309,335,2014,,,,,,,,,,
2310,336,2017,0.0,,,,,1.23,70.0,8.0,1.4,0.0
2311,336,2018,0.0,,,,,1.23,,,1.4,0.0
2312,336,2016,0.0,,,,,1.22,,,1.3,0.0
2313,336,2015,0.0,,,34.1,9.0,1.23,,,1.3,0.0
2314,336,2013,818.0,0.0,0.0,,,1.31,,,1.4,45.37
2315,336,2011,711.0,,,,,1.3,,,1.4,43.59
2316,336,2014,,4.0,4.0,,,,,,,
2317,337,2017,0.0,,,,,1.14,83.0,17.0,1.2,0.0
2318,337,2018,0.0,,,,,1.14,,,1.2,0.0
2319,337,2016,0.0,,,,,1.14,,,1.1,0.0
2320,337,2015,0.0,,,60.8,7.3,1.14,,,1.2,0.0
2321,337,2013,0.0,,,,,1.2,,,1.2,0.0
2322,337,2011,0.0,,,,,1.19,,,1.2,0.0
2323,337,2014,,,,,,,,,,
2324,338,2017,1295.0,,,,,1.27,38.0,7.0,1.5,100.0
2325,338,2018,1290.0,,,,,1.27,,,1.5,100.0
2326,338,2016,1334.0,,,,,1.29,,,1.5,100.0
2327,338,2015,1334.0,71.0,641.0,76.0,3.3,1.29,,,1.5,100.0
2328,338,2013,1053.0,89.0,805.0,,,1.33,,,1.8,100.0
2329,338,2011,1053.0,,,,,1.33,,,1.5,100.0
2330,338,2014,,73.0,654.0,,,,,,,
2331,339,2017,1341.0,,,,,1.38,35.0,9.0,1.5,100.0
2332,339,2018,1341.0,,,,,1.38,,,1.5,100.0
2333,339,2016,1186.0,,,,,1.38,,,1.5,100.0
2334,339,2015,1099.0,265.0,2920.0,55.3,5.9,1.39,,,1.5,100.0
2335,339,2013,954.0,163.0,2603.0,,,1.47,,,1.6,100.0
2336,339,2011,889.0,,,,,1.46,,,1.5,100.0
2337,339,2014,,159.0,2863.0,,,,,,,
2338,340,2017,4003.0,,,,,1.42,35.0,8.0,1.7,100.0
2339,340,2018,4541.0,,,,,1.42,,,1.7,100.0
2340,340,2016,4182.0,,,,,1.42,,,1.6,100.0
2341,340,2015,4003.0,105.0,2524.0,76.4,10.3,1.42,,,1.7,100.0
2342,340,2013,3959.0,112.0,3372.0,,,1.48,,,1.8,100.0
2343,340,2011,3911.0,,,,,1.48,,,1.8,100.0
2344,340,2014,,103.0,2673.0,,,,,,,
2345,341,2017,1898.0,,,,,1.55,37.0,6.0,1.7,100.0
2346,341,2018,1899.0,,,,,1.54,,,1.7,100.0
2347,341,2016,1898.0,,,,,1.54,,,1.7,100.0
2348,341,2015,1797.0,263.0,12338.0,75.4,12.6,1.55,,,1.7,100.0
2349,341,2013,1798.0,346.0,14873.0,,,1.71,,,1.9,100.0
2350,341,2011,1816.0,,,,,1.69,,,1.9,100.0
2351,341,2014,,292.0,12844.0,,,,,,,
2352,342,2017,426.0,,,,,1.48,16.0,11.0,1.7,100.0
2353,342,2018,426.0,,,,,1.48,,,1.7,100.0
2354,342,2016,424.0,,,,,1.51,,,1.7,100.0
2355,342,2015,424.0,2047.0,131004.0,75.4,8.4,1.52,,,1.7,100.0
2356,342,2013,357.0,2096.0,140452.0,,,1.86,,,2.2,100.0
2357,342,2011,357.0,,,,,1.85,,,2.2,100.0
2358,342,2014,,2348.0,138503.0,,,,,,,
2359,343,2017,860.0,,,,,1.39,52.0,9.0,1.8,100.0
2360,343,2018,1076.0,,,,,1.39,,,1.8,100.0
2361,343,2016,861.0,,,,,1.39,,,1.8,100.0
2362,343,2015,858.0,59.0,713.0,81.5,8.5,1.39,,,1.8,100.0
2363,343,2013,844.0,66.0,786.0,,,1.4,,,1.8,100.0
2364,343,2011,940.0,,,,,1.4,,,1.7,100.0
2365,343,2014,,66.0,796.0,,,,,,,
2366,344,2017,839.0,,,,,1.29,65.0,10.0,1.6,100.0
2367,344,2018,850.0,,,,,1.29,,,1.6,100.0
2368,344,2016,794.0,,,,,1.3,,,1.6,100.0
2369,344,2015,787.0,76.0,380.0,56.4,4.7,1.3,,,1.6,100.0
2370,344,2013,752.0,80.0,479.0,,,1.3,,,1.5,100.0
2371,344,2011,727.0,,,,,1.31,,,1.5,100.0
2372,344,2014,,78.0,469.0,,,,,,,
2373,345,2017,251.0,,,,,1.27,71.0,10.0,1.3,66.23
2374,345,2018,252.0,,,,,1.27,,,1.3,66.32
2375,345,2016,197.0,,,,,1.27,,,1.3,51.98
2376,345,2015,196.0,19.0,39.0,18.4,2.5,1.27,,,1.3,51.85
2377,345,2013,196.0,26.0,52.0,,,1.3,,,1.3,51.85
2378,345,2011,196.0,,,,,1.29,,,1.3,51.85
2379,345,2014,,25.0,51.0,,,,,,,
2380,346,2017,1052.0,,,,,1.23,57.0,8.0,1.5,99.62
2381,346,2018,1052.0,,,,,1.23,,,1.5,99.62
2382,346,2016,1051.0,,,,,1.23,,,1.4,99.53
2383,346,2015,1055.0,45.0,627.0,21.9,3.0,1.23,,,1.5,100.0
2384,346,2013,1054.0,41.0,581.0,,,1.23,,,1.4,100.0
2385,346,2011,1056.0,,,,,1.23,,,1.4,100.0
2386,346,2014,,39.0,506.0,,,,,,,
2387,347,2017,348.0,,,,,1.25,7.0,5.0,1.9,100.0
2388,347,2018,355.0,,,,,1.25,,,1.9,100.0
2389,347,2016,345.0,,,,,1.24,,,1.9,100.0
2390,347,2015,347.0,134.0,1071.0,84.6,3.9,1.24,,,1.8,100.0
2391,347,2013,347.0,166.0,1495.0,,,1.24,,,1.9,100.0
2392,347,2011,278.0,,,,,1.24,,,1.8,100.0
2393,347,2014,,159.0,1272.0,,,,,,,
2394,348,2017,775.0,,,,,1.21,71.0,7.0,1.4,59.89
2395,348,2018,775.0,,,,,1.21,,,1.4,59.85
2396,348,2016,765.0,,,,,1.21,,,1.4,59.58
2397,348,2015,766.0,9.0,60.0,22.9,7.0,1.21,,,1.4,59.66
2398,348,2013,765.0,7.0,46.0,,,1.23,,,1.5,59.63
2399,348,2011,768.0,,,,,1.24,,,1.4,59.77
2400,348,2014,,6.0,40.0,,,,,,,
2401,349,2017,608.0,,,,,1.14,44.0,26.0,1.4,91.57
2402,349,2018,637.0,,,,,1.14,,,1.4,99.38
2403,349,2016,734.0,,,,,1.15,,,1.4,92.91
2404,349,2015,734.0,17.0,84.0,34.8,2.0,1.15,,,1.4,93.03
2405,349,2013,787.0,13.0,64.0,,,1.15,,,1.4,99.75
2406,349,2011,787.0,,,,,1.15,,,1.4,99.75
2407,349,2014,,15.0,77.0,,,,,,,
2408,350,2017,505.0,,,,,1.14,70.0,11.0,1.4,66.62
2409,350,2018,711.0,,,,,1.14,,,1.4,95.69
2410,350,2016,505.0,,,,,1.14,,,1.4,66.62
2411,350,2015,505.0,0.0,0.0,49.7,3.4,1.14,,,1.4,66.71
2412,350,2013,505.0,0.0,0.0,,,1.14,,,1.4,66.71
2413,350,2011,504.0,,,,,1.15,,,1.4,66.58
2414,350,2014,,0.0,0.0,,,,,,,
2415,351,2017,439.0,,,,,1.09,83.0,17.0,1.6,98.21
2416,351,2018,444.0,,,,,1.09,,,1.6,98.23
2417,351,2016,433.0,,,,,1.09,,,1.6,98.19
2418,351,2015,430.0,2.0,11.0,52.3,2.9,1.09,,,1.6,98.17
2419,351,2013,414.0,4.0,20.0,,,1.09,,,1.6,100.0
2420,351,2011,395.0,,,,,1.09,,,1.6,100.0
2421,351,2014,,4.0,20.0,,,,,,,
2422,352,2017,1141.0,,,,,1.04,62.0,11.0,1.2,99.91
2423,352,2018,1141.0,,,,,1.06,,,1.3,99.91
2424,352,2016,1141.0,,,,,1.04,,,1.2,99.91
2425,352,2015,1141.0,9.0,17.0,55.5,3.4,1.05,,,1.2,99.91
2426,352,2013,1140.0,1.0,1.0,,,1.05,,,1.2,99.91
2427,352,2011,390.0,,,,,1.05,,,1.2,34.15
2428,352,2014,,6.0,12.0,,,,,,,
2429,353,2017,911.0,,,,,1.18,68.0,6.0,1.6,91.1
2430,353,2018,911.0,,,,,1.18,,,1.6,91.1
2431,353,2016,914.0,,,,,1.19,,,1.6,91.13
2432,353,2015,913.0,1.0,15.0,58.4,9.1,1.19,,,1.6,91.12
2433,353,2013,905.0,2.0,22.0,,,1.19,,,1.6,91.05
2434,353,2011,879.0,,,,,1.19,,,1.5,90.81
2435,353,2014,,2.0,25.0,,,,,,,
2436,354,2017,1012.0,,,,,1.24,57.0,13.0,1.4,100.0
2437,354,2018,1012.0,,,,,1.24,,,1.4,100.0
2438,354,2016,1012.0,,,,,1.24,,,1.4,100.0
2439,354,2015,1012.0,4.0,31.0,47.4,3.0,1.24,,,1.4,100.0
2440,354,2013,1012.0,6.0,34.0,,,1.24,,,1.4,100.0
2441,354,2011,1012.0,,,,,1.24,,,1.4,100.0
2442,354,2014,,6.0,48.0,,,,,,,
2443,355,2017,406.0,,,,,1.13,41.0,13.0,1.3,38.7
2444,355,2018,406.0,,,,,1.17,,,1.3,38.7
2445,355,2016,405.0,,,,,1.13,,,1.2,38.61
2446,355,2015,406.0,43.0,213.0,51.7,5.3,1.13,,,1.3,38.7
2447,355,2013,406.0,41.0,207.0,,,1.24,,,1.3,38.7
2448,355,2011,364.0,,,,,1.2,,,1.3,34.7
2449,355,2014,,49.0,247.0,,,,,,,
2450,356,2017,1053.0,,,,,1.07,57.0,8.0,1.4,55.57
2451,356,2018,1055.0,,,,,1.07,,,1.4,54.78
2452,356,2016,1053.0,,,,,1.07,,,1.4,55.63
2453,356,2015,996.0,,,50.3,10.4,1.07,,,1.4,52.84
2454,356,2013,996.0,,,,,1.08,,,1.4,52.89
2455,356,2011,996.0,,,,,1.08,,,1.4,53.09
2456,356,2014,,,,,,,,,,
2457,357,2017,1434.0,,,,,1.14,45.0,8.0,1.7,99.17
2458,357,2018,1442.0,,,,,1.14,,,1.7,99.17
2459,357,2016,1427.0,,,,,1.14,,,1.6,99.17
2460,357,2015,1428.0,30.0,149.0,43.1,4.0,1.14,,,1.7,99.17
2461,357,2013,1389.0,31.0,187.0,,,1.16,,,1.7,99.14
2462,357,2011,1389.0,,,,,1.16,,,1.7,99.14
2463,357,2014,,35.0,175.0,,,,,,,
2464,358,2017,1404.0,,,,,1.25,41.0,5.0,1.7,100.0
2465,358,2018,1949.0,,,,,1.25,,,1.7,100.0
2466,358,2016,1665.0,,,,,1.25,,,1.8,100.0
2467,358,2015,1497.0,59.0,1599.0,49.0,8.5,1.25,,,1.7,100.0
2468,358,2013,1497.0,52.0,1548.0,,,1.25,,,1.7,100.0
2469,358,2011,1497.0,,,,,1.24,,,1.7,100.0
2470,358,2014,,52.0,1417.0,,,,,,,
2471,359,2017,1065.0,,,,,1.17,65.0,18.0,1.4,100.0
2472,359,2018,1070.0,,,,,1.17,,,1.4,100.0
2473,359,2016,1064.0,,,,,1.18,,,1.4,100.0
2474,359,2015,1060.0,3.0,31.0,38.2,4.8,1.2,,,1.4,100.0
2475,359,2013,1061.0,4.0,42.0,,,1.2,,,1.4,100.0
2476,359,2011,1055.0,,,,,1.2,,,1.4,100.0
2477,359,2014,,4.0,44.0,,,,,,,
2478,360,2017,470.0,,,,,1.07,79.0,7.0,1.2,31.21
2479,360,2018,468.0,,,,,1.07,,,1.2,30.41
2480,360,2016,468.0,,,,,1.07,,,1.2,31.22
2481,360,2015,470.0,36.0,71.0,35.6,8.8,1.07,,,1.1,31.46
2482,360,2013,465.0,4.0,7.0,,,1.09,,,1.2,31.74
2483,360,2011,0.0,,,,,1.09,,,1.1,0.0
2484,360,2014,,52.0,104.0,,,,,,,
2485,361,2017,755.0,,,,,1.42,19.0,11.0,1.7,100.0
2486,361,2018,861.0,,,,,1.43,,,1.7,100.0
2487,361,2016,596.0,,,,,1.42,,,1.6,100.0
2488,361,2015,451.0,39.0,927.0,55.8,8.6,1.42,,,1.6,100.0
2489,361,2013,451.0,34.0,928.0,,,1.46,,,1.8,100.0
2490,361,2011,456.0,,,,,1.46,,,1.7,100.0
2491,361,2014,,38.0,917.0,,,,,,,
2492,362,2017,1299.0,,,,,1.27,44.0,12.0,1.8,100.0
2493,362,2018,1298.0,,,,,1.27,,,1.8,100.0
2494,362,2016,1303.0,,,,,1.27,,,1.8,100.0
2495,362,2015,1309.0,55.0,1370.0,35.7,5.3,1.27,,,1.7,100.0
2496,362,2013,1311.0,47.0,1656.0,,,1.26,,,1.8,100.0
2497,362,2011,1314.0,,,,,1.26,,,1.8,100.0
2498,362,2014,,46.0,1601.0,,,,,,,
2499,363,2017,1199.0,,,,,1.23,50.0,10.0,1.3,100.0
2500,363,2018,1220.0,,,,,1.23,,,1.3,100.0
2501,363,2016,1205.0,,,,,1.23,,,1.3,100.0
2502,363,2015,1207.0,46.0,1108.0,34.4,9.1,1.23,,,1.3,100.0
2503,363,2013,1208.0,49.0,1164.0,,,1.25,,,1.4,100.0
2504,363,2011,1120.0,,,,,1.26,,,1.4,100.0
2505,363,2014,,48.0,1160.0,,,,,,,
2506,364,2017,1156.0,,,,,1.34,26.0,9.0,1.8,100.0
2507,364,2018,1179.0,,,,,1.34,,,1.8,100.0
2508,364,2016,1149.0,,,,,1.34,,,1.6,100.0
2509,364,2015,1143.0,15.0,180.0,80.3,9.6,1.34,,,1.7,100.0
2510,364,2013,1122.0,13.0,156.0,,,1.34,,,1.6,100.0
2511,364,2011,1119.0,,,,,1.34,,,1.6,100.0
2512,364,2014,,14.0,167.0,,,,,,,
2513,365,2017,823.0,,,,,1.36,55.0,22.0,2.0,100.0
2514,365,2018,819.0,,,,,1.36,,,2.0,100.0
2515,365,2016,826.0,,,,,1.36,,,2.1,100.0
2516,365,2015,826.0,18.0,71.0,60.6,5.4,1.36,,,2.0,100.0
2517,365,2013,825.0,5.0,20.0,,,1.39,,,2.1,100.0
2518,365,2011,532.0,,,,,1.39,,,2.1,81.97
2519,365,2014,,19.0,78.0,,,,,,,
2520,366,2017,440.0,,,,,1.27,55.0,9.0,1.4,100.0
2521,366,2018,440.0,,,,,1.27,,,1.4,100.0
2522,366,2016,441.0,,,,,1.27,,,1.4,100.0
2523,366,2015,459.0,69.0,826.0,62.7,5.2,1.27,,,1.4,100.0
2524,366,2013,442.0,75.0,898.0,,,1.19,,,1.3,100.0
2525,366,2011,583.0,,,,,1.19,,,1.3,100.0
2526,366,2014,,74.0,888.0,,,,,,,
2527,367,2017,3097.0,,,,,1.4,39.0,5.0,1.8,100.0
2528,367,2018,3127.0,,,,,1.42,,,1.9,100.0
2529,367,2016,3094.0,,,,,1.41,,,1.8,100.0
2530,367,2015,2724.0,75.0,4925.0,78.7,20.0,1.42,,,1.8,100.0
2531,367,2013,2735.0,128.0,7696.0,,,1.46,,,1.9,100.0
2532,367,2011,2546.0,,,,,1.46,,,1.9,100.0
2533,367,2014,,112.0,6691.0,,,,,,,
2534,368,2017,1184.0,,,,,1.24,51.0,8.0,1.5,100.0
2535,368,2018,1184.0,,,,,1.24,,,1.5,100.0
2536,368,2016,1184.0,,,,,1.24,,,1.5,100.0
2537,368,2015,1184.0,100.0,1899.0,,,1.24,,,1.5,100.0
2538,368,2013,1184.0,90.0,1612.0,,,1.32,,,1.6,100.0
2539,368,2011,1184.0,,,,,1.32,,,1.6,100.0
2540,368,2014,,102.0,1942.0,,,,,,,
2541,369,2017,450.0,,,,,1.29,52.0,6.0,1.6,100.0
2542,369,2018,449.0,,,,,1.29,,,1.6,100.0
2543,369,2016,465.0,,,,,1.29,,,1.6,100.0
2544,369,2015,469.0,34.0,1186.0,60.8,5.2,1.29,,,1.6,100.0
2545,369,2013,509.0,36.0,1288.0,,,1.29,,,1.6,100.0
2546,369,2011,527.0,,,,,1.29,,,1.6,100.0
2547,369,2014,,37.0,1294.0,,,,,,,
2548,370,2017,1219.0,,,,,1.21,46.0,9.0,1.6,100.0
2549,370,2018,1237.0,,,,,1.21,,,1.6,100.0
2550,370,2016,1219.0,,,,,1.21,,,1.6,100.0
2551,370,2015,1217.0,56.0,2535.0,92.6,9.0,1.21,,,1.6,100.0
2552,370,2013,1236.0,60.0,2807.0,,,1.21,,,1.6,100.0
2553,370,2011,1228.0,,,,,1.21,,,1.6,100.0
2554,370,2014,,61.0,2799.0,,,,,,,
2555,371,2017,2254.0,,,,,1.29,59.0,7.0,1.6,100.0
2556,371,2018,2253.0,,,,,1.29,,,1.6,100.0
2557,371,2016,2254.0,,,,,1.3,,,1.6,100.0
2558,371,2015,2254.0,86.0,4647.0,66.2,19.9,1.3,,,1.6,100.0
2559,371,2013,2256.0,86.0,5047.0,,,1.3,,,1.6,100.0
2560,371,2011,2258.0,,,,,1.32,,,1.6,100.0
2561,371,2014,,87.0,5134.0,,,,,,,
2562,372,2017,350.0,,,,,1.11,75.0,5.0,1.5,7.88
2563,372,2018,349.0,,,,,1.11,,,1.5,7.85
2564,372,2016,342.0,,,,,1.11,,,1.4,7.74
2565,372,2015,326.0,,,82.7,36.1,1.11,,,1.5,7.43
2566,372,2013,0.0,,,,,1.13,,,1.5,0.0
2567,372,2011,0.0,,,,,1.14,,,1.5,0.0
2568,372,2014,,,,,,,,,,
2569,373,2017,772.0,,,,,1.23,51.0,12.0,1.6,69.61
2570,373,2018,781.0,,,,,1.23,,,1.6,69.42
2571,373,2016,778.0,,,,,1.23,,,1.6,69.9
2572,373,2015,778.0,12.0,105.0,45.1,8.3,1.23,,,1.6,70.22
2573,373,2013,778.0,15.0,133.0,,,1.23,,,1.6,70.15
2574,373,2011,776.0,,,,,1.23,,,1.6,69.97
2575,373,2014,,12.0,106.0,,,,,,,
2576,374,2017,1137.0,,,,,1.27,34.0,11.0,1.6,100.0
2577,374,2018,1140.0,,,,,1.27,,,1.6,100.0
2578,374,2016,1137.0,,,,,1.27,,,1.6,100.0
2579,374,2015,1138.0,43.0,1334.0,54.8,8.1,1.27,,,1.6,100.0
2580,374,2013,1137.0,45.0,1365.0,,,1.3,,,1.7,100.0
2581,374,2011,1148.0,,,,,1.3,,,1.7,100.0
2582,374,2014,,46.0,1394.0,,,,,,,
2583,375,2017,656.0,,,,,1.13,65.0,20.0,1.8,75.66
2584,375,2018,725.0,,,,,1.13,,,1.8,77.54
2585,375,2016,659.0,,,,,1.13,,,1.7,76.01
2586,375,2015,657.0,3.0,12.0,38.7,6.6,1.14,,,1.8,75.95
2587,375,2013,655.0,6.0,23.0,,,1.16,,,1.7,75.81
2588,375,2011,648.0,,,,,1.15,,,1.7,75.44
2589,375,2014,,4.0,17.0,,,,,,,
2590,376,2017,1145.0,,,,,1.06,85.0,5.0,1.4,75.58
2591,376,2018,1148.0,,,,,1.06,,,1.4,75.73
2592,376,2016,1153.0,,,,,1.06,,,1.4,76.01
2593,376,2015,1086.0,14.0,130.0,33.7,6.8,1.06,,,1.4,74.59
2594,376,2013,1080.0,17.0,133.0,,,1.07,,,1.3,74.43
2595,376,2011,1066.0,,,,,1.07,,,1.3,74.44
2596,376,2014,,16.0,142.0,,,,,,,
2597,377,2017,0.0,,,,,1.12,69.0,9.0,1.4,0.0
2598,377,2018,0.0,,,,,1.12,,,1.4,0.0
2599,377,2016,0.0,,,,,1.12,,,1.4,0.0
2600,377,2015,0.0,,,53.1,12.7,1.12,,,1.4,0.0
2601,377,2013,102.0,,,,,1.13,,,1.4,5.13
2602,377,2011,102.0,,,,,1.13,,,1.4,5.22
2603,377,2014,,,,,,,,,,
2604,378,2017,2166.0,,,,,1.34,45.0,7.0,1.9,100.0
2605,378,2018,2135.0,,,,,1.34,,,1.9,89.29
2606,378,2016,2168.0,,,,,1.34,,,1.9,100.0
2607,378,2015,2145.0,51.0,1130.0,67.7,15.8,1.34,,,1.9,100.0
2608,378,2013,2114.0,46.0,1095.0,,,1.35,,,1.9,100.0
2609,378,2011,2105.0,,,,,1.35,,,1.9,100.0
2610,378,2014,,51.0,1223.0,,,,,,,
2611,379,2017,0.0,,,,,1.07,64.0,8.0,1.4,0.0
2612,379,2018,0.0,,,,,1.07,,,1.4,0.0
2613,379,2016,0.0,,,,,1.07,,,1.4,0.0
2614,379,2015,0.0,,,65.2,13.2,1.08,,,1.3,0.0
2615,379,2013,0.0,,,,,1.08,,,1.3,0.0
2616,379,2011,0.0,,,,,1.08,,,1.3,0.0
2617,379,2014,,,,,,,,,,
2618,380,2017,139.0,,,,,1.08,69.0,13.0,1.4,7.57
2619,380,2018,142.0,,,,,1.08,,,1.4,7.7
2620,380,2016,134.0,,,,,1.08,,,1.4,7.32
2621,380,2015,23.0,,,24.6,7.8,1.08,,,1.4,1.26
2622,380,2013,63.0,,,,,1.09,,,1.4,3.44
2623,380,2011,62.0,,,,,1.09,,,1.4,3.41
2624,380,2014,,,,,,,,,,
2625,381,2017,1934.0,,,,,1.29,30.0,6.0,1.7,95.74
2626,381,2018,1892.0,,,,,1.29,,,1.7,95.6
2627,381,2016,2057.0,,,,,1.29,,,1.8,99.32
2628,381,2015,1730.0,254.0,4326.0,62.6,8.8,1.29,,,1.7,99.14
2629,381,2013,1740.0,199.0,3176.0,,,1.3,,,1.7,99.66
2630,381,2011,1744.0,,,,,1.32,,,1.8,99.66
2631,381,2014,,238.0,3805.0,,,,,,,
2632,382,2017,916.0,,,,,1.38,32.0,9.0,1.8,100.0
2633,382,2018,924.0,,,,,1.38,,,1.8,100.0
2634,382,2016,915.0,,,,,1.38,,,1.8,100.0
