,NPA,year,housing_size,housing_units,residential_demolition_permit_units,residential_occupancy,new_residential_permit_units,rental_houses_units,foreclosures,residential_renovation_permit_units,residential_demolitions,residential_occupancy_moe,home_ownership_moe,rental_costs_moe,residential_renovation,single_family_housing,new_residential,housing_violations_total,subsidized_housing_units,rental_houses,housing_density,single_family_units,housing_age,foreclosed_units,rental_costs,subsidized_housing,home_ownership,housing_violations,home_sales_price
1088,140,2018,1495.0,1076.0,2.0,,106,243.0,,7,2.02,,,,0.67,92.0,10.14,6.0,,25.0,1.0,991.0,39.0,,,,,0.56,
1089,140,2017,1494.0,1073.0,0.0,90.0,0,247.0,0.0,14,0.0,3.0,6.0,78.0,1.34,92.0,0.0,,85.0,25.0,1.0,987.0,38.0,0.0,1045.0,8.0,72.0,,
1090,140,2016,1496.0,1075.0,0.0,,1,252.0,0.7,12,0.0,,,,1.15,92.0,0.1,13.0,,26.0,1.0,987.0,37.0,7.0,,,,1.21,
1091,140,2015,1495.0,1075.0,2.0,,0,232.0,1.2,7,2.02,,,,0.67,92.0,0.0,14.0,,23.0,1.0,990.0,36.0,12.0,,,,1.3,108109.0
1092,140,2013,1487.0,1075.0,0.0,,0,232.0,2.8,6,0.0,,,,0.57,92.0,0.0,11.0,85.0,23.0,1.0,990.0,35.0,27.0,,8.0,,1.02,96875.0
1093,140,2011,1482.0,994.0,1.0,,0,,1.9,3,1.01,,,,0.29,100.0,0.0,7.0,,,1.0,994.0,33.0,19.0,,,,0.7,
1094,140,2014,,,,,2,,,11,,,,,1.05,,0.19,,,,,,,,,,,,
1095,140,2012,,,,,86,,,10,,,,,0.96,,8.23,,,,,,,,,,,,
1096,141,2018,1123.0,337.0,0.0,,2,148.0,,1,0.0,,,,0.15,81.0,0.29,4.0,,54.0,0.5,272.0,56.0,,,,,1.19,
1097,141,2017,1124.0,338.0,1.0,87.0,0,148.0,0.0,2,3.66,11.0,15.0,44.0,0.29,81.0,0.0,,0.0,54.0,0.5,273.0,55.0,0.0,955.0,0.0,26.0,,
1098,141,2016,1126.0,342.0,2.0,,0,151.0,0.8,2,7.25,,,,0.29,81.0,0.0,8.0,,55.0,0.5,276.0,55.0,2.0,,,,2.34,
1099,141,2015,1127.0,340.0,3.0,,1,139.0,1.2,1,10.91,,,,0.15,81.0,0.15,6.0,,51.0,0.5,275.0,54.0,3.0,,,,1.76,44500.0
1100,141,2013,1129.0,344.0,3.0,,0,159.0,1.2,3,10.75,,,,0.44,81.0,0.0,17.0,0.0,57.0,0.5,279.0,52.0,3.0,,0.0,,4.94,49583.0
1101,141,2011,1129.0,360.0,3.0,,1,,2.3,4,10.17,,,,0.59,82.0,0.15,10.0,,,0.5,295.0,51.0,6.0,,,,2.78,
1102,141,2014,,,,,0,,,3,,,,,0.44,,0.0,,,,,,,,,,,,
1103,141,2012,,,,,0,,,5,,,,,0.73,,0.0,,,,,,,,,,,,
1104,142,2018,1227.0,1298.0,0.0,,1,106.0,,4,0.0,,,,0.91,20.0,0.23,5.0,,40.0,2.9,262.0,44.0,,,,,0.39,
1105,142,2017,1227.0,1299.0,1.0,90.0,0,106.0,0.3,10,3.8,7.0,5.0,17.0,2.26,20.0,0.0,,10.0,40.0,2.9,263.0,43.0,2.0,963.0,1.0,27.0,,
1106,142,2016,1227.0,1299.0,0.0,,5,110.0,0.2,4,0.0,,,,0.91,20.0,1.13,9.0,,42.0,2.9,263.0,42.0,1.0,,,,0.69,
1107,142,2015,1227.0,1299.0,0.0,,0,104.0,1.4,8,0.0,,,,1.81,20.0,0.0,24.0,,40.0,2.9,263.0,41.0,8.0,,,,1.85,85071.0
1108,142,2013,1226.0,1299.0,0.0,,1,107.0,1.2,4,0.0,,,,0.91,20.0,0.23,14.0,0.0,41.0,2.9,263.0,39.0,7.0,,0.0,,1.08,73955.0
1109,142,2011,1226.0,1299.0,0.0,,0,,2.0,3,0.0,,,,0.68,20.0,0.0,7.0,,,2.9,263.0,37.0,12.0,,,,0.54,
1110,142,2014,,,,,0,,,4,,,,,0.91,,0.0,,,,,,,,,,,,
1111,142,2012,,,,,0,,,5,,,,,1.13,,0.0,,,,,,,,,,,,
1112,143,2018,3204.0,628.0,0.0,,1,18.0,,24,0.0,,,,8.2,57.0,0.34,0.0,,5.0,2.1,360.0,36.0,,,,,0.0,
1113,143,2017,3216.0,620.0,2.0,100.0,3,21.0,0.0,35,5.7,0.0,13.0,369.0,11.95,57.0,1.02,,0.0,6.0,2.1,351.0,36.0,0.0,1674.0,0.0,83.0,,
1114,143,2016,3172.0,618.0,2.0,,6,23.0,0.0,31,5.71,,,,10.59,57.0,2.05,0.0,,7.0,2.1,350.0,36.0,0.0,,,,0.0,
1115,143,2015,3138.0,621.0,2.0,,3,23.0,0.3,26,5.67,,,,8.88,57.0,1.02,0.0,,7.0,2.1,353.0,35.0,2.0,,,,0.0,376697.0
1116,143,2013,3136.0,620.0,0.0,,0,21.0,0.0,18,0.0,,,,6.15,57.0,0.0,1.0,0.0,6.0,2.1,352.0,33.0,0.0,,0.0,,0.16,378159.0
1117,143,2011,3115.0,618.0,0.0,,2,,0.2,23,0.0,,,,7.85,57.0,0.68,1.0,,,2.1,350.0,31.0,1.0,,,,0.16,
1118,143,2014,,,,,2,,,30,,,,,10.24,,0.68,,,,,,,,,,,,
1119,143,2012,,,,,1,,,18,,,,,6.15,,0.34,,,,,,,,,,,,
1120,144,2018,1584.0,988.0,0.0,,1,53.0,,1,0.0,,,,0.41,20.0,0.41,,,27.0,4.0,194.0,28.0,,,,,,
1121,144,2017,1573.0,983.0,0.0,87.0,0,61.0,0.0,8,0.0,5.0,6.0,42.0,3.26,19.0,0.0,,0.0,32.0,4.0,189.0,28.0,0.0,863.0,0.0,28.0,,
1122,144,2016,1517.0,966.0,0.0,,5,61.0,1.2,6,0.0,,,,2.44,18.0,2.04,,,36.0,3.9,171.0,29.0,2.0,,,,,
1123,144,2015,1365.0,955.0,0.0,,16,62.0,3.1,3,0.0,,,,1.22,17.0,6.5,,,39.0,3.9,161.0,30.0,5.0,,,,,218667.0
1124,144,2013,1278.0,921.0,0.0,,4,52.0,1.3,1,0.0,,,,0.41,16.0,1.63,,0.0,34.0,3.8,151.0,30.0,2.0,,0.0,,,168917.0
1125,144,2011,1252.0,914.0,0.0,,50,,2.7,1,0.0,,,,0.41,16.0,20.33,,,,3.7,150.0,28.0,4.0,,,,,
1126,144,2014,,,,,16,,,5,,,,,2.04,,6.5,,,,,,,,,,,,
1127,144,2012,,,,,3,,,1,,,,,0.41,,1.22,,,,,,,,,,,,
1128,145,2018,1500.0,647.0,0.0,,1,119.0,,2,0.0,,,,0.38,61.0,0.19,,,30.0,1.2,394.0,34.0,,,,,,
1129,145,2017,1495.0,646.0,0.0,97.0,0,121.0,0.8,6,0.0,5.0,9.0,110.0,1.15,61.0,0.0,,0.0,31.0,1.2,393.0,33.0,5.0,920.0,0.0,62.0,,
1130,145,2016,1547.0,646.0,0.0,,1,98.0,0.6,8,0.0,,,,1.54,56.0,0.19,,,27.0,1.2,361.0,33.0,4.0,,,,,
1131,145,2015,1493.0,646.0,0.0,,0,120.0,1.1,7,0.0,,,,1.35,61.0,0.0,,,31.0,1.2,393.0,31.0,7.0,,,,,87143.0
1132,145,2013,1486.0,646.0,0.0,,0,125.0,1.9,2,0.0,,,,0.38,61.0,0.0,,0.0,32.0,1.2,393.0,29.0,12.0,,0.0,,,88812.0
1133,145,2011,1486.0,646.0,0.0,,0,,2.2,5,0.0,,,,0.96,61.0,0.0,,,,1.2,393.0,27.0,14.0,,,,,
1134,145,2014,,,,,0,,,4,,,,,0.77,,0.0,,,,,,,,,,,,
1135,145,2012,,,,,0,,,1,,,,,0.19,,0.0,,,,,,,,,,,,
1136,146,2018,2003.0,695.0,0.0,,0,136.0,,11,0.0,,,,2.53,91.0,0.0,2.0,,21.0,1.6,633.0,29.0,,,,,0.29,
1137,146,2017,2002.0,695.0,0.0,89.0,1,133.0,0.6,5,0.0,7.0,11.0,249.0,1.15,91.0,0.23,,0.0,21.0,1.6,633.0,28.0,4.0,1194.0,0.0,72.0,,
1138,146,2016,2026.0,667.0,0.0,,0,134.0,0.5,5,0.0,,,,1.15,91.0,0.0,3.0,,22.0,1.5,605.0,28.0,3.0,,,,0.45,
1139,146,2015,1996.0,661.0,0.0,,26,116.0,2.2,8,0.0,,,,1.84,91.0,5.99,0.0,,19.0,1.5,599.0,27.0,14.0,,,,0.0,125034.0
1140,146,2013,1991.0,661.0,0.0,,0,118.0,1.1,4,0.0,,,,0.92,90.0,0.0,4.0,0.0,20.0,1.5,598.0,25.0,7.0,,0.0,,0.61,127203.0
1141,146,2011,1976.0,643.0,0.0,,3,,1.4,8,0.0,,,,1.84,90.0,0.69,1.0,,,1.5,580.0,24.0,9.0,,,,0.16,
1142,146,2014,,,,,0,,,5,,,,,1.15,,0.0,,,,,,,,,,,,
1143,146,2012,,,,,18,,,6,,,,,1.38,,4.15,,,,,,,,,,,,
1144,147,2018,1701.0,1121.0,0.0,,0,115.0,,8,0.0,,,,1.76,49.0,0.0,1.0,,21.0,2.5,551.0,34.0,,,,,0.09,
1145,147,2017,1709.0,1029.0,0.0,87.0,0,107.0,0.4,6,0.0,8.0,6.0,105.0,1.32,53.0,0.0,,84.0,20.0,2.3,542.0,34.0,4.0,901.0,8.0,53.0,,
1146,147,2016,1699.0,1083.0,1.0,,7,111.0,1.4,6,1.95,,,,1.32,47.0,1.54,7.0,,22.0,2.4,513.0,34.0,12.0,,,,0.65,
1147,147,2015,1675.0,1069.0,0.0,,26,105.0,1.5,7,0.0,,,,1.54,47.0,5.71,21.0,,21.0,2.4,499.0,35.0,13.0,,,,1.96,97960.0
1148,147,2013,1691.0,1060.0,0.0,,3,99.0,1.8,4,0.0,,,,0.88,46.0,0.66,7.0,6.0,20.0,2.3,490.0,33.0,15.0,,1.0,,0.66,82385.0
1149,147,2011,1691.0,1043.0,0.0,,31,,1.9,9,0.0,,,,1.98,45.0,6.81,18.0,,,2.3,473.0,32.0,16.0,,,,1.73,
1150,147,2014,,,,,13,,,8,,,,,1.76,,2.86,,,,,,,,,,,,
1151,147,2012,,,,,10,,,9,,,,,1.98,,2.2,,,,,,,,,,,,
1152,148,2018,3091.0,969.0,0.0,,12,54.0,,25,0.0,,,,4.19,68.0,2.01,1.0,,8.0,1.6,657.0,24.0,,,,,0.1,
1153,148,2017,3075.0,941.0,0.0,94.0,22,42.0,0.0,16,0.0,4.0,6.0,89.0,2.68,67.0,3.69,,0.0,7.0,1.6,629.0,24.0,0.0,1386.0,0.0,67.0,,
1154,148,2016,3049.0,940.0,4.0,,18,48.0,0.2,20,6.37,,,,3.35,67.0,3.02,1.0,,8.0,1.6,628.0,23.0,1.0,,,,0.11,
1155,148,2015,3045.0,941.0,1.0,,2,42.0,0.3,17,1.59,,,,2.85,67.0,0.34,1.0,,7.0,1.6,629.0,22.0,2.0,,,,0.11,390837.0
1156,148,2013,3045.0,941.0,0.0,,1,40.0,0.0,13,0.0,,,,2.18,67.0,0.17,0.0,0.0,6.0,1.6,629.0,20.0,0.0,,0.0,,0.0,384062.0
1157,148,2011,3030.0,927.0,0.0,,12,,0.0,9,0.0,,,,1.51,66.0,2.01,1.0,,,1.6,615.0,19.0,0.0,,,,0.11,
1158,148,2014,,,,,1,,,17,,,,,2.85,,0.17,,,,,,,,,,,,
1159,148,2012,,,,,5,,,25,,,,,4.19,,0.84,,,,,,,,,,,,
1160,149,2018,2492.0,447.0,0.0,,1,10.0,,1,0.0,,,,0.36,14.0,0.36,0.0,,16.0,1.6,61.0,24.0,,,,,0.0,
1161,149,2017,2492.0,447.0,1.0,97.0,0,12.0,0.0,1,16.39,4.0,11.0,461.0,0.36,14.0,0.0,,0.0,20.0,1.6,61.0,23.0,0.0,1176.0,0.0,74.0,,
1162,149,2016,2540.0,448.0,0.0,,0,12.0,0.2,1,0.0,,,,0.36,14.0,0.0,0.0,,19.0,1.6,62.0,23.0,1.0,,,,0.0,
1163,149,2015,2510.0,448.0,1.0,,0,14.0,0.0,7,16.13,,,,2.53,14.0,0.0,0.0,,23.0,1.6,62.0,23.0,0.0,,,,0.0,236943.0
1164,149,2013,2452.0,410.0,0.0,,52,16.0,1.0,7,0.0,,,,2.53,14.0,18.84,0.0,0.0,27.0,1.5,59.0,23.0,4.0,,0.0,,0.0,244956.0
1165,149,2011,1990.0,371.0,0.0,,6,,3.0,0,0.0,,,,0.0,10.0,2.17,1.0,,,1.3,37.0,34.0,11.0,,,,0.27,
1166,149,2014,,,,,1,,,1,,,,,0.36,,0.36,,,,,,,,,,,,
1167,149,2012,,,,,28,,,2,,,,,0.72,,10.14,,,,,,,,,,,,
1168,150,2018,1547.0,682.0,0.0,,1,135.0,,8,0.0,,,,1.43,79.0,0.18,7.0,,25.0,1.2,537.0,26.0,,,,,1.03,
1169,150,2017,1551.0,681.0,0.0,96.0,0,128.0,0.0,4,0.0,7.0,12.0,217.0,0.72,79.0,0.0,,0.0,24.0,1.2,536.0,25.0,0.0,877.0,0.0,56.0,,
1170,150,2016,1553.0,680.0,0.0,,0,123.0,0.6,4,0.0,,,,0.72,78.0,0.0,10.0,,23.0,1.2,533.0,24.0,3.0,,,,1.47,
1171,150,2015,1551.0,680.0,0.0,,1,115.0,2.6,5,0.0,,,,0.9,79.0,0.18,7.0,,22.0,1.2,535.0,23.0,14.0,,,,1.03,103289.0
1172,150,2013,1548.0,680.0,0.0,,0,111.0,2.6,1,0.0,,,,0.18,79.0,0.0,4.0,0.0,21.0,1.2,535.0,21.0,14.0,,0.0,,0.59,98250.0
1173,150,2011,1545.0,680.0,0.0,,0,,3.0,2,0.0,,,,0.36,79.0,0.0,0.0,,,1.2,535.0,19.0,16.0,,,,0.0,
1174,150,2014,,,,,0,,,6,,,,,1.07,,0.0,,,,,,,,,,,,
1175,150,2012,,,,,0,,,2,,,,,0.36,,0.0,,,,,,,,,,,,
1176,151,2018,2807.0,1295.0,0.0,,0,138.0,,4,0.0,,,,0.75,72.0,0.0,0.0,,15.0,2.4,931.0,16.0,,,,,0.0,
1177,151,2017,2818.0,1283.0,0.0,100.0,0,116.0,0.0,10,0.0,0.0,7.0,301.0,1.87,72.0,0.0,,0.0,13.0,2.4,919.0,15.0,0.0,1707.0,0.0,92.0,,
1178,151,2016,2808.0,1124.0,0.0,,13,118.0,0.1,14,0.0,,,,2.62,81.0,2.43,0.0,,13.0,2.1,908.0,14.0,1.0,,,,0.0,
1179,151,2015,2809.0,1124.0,1.0,,7,103.0,0.6,69,1.1,,,,12.9,81.0,1.31,0.0,,11.0,2.1,908.0,13.0,7.0,,,,0.0,281775.0
1180,151,2013,2810.0,1124.0,0.0,,144,89.0,0.5,10,0.0,,,,1.87,81.0,26.92,0.0,0.0,10.0,2.1,909.0,11.0,6.0,,0.0,,0.0,277184.0
1181,151,2011,2794.0,1094.0,0.0,,21,,0.5,14,0.0,,,,2.62,80.0,3.93,0.0,,,2.1,879.0,10.0,5.0,,,,0.0,
1182,151,2014,,,,,2,,,21,,,,,3.93,,0.37,,,,,,,,,,,,
1183,151,2012,,,,,13,,,35,,,,,6.54,,2.43,,,,,,,,,,,,
1184,152,2018,1847.0,300.0,1.0,,11,81.0,,6,3.33,,,,1.01,100.0,1.85,1.0,,27.0,0.5,300.0,25.0,,,,,0.33,
1185,152,2017,1838.0,294.0,0.0,93.0,8,74.0,0.0,9,0.0,4.0,14.0,465.0,1.52,100.0,1.35,,0.0,25.0,0.5,294.0,24.0,0.0,1368.0,0.0,85.0,,
1186,152,2016,1838.0,294.0,0.0,,2,69.0,0.7,4,0.0,,,,0.67,99.0,0.34,6.0,,24.0,0.5,290.0,23.0,2.0,,,,2.04,
1187,152,2015,1840.0,295.0,0.0,,1,74.0,1.0,3,0.0,,,,0.51,100.0,0.17,7.0,,25.0,0.5,295.0,23.0,3.0,,,,2.37,135706.0
1188,152,2013,1838.0,294.0,5.0,,1,70.0,1.4,0,17.01,,,,0.0,100.0,0.17,4.0,0.0,24.0,0.5,294.0,21.0,4.0,,0.0,,1.36,130033.0
1189,152,2011,1825.0,300.0,0.0,,1,,2.0,3,0.0,,,,0.51,100.0,0.17,1.0,,,0.5,300.0,19.0,6.0,,,,0.33,
1190,152,2014,,,,,0,,,5,,,,,0.85,,0.0,,,,,,,,,,,,
1191,152,2012,,,,,0,,,3,,,,,0.51,,0.0,,,,,,,,,,,,
1192,153,2018,2863.0,1226.0,4.0,,0,182.0,,17,3.26,,,,2.09,100.0,0.0,2.0,,15.0,1.5,1226.0,16.0,,,,,0.16,
1193,153,2017,2859.0,1226.0,0.0,96.0,0,160.0,0.0,8,0.0,3.0,8.0,123.0,0.98,100.0,0.0,,0.0,13.0,1.5,1226.0,15.0,0.0,1723.0,0.0,78.0,,
1194,153,2016,2863.0,1225.0,0.0,,3,161.0,0.2,11,0.0,,,,1.35,100.0,0.37,3.0,,13.0,1.5,1223.0,14.0,3.0,,,,0.24,
1195,153,2015,2859.0,1225.0,1.0,,0,146.0,1.4,10,0.82,,,,1.23,100.0,0.0,1.0,,12.0,1.5,1225.0,13.0,17.0,,,,0.08,252616.0
1196,153,2013,2853.0,1225.0,0.0,,0,119.0,1.1,6,0.0,,,,0.74,100.0,0.0,2.0,0.0,10.0,1.5,1225.0,11.0,14.0,,0.0,,0.16,237492.0
1197,153,2011,2851.0,1225.0,0.0,,0,,1.8,15,0.0,,,,1.85,100.0,0.0,0.0,,,1.5,1225.0,9.0,22.0,,,,0.0,
1198,153,2014,,,,,1,,,8,,,,,0.98,,0.12,,,,,,,,,,,,
1199,153,2012,,,,,0,,,8,,,,,0.98,,0.0,,,,,,,,,,,,
1200,154,2018,2286.0,1144.0,0.0,,0,134.0,,4,0.0,,,,0.55,65.0,0.0,1.0,,18.0,1.6,743.0,20.0,,,,,0.09,
1201,154,2017,2285.0,1144.0,0.0,97.0,1,129.0,0.0,9,0.0,3.0,7.0,97.0,1.23,65.0,0.14,,0.0,17.0,1.6,743.0,19.0,0.0,1363.0,0.0,51.0,,
1202,154,2016,2287.0,1143.0,0.0,,0,119.0,0.0,4,0.0,,,,0.55,65.0,0.0,3.0,,16.0,1.6,740.0,18.0,0.0,,,,0.26,
1203,154,2015,2286.0,1143.0,0.0,,0,113.0,1.3,7,0.0,,,,0.96,65.0,0.0,5.0,,15.0,1.6,742.0,17.0,10.0,,,,0.44,184008.0
1204,154,2013,2278.0,1144.0,0.0,,0,105.0,1.4,6,0.0,,,,0.82,65.0,0.0,4.0,0.0,14.0,1.6,743.0,15.0,11.0,,0.0,,0.35,177145.0
1205,154,2011,2280.0,1143.0,0.0,,0,,1.8,7,0.0,,,,0.96,65.0,0.0,0.0,,,1.6,742.0,13.0,14.0,,,,0.0,
1206,154,2014,,,,,1,,,6,,,,,0.82,,0.14,,,,,,,,,,,,
1207,154,2012,,,,,0,,,9,,,,,1.23,,0.0,,,,,,,,,,,,
1208,155,2018,1841.0,1406.0,0.0,,3,196.0,,4,0.0,,,,0.32,66.0,0.24,3.0,,21.0,1.1,926.0,20.0,,,,,0.21,
1209,155,2017,1844.0,1399.0,0.0,100.0,1,184.0,0.0,6,0.0,0.0,6.0,135.0,0.48,66.0,0.08,,0.0,20.0,1.1,919.0,19.0,0.0,963.0,0.0,53.0,,
1210,155,2016,1830.0,1036.0,1.0,,14,178.0,0.8,3,1.18,,,,0.24,82.0,1.12,4.0,,21.0,0.8,849.0,20.0,7.0,,,,0.39,
1211,155,2015,1802.0,1001.0,0.0,,378,176.0,2.2,4,0.0,,,,0.32,81.0,30.34,4.0,,22.0,0.8,815.0,20.0,18.0,,,,0.4,137170.0
1212,155,2013,1792.0,989.0,0.0,,13,155.0,1.6,1,0.0,,,,0.08,81.0,1.04,5.0,0.0,19.0,0.8,803.0,18.0,13.0,,0.0,,0.51,132372.0
1213,155,2011,1776.0,966.0,0.0,,13,,1.2,9,0.0,,,,0.72,81.0,1.04,3.0,,,0.8,780.0,16.0,9.0,,,,0.31,
1214,155,2014,,,,,22,,,4,,,,,0.32,,1.77,,,,,,,,,,,,
1215,155,2012,,,,,10,,,6,,,,,0.48,,0.8,,,,,,,,,,,,
1216,156,2018,1900.0,1290.0,0.0,,14,372.0,,9,0.0,,,,0.81,97.0,1.25,4.0,,30.0,1.2,1254.0,17.0,,,,,0.31,
1217,156,2017,1906.0,1260.0,2.0,96.0,5,363.0,0.0,6,1.62,5.0,11.0,191.0,0.54,98.0,0.45,,0.0,29.0,1.1,1237.0,16.0,0.0,1286.0,0.0,78.0,,
1218,156,2016,1904.0,1253.0,0.0,,29,370.0,1.8,16,0.0,,,,1.43,97.0,2.6,9.0,,30.0,1.1,1221.0,15.0,22.0,,,,0.72,
1219,156,2015,1889.0,1207.0,0.0,,18,336.0,3.6,5,0.0,,,,0.45,98.0,1.61,9.0,,28.0,1.1,1184.0,15.0,43.0,,,,0.75,118578.0
1220,156,2013,1946.0,1165.0,0.0,,49,270.0,2.8,8,0.0,,,,0.72,98.0,4.39,6.0,0.0,24.0,1.0,1142.0,13.0,33.0,,0.0,,0.52,105798.0
1221,156,2011,1928.0,1101.0,0.0,,298,,2.8,6,0.0,,,,0.54,98.0,26.68,5.0,,,1.0,1078.0,12.0,31.0,,,,0.45,
1222,156,2014,,,,,39,,,5,,,,,0.45,,3.49,,,,,,,,,,,,
1223,156,2012,,,,,29,,,4,,,,,0.36,,2.6,,,,,,,,,,,,
1224,157,2018,1144.0,279.0,3.0,,3,108.0,,5,16.76,,,,0.87,64.0,0.52,6.0,,60.0,0.5,179.0,73.0,,,,,2.15,
1225,157,2017,1125.0,282.0,1.0,84.0,207,108.0,0.0,4,5.49,11.0,15.0,670.0,0.7,65.0,36.2,,136.0,59.0,0.5,182.0,72.0,0.0,675.0,48.0,42.0,,
1226,157,2016,1127.0,288.0,4.0,,1,114.0,0.0,9,21.28,,,,1.57,65.0,0.17,15.0,,61.0,0.5,188.0,71.0,0.0,,,,5.21,
1227,157,2015,1126.0,288.0,0.0,,0,94.0,1.4,5,0.0,,,,0.87,65.0,0.0,19.0,,50.0,0.5,188.0,70.0,2.0,,,,6.6,121542.0
1228,157,2013,921.0,391.0,4.0,,0,224.0,2.0,3,13.75,,,,0.52,74.0,0.0,25.0,136.0,77.0,0.7,291.0,67.0,3.0,,35.0,,6.39,
1229,157,2011,1107.0,459.0,0.0,,2,,1.4,4,0.0,,,,0.7,42.0,0.35,12.0,,,0.8,192.0,66.0,2.0,,,,2.61,
1230,157,2014,,,,,0,,,11,,,,,1.92,,0.0,,,,,,,,,,,,
1231,157,2012,,,,,0,,,3,,,,,0.52,,0.0,,,,,,,,,,,,
1232,158,2018,1377.0,1320.0,0.0,,0,428.0,,19,0.0,,,,1.54,100.0,0.0,6.0,,32.0,1.1,1320.0,27.0,,,,,0.45,
1233,158,2017,1379.0,1309.0,0.0,92.0,1,426.0,0.0,5,0.0,5.0,9.0,83.0,0.41,100.0,0.08,,0.0,33.0,1.1,1309.0,26.0,0.0,1133.0,0.0,71.0,,
1234,158,2016,1376.0,1288.0,0.0,,15,421.0,1.0,14,0.0,,,,1.14,100.0,1.22,14.0,,33.0,1.1,1288.0,26.0,13.0,,,,1.09,
1235,158,2015,1373.0,1288.0,0.0,,14,406.0,2.0,11,0.0,,,,0.9,100.0,1.15,14.0,,32.0,1.1,1288.0,25.0,26.0,,,,1.09,79524.0
1236,158,2013,1369.0,1287.0,1.0,,1,373.0,2.1,4,0.78,,,,0.33,100.0,0.08,9.0,0.0,29.0,1.1,1287.0,23.0,27.0,,0.0,,0.7,90460.0
1237,158,2011,1358.0,1266.0,0.0,,14,,2.7,9,0.0,,,,0.74,100.0,1.15,6.0,,,1.0,1266.0,21.0,34.0,,,,0.47,
1238,158,2014,,,,,1,,,15,,,,,1.23,,0.08,,,,,,,,,,,,
1239,158,2012,,,,,12,,,6,,,,,0.49,,0.98,,,,,,,,,,,,
1240,159,2018,1078.0,421.0,2.0,,3,185.0,,3,6.47,,,,0.61,73.0,0.61,10.0,,60.0,0.9,309.0,45.0,,,,,2.38,
1241,159,2017,1085.0,418.0,3.0,86.0,5,176.0,0.0,10,9.8,11.0,12.0,49.0,2.05,73.0,1.02,,80.0,58.0,0.9,306.0,45.0,0.0,700.0,19.0,33.0,,
1242,159,2016,1078.0,397.0,1.0,,5,177.0,0.4,9,3.28,,,,1.84,77.0,1.02,19.0,,58.0,0.8,305.0,44.0,1.0,,,,4.79,
1243,159,2015,1076.0,389.0,1.0,,24,150.0,1.5,4,3.37,,,,0.82,76.0,4.91,20.0,,51.0,0.8,297.0,45.0,4.0,,,,5.14,72542.0
1244,159,2013,1089.0,381.0,1.0,,8,161.0,2.3,4,3.46,,,,0.82,76.0,1.64,14.0,80.0,56.0,0.8,289.0,44.0,6.0,,21.0,,3.67,98295.0
1245,159,2011,1075.0,374.0,0.0,,2,,1.6,5,0.0,,,,1.02,75.0,0.41,13.0,,,0.8,282.0,45.0,4.0,,,,3.48,
1246,159,2014,,,,,5,,,12,,,,,2.46,,1.02,,,,,,,,,,,,
1247,159,2012,,,,,8,,,4,,,,,0.82,,1.64,,,,,,,,,,,,
1248,160,2018,1317.0,1105.0,2.0,,2,274.0,,19,2.28,,,,2.45,80.0,0.26,7.0,,31.0,1.4,879.0,40.0,,,,,0.63,
1249,160,2017,1318.0,1106.0,0.0,96.0,0,284.0,0.0,8,0.0,5.0,8.0,60.0,1.03,80.0,0.0,,110.0,32.0,1.4,880.0,39.0,0.0,854.0,10.0,48.0,,
1250,160,2016,1318.0,1106.0,1.0,,0,282.0,0.8,16,1.14,,,,2.06,80.0,0.0,28.0,,32.0,1.4,880.0,38.0,7.0,,,,2.53,
1251,160,2015,1317.0,1107.0,0.0,,0,271.0,2.3,12,0.0,,,,1.55,80.0,0.0,28.0,,31.0,1.4,881.0,37.0,20.0,,,,2.53,84286.0
1252,160,2013,1313.0,1106.0,0.0,,0,264.0,1.3,7,0.0,,,,0.9,80.0,0.0,16.0,0.0,30.0,1.4,880.0,35.0,11.0,,0.0,,1.45,75500.0
1253,160,2011,1306.0,1107.0,0.0,,0,,1.0,11,0.0,,,,1.42,80.0,0.0,7.0,,,1.4,881.0,33.0,9.0,,,,0.63,
1254,160,2014,,,,,0,,,14,,,,,1.8,,0.0,,,,,,,,,,,,
1255,160,2012,,,,,0,,,5,,,,,0.64,,0.0,,,,,,,,,,,,
1256,161,2018,3784.0,1162.0,0.0,,2,9.0,,8,0.0,,,,2.72,11.0,0.68,16.0,,7.0,4.0,122.0,25.0,,,,,1.38,
1257,161,2017,3987.0,1137.0,0.0,94.0,21,10.0,0.0,5,0.0,7.0,8.0,37.0,1.7,9.0,7.14,,0.0,10.0,3.9,97.0,29.0,0.0,963.0,0.0,18.0,,
1258,161,2016,3749.0,1134.0,1.0,,13,10.0,0.0,12,10.64,,,,4.08,8.0,4.42,24.0,,11.0,3.9,94.0,30.0,0.0,,,,2.12,
1259,161,2015,3588.0,1134.0,4.0,,2,15.0,0.0,8,42.55,,,,2.72,8.0,0.68,13.0,,16.0,3.9,94.0,33.0,0.0,,,,1.15,555350.0
1260,161,2013,3566.0,1129.0,0.0,,0,11.0,0.0,0,0.0,,,,0.0,8.0,0.0,14.0,0.0,12.0,3.8,89.0,33.0,0.0,,0.0,,1.24,420800.0
1261,161,2011,3505.0,1136.0,0.0,,0,,0.0,1,0.0,,,,0.34,8.0,0.0,5.0,,,3.9,89.0,31.0,0.0,,,,0.44,
1262,161,2014,,,,,13,,,1,,,,,0.34,,4.42,,,,,,,,,,,,
1263,161,2012,,,,,1,,,2,,,,,0.68,,0.34,,,,,,,,,,,,
