,NPA,year,hispanic_latino_moe,asian_population_moe,age_of_residents_moe,youth_population,black_population_moe,white_population_moe,all_other_races,white_population,youth_population_moe,all_other_races_moe,hispanic_latino,vacant_land_area,age_of_residents,black_population,asian_population,vacant_land,older_adult_population,area,population_density,population,older_adult_population_moe
2575,442,2013,,,,,,,,,,,,63.0,,,,13.6,,463.0,4.0,1980.0,
2576,442,2018,,,,,,,,,,,,88.0,,,,19.0,,,5.0,2134.0,
2577,442,2017,7.0,2.0,5.0,23.0,7.0,11.0,4.0,45.0,5.0,5.0,21.0,88.0,33.0,30.0,1.0,19.0,9.0,,5.0,2088.0,3.0
2578,442,2016,,,,,,,,,,,,88.0,,,,19.0,,,4.0,2032.0,
2579,442,2011,,,,,,,,,,,,63.0,,,,13.6,,,,,
2580,443,2015,,,,,,,,,,,,25.98,,,,9.4,,276.0,6.0,1713.0,
2581,443,2013,,,,,,,,,,,,26.0,,,,9.4,,276.0,6.0,1709.0,
2582,443,2018,,,,,,,,,,,,32.0,,,,11.5,,,6.0,1719.0,
2583,443,2017,10.0,9.0,3.0,19.0,7.0,10.0,0.0,65.0,6.0,3.0,14.0,31.0,41.0,9.0,12.0,11.2,8.0,,6.0,1710.0,3.0
2584,443,2016,,,,,,,,,,,,32.0,,,,11.5,,,6.0,1713.0,
2585,443,2011,,,,,,,,,,,,26.0,,,,9.4,,,,,
2586,444,2015,,,,,,,,,,,,64.73,,,,17.1,,378.0,6.0,2238.0,
2587,444,2013,,,,,,,,,,,,65.0,,,,17.1,,378.0,6.0,2226.0,
2588,444,2018,,,,,,,,,,,,59.0,,,,15.6,,,6.0,2285.0,
2589,444,2017,11.0,2.0,7.0,30.0,5.0,7.0,2.0,56.0,7.0,4.0,24.0,59.0,35.0,14.0,3.0,15.6,7.0,,6.0,2271.0,3.0
2590,444,2016,,,,,,,,,,,,59.0,,,,15.6,,,6.0,2238.0,
2591,444,2011,,,,,,,,,,,,65.0,,,,17.1,,,,,
2592,445,2015,,,,,,,,,,,,60.81,,,,9.1,,672.0,4.0,2935.0,
2593,445,2013,,,,,,,,,,,,61.0,,,,9.1,,672.0,4.0,2938.0,
2594,445,2018,,,,,,,,,,,,61.0,,,,9.1,,,4.0,2938.0,
2595,445,2017,1.0,1.0,4.0,23.0,4.0,3.0,0.0,94.0,5.0,2.0,2.0,61.0,43.0,4.0,1.0,9.1,11.0,,4.0,2938.0,3.0
2596,445,2016,,,,,,,,,,,,61.0,,,,9.1,,,4.0,2938.0,
2597,445,2011,,,,,,,,,,,,61.0,,,,9.1,,,,,
2598,446,2015,,,,,,,,,,,,239.98,,,,34.4,,697.0,2.0,1362.0,
2599,446,2013,,,,,,,,,,,,240.0,,,,34.4,,697.0,2.0,1308.0,
2600,446,2018,,,,,,,,,,,,240.0,,,,34.4,,,2.0,1469.0,
2601,446,2017,5.0,1.0,4.0,29.0,6.0,10.0,5.0,74.0,6.0,8.0,5.0,240.0,32.0,15.0,0.0,34.4,6.0,,2.0,1452.0,4.0
2602,446,2016,,,,,,,,,,,,240.0,,,,34.4,,,2.0,1433.0,
2603,446,2011,,,,,,,,,,,,240.0,,,,34.4,,,,,
2604,447,2015,,,,,,,,,,,,205.06,,,,16.9,,1217.0,2.0,2414.0,
2605,447,2013,,,,,,,,,,,,205.0,,,,16.9,,1217.0,2.0,2356.0,
2606,447,2018,,,,,,,,,,,,205.0,,,,16.9,,,2.0,2928.0,
2607,447,2017,0.0,1.0,5.0,30.0,8.0,6.0,13.0,77.0,7.0,10.0,0.0,205.0,35.0,9.0,1.0,16.9,5.0,,2.0,2639.0,3.0
2608,447,2016,,,,,,,,,,,,205.0,,,,16.9,,,2.0,2519.0,
2609,447,2011,,,,,,,,,,,,205.0,,,,16.9,,,,,
2610,448,2015,,,,,,,,,,,,227.37,,,,27.3,,833.0,4.0,3162.0,
2611,448,2013,,,,,,,,,,,,227.0,,,,27.3,,833.0,3.0,2781.0,
2612,448,2018,,,,,,,,,,,,227.0,,,,27.3,,,4.0,3475.0,
2613,448,2017,4.0,4.0,2.0,23.0,4.0,8.0,1.0,82.0,6.0,2.0,6.0,227.0,33.0,7.0,5.0,27.3,10.0,,4.0,3358.0,2.0
2614,448,2016,,,,,,,,,,,,227.0,,,,27.3,,,4.0,3294.0,
2615,448,2011,,,,,,,,,,,,227.0,,,,27.3,,,,,
2616,449,2015,,,,,,,,,,,,51.44,,,,4.6,,1020.0,2.0,2347.0,
2617,449,2013,,,,,,,,,,,,51.0,,,,4.6,,1108.0,2.0,2342.0,
2618,449,2018,,,,,,,,,,,,51.0,,,,5.0,,,2.0,2410.0,
2619,449,2017,5.0,1.0,6.0,22.0,1.0,8.0,2.0,92.0,6.0,4.0,6.0,51.0,51.0,1.0,0.0,5.0,22.0,,2.0,2350.0,5.0
2620,449,2016,,,,,,,,,,,,51.0,,,,5.0,,,2.0,2322.0,
2621,449,2011,,,,,,,,,,,,51.0,,,,4.6,,,,,
2622,450,2015,,,,,,,,,,,,1127.61,,,,14.6,,7732.0,1.0,3978.0,
2623,450,2013,,,,,,,,,,,,1128.0,,,,14.6,,7732.0,0.0,3754.0,
2624,450,2018,,,,,,,,,,,,1128.0,,,,14.6,,,1.0,4188.0,
2625,450,2017,3.0,2.0,6.0,26.0,6.0,9.0,0.0,78.0,5.0,2.0,9.0,1114.0,39.0,11.0,3.0,14.4,10.0,,1.0,4110.0,3.0
2626,450,2016,,,,,,,,,,,,1128.0,,,,14.6,,,1.0,4065.0,
2627,450,2011,,,,,,,,,,,,1128.0,,,,14.6,,,,,
2628,451,2015,,,,,,,,,,,,994.01,,,,32.9,,3026.0,1.0,4022.0,
2629,451,2013,,,,,,,,,,,,994.0,,,,32.9,,3026.0,1.0,3629.0,
2630,451,2018,,,,,,,,,,,,994.0,,,,32.9,,,2.0,4562.0,
2631,451,2017,4.0,2.0,4.0,37.0,2.0,3.0,1.0,90.0,4.0,2.0,5.0,990.0,39.0,2.0,2.0,32.7,6.0,,1.0,4356.0,2.0
2632,451,2016,,,,,,,,,,,,994.0,,,,32.9,,,1.0,4158.0,
2633,451,2011,,,,,,,,,,,,994.0,,,,32.9,,,,,
2634,452,2015,,,,,,,,,,,,194.54,,,,16.4,,1186.0,1.0,1690.0,
2635,452,2013,,,,,,,,,,,,195.0,,,,16.4,,1186.0,1.0,1619.0,
2636,452,2018,,,,,,,,,,,,195.0,,,,16.4,,,1.0,1700.0,
2637,452,2017,23.0,1.0,4.0,19.0,3.0,25.0,1.0,67.0,7.0,3.0,28.0,195.0,40.0,4.0,0.0,16.4,17.0,,1.0,1695.0,5.0
2638,452,2016,,,,,,,,,,,,195.0,,,,16.4,,,1.0,1695.0,
2639,452,2011,,,,,,,,,,,,195.0,,,,16.4,,,,,
2640,453,2015,,,,,,,,,,,,131.36,,,,18.2,,722.0,3.0,2005.0,
2641,453,2013,,,,,,,,,,,,131.0,,,,18.2,,722.0,3.0,2005.0,
2642,453,2018,,,,,,,,,,,,131.0,,,,18.2,,,3.0,1997.0,
2643,453,2017,9.0,2.0,5.0,22.0,10.0,6.0,4.0,65.0,7.0,6.0,13.0,131.0,33.0,16.0,2.0,18.2,14.0,,3.0,2003.0,5.0
2644,453,2016,,,,,,,,,,,,131.0,,,,18.2,,,3.0,2003.0,
2645,453,2011,,,,,,,,,,,,131.0,,,,18.2,,,,,
2646,454,2015,,,,,,,,,,,,516.44,,,,23.0,,2248.0,1.0,1512.0,
2647,454,2013,,,,,,,,,,,,516.0,,,,23.0,,2248.0,1.0,1518.0,
2648,454,2018,,,,,,,,,,,,516.0,,,,23.0,,,1.0,1509.0,
2649,454,2017,1.0,2.0,7.0,19.0,5.0,8.0,0.0,92.0,7.0,3.0,1.0,512.0,49.0,6.0,1.0,22.8,18.0,,1.0,1514.0,5.0
2650,454,2016,,,,,,,,,,,,516.0,,,,23.0,,,1.0,1513.0,
2651,454,2011,,,,,,,,,,,,516.0,,,,23.0,,,,,
2652,455,2015,,,,,,,,,,,,272.6,,,,17.4,,1567.0,1.0,1988.0,
2653,455,2013,,,,,,,,,,,,280.0,,,,17.9,,1567.0,1.0,1988.0,
2654,455,2018,,,,,,,,,,,,273.0,,,,17.4,,,1.0,2006.0,
2655,455,2017,2.0,2.0,5.0,16.0,9.0,6.0,1.0,88.0,6.0,3.0,1.0,272.0,53.0,8.0,2.0,17.4,23.0,,1.0,2252.0,4.0
2656,455,2016,,,,,,,,,,,,273.0,,,,17.4,,,1.0,1993.0,
2657,455,2011,,,,,,,,,,,,280.0,,,,17.9,,,,,
2658,456,2015,,,,,,,,,,,,41.45,,,,15.3,,272.0,4.0,1087.0,
2659,456,2013,,,,,,,,,,,,41.0,,,,15.3,,272.0,4.0,1098.0,
2660,456,2018,,,,,,,,,,,,41.0,,,,15.2,,,3.0,881.0,
2661,456,2017,1.0,1.0,5.0,0.0,4.0,3.0,0.0,91.0,1.0,4.0,0.0,41.0,81.0,9.0,0.0,15.2,81.0,,3.0,865.0,9.0
2662,456,2016,,,,,,,,,,,,41.0,,,,15.3,,,4.0,1089.0,
2663,456,2011,,,,,,,,,,,,41.0,,,,15.3,,,,,
2664,457,2015,,,,,,,,,,,,15.44,,,,5.5,,280.0,4.0,1055.0,
2665,457,2013,,,,,,,,,,,,15.0,,,,5.5,,280.0,4.0,1058.0,
2666,457,2018,,,,,,,,,,,,15.0,,,,5.5,,,4.0,1066.0,
2667,457,2017,3.0,4.0,3.0,25.0,5.0,5.0,0.0,92.0,7.0,4.0,2.0,15.0,44.0,3.0,3.0,5.5,11.0,,4.0,1061.0,5.0
2668,457,2016,,,,,,,,,,,,15.0,,,,5.5,,,4.0,1055.0,
2669,457,2011,,,,,,,,,,,,15.0,,,,5.5,,,,,
2670,458,2015,,,,,,,,,,,,31.26,,,,11.3,,277.0,4.0,1126.0,
2671,458,2013,,,,,,,,,,,,31.0,,,,11.3,,277.0,4.0,1127.0,
2672,458,2018,,,,,,,,,,,,31.0,,,,11.3,,,4.0,1127.0,
2673,458,2017,1.0,1.0,13.0,27.0,26.0,17.0,0.0,70.0,14.0,5.0,0.0,31.0,43.0,30.0,0.0,11.3,12.0,,4.0,1127.0,6.0
2674,458,2016,,,,,,,,,,,,31.0,,,,11.3,,,4.0,1126.0,
2675,458,2011,,,,,,,,,,,,31.0,,,,11.3,,,,,
2676,459,2015,,,,,,,,,,,,146.41,,,,14.6,,1002.0,3.0,2779.0,
2677,459,2013,,,,,,,,,,,,146.0,,,,14.6,,1002.0,3.0,2779.0,
2678,459,2018,,,,,,,,,,,,146.0,,,,14.6,,,3.0,2782.0,
2679,459,2017,9.0,2.0,3.0,29.0,10.0,9.0,3.0,59.0,6.0,4.0,9.0,146.0,37.0,28.0,1.0,14.6,14.0,,3.0,2779.0,5.0
2680,459,2016,,,,,,,,,,,,146.0,,,,14.6,,,3.0,2776.0,
2681,459,2011,,,,,,,,,,,,146.0,,,,14.6,,,,,
2682,460,2015,,,,,,,,,,,,177.28,,,,16.5,,1076.0,3.0,3003.0,
2683,460,2013,,,,,,,,,,,,175.0,,,,16.3,,1076.0,3.0,2961.0,
2684,460,2018,,,,,,,,,,,,177.0,,,,16.5,,,3.0,3003.0,
2685,460,2017,6.0,4.0,4.0,31.0,4.0,6.0,10.0,66.0,5.0,7.0,6.0,177.0,38.0,14.0,5.0,16.5,8.0,,3.0,2997.0,3.0
2686,460,2016,,,,,,,,,,,,177.0,,,,16.5,,,3.0,3000.0,
2687,460,2011,,,,,,,,,,,,177.0,,,,16.5,,,,,
2688,462,2015,,,,,,,,,,,,1033.55,,,,29.9,,3454.0,1.0,2135.0,
2689,462,2013,,,,,,,,,,,,1034.0,,,,29.9,,3454.0,1.0,2028.0,
2690,462,2018,,,,,,,,,,,,1034.0,,,,29.9,,,1.0,2616.0,
2691,462,2017,10.0,6.0,3.0,32.0,22.0,5.0,1.0,59.0,9.0,3.0,15.0,1034.0,36.0,20.0,5.0,29.9,10.0,,1.0,2412.0,3.0
2692,462,2016,,,,,,,,,,,,1034.0,,,,29.9,,,1.0,2255.0,
2693,462,2011,,,,,,,,,,,,1034.0,,,,29.9,,,,,
2694,463,2015,,,,,,,,,,,,32.61,,,,6.2,,531.0,5.0,2391.0,
2695,463,2013,,,,,,,,,,,,33.0,,,,6.2,,531.0,4.0,2375.0,
2696,463,2018,,,,,,,,,,,,33.0,,,,6.1,,,5.0,2552.0,
2697,463,2017,15.0,3.0,4.0,23.0,12.0,5.0,1.0,62.0,9.0,4.0,14.0,33.0,32.0,20.0,3.0,6.1,10.0,,5.0,2552.0,5.0
2698,463,2016,,,,,,,,,,,,33.0,,,,6.2,,,5.0,2391.0,
2699,463,2011,,,,,,,,,,,,33.0,,,,6.2,,,,,
2700,464,2015,,,,,,,,,,,,106.01,,,,12.5,,851.0,4.0,3564.0,
2701,464,2013,,,,,,,,,,,,106.0,,,,12.5,,851.0,4.0,3517.0,
2702,464,2018,,,,,,,,,,,,106.0,,,,12.5,,,5.0,4567.0,
2703,464,2017,0.0,1.0,3.0,31.0,7.0,15.0,0.0,89.0,6.0,2.0,0.0,106.0,37.0,10.0,1.0,12.5,9.0,,5.0,4012.0,4.0
2704,464,2016,,,,,,,,,,,,106.0,,,,12.5,,,4.0,3567.0,
2705,464,2011,,,,,,,,,,,,106.0,,,,12.5,,,,,
2706,465,2015,,,,,,,,,,,,69.52,,,,22.7,,307.0,4.0,1252.0,
2707,465,2013,,,,,,,,,,,,71.0,,,,23.3,,307.0,4.0,1252.0,
2708,465,2018,,,,,,,,,,,,70.0,,,,22.7,,,4.0,1252.0,
2709,465,2017,6.0,9.0,3.0,24.0,1.0,19.0,2.0,82.0,5.0,5.0,4.0,70.0,34.0,0.0,12.0,22.7,10.0,,4.0,1252.0,5.0
2710,465,2016,,,,,,,,,,,,70.0,,,,22.7,,,4.0,1252.0,
2711,465,2011,,,,,,,,,,,,70.0,,,,22.7,,,,,
2712,466,2015,,,,,,,,,,,,848.26,,,,29.6,,2867.0,1.0,2562.0,
2713,466,2013,,,,,,,,,,,,848.0,,,,29.6,,2867.0,1.0,2519.0,
2714,466,2018,,,,,,,,,,,,848.0,,,,29.6,,,1.0,2630.0,
2715,466,2017,6.0,1.0,6.0,25.0,11.0,4.0,4.0,68.0,5.0,5.0,9.0,848.0,39.0,19.0,1.0,29.6,10.0,,1.0,2611.0,3.0
2716,466,2016,,,,,,,,,,,,848.0,,,,29.6,,,1.0,2592.0,
2717,466,2011,,,,,,,,,,,,848.0,,,,29.6,,,,,
2718,467,2015,,,,,,,,,,,,92.68,,,,17.7,,523.0,4.0,2161.0,
2719,467,2013,,,,,,,,,,,,93.0,,,,17.7,,523.0,4.0,2158.0,
2720,467,2018,,,,,,,,,,,,90.0,,,,17.2,,,4.0,2168.0,
2721,467,2017,4.0,3.0,3.0,34.0,5.0,7.0,2.0,84.0,5.0,4.0,3.0,90.0,34.0,6.0,5.0,17.2,4.0,,4.0,2168.0,2.0
2722,467,2016,,,,,,,,,,,,90.0,,,,17.2,,,4.0,2168.0,
2723,467,2011,,,,,,,,,,,,90.0,,,,17.2,,,,,
2724,468,2015,,,,,,,,,,,,142.25,,,,15.7,,927.0,2.0,1882.0,
2725,468,2013,,,,,,,,,,,,142.0,,,,15.7,,905.0,2.0,1890.0,
2726,468,2018,,,,,,,,,,,,142.0,,,,15.3,,,2.0,1951.0,
2727,468,2017,4.0,3.0,1.0,3.0,4.0,6.0,4.0,69.0,2.0,5.0,6.0,133.0,20.0,13.0,8.0,14.4,3.0,,2.0,1668.0,3.0
2728,468,2016,,,,,,,,,,,,142.0,,,,15.3,,,2.0,1670.0,
2729,468,2011,,,,,,,,,,,,142.0,,,,15.7,,,,,
2730,469,2015,,,,,,,,,,,,854.5,,,,30.7,,2771.0,1.0,1890.0,
2731,469,2013,,,,,,,,,,,,855.0,,,,30.7,,2783.0,1.0,1871.0,
2732,469,2018,,,,,,,,,,,,855.0,,,,30.8,,,1.0,1904.0,
2733,469,2017,6.0,1.0,5.0,26.0,1.0,8.0,3.0,90.0,7.0,4.0,6.0,846.0,45.0,1.0,0.0,30.5,18.0,,1.0,1874.0,5.0
2734,469,2016,,,,,,,,,,,,854.0,,,,30.8,,,1.0,1881.0,
2735,469,2011,,,,,,,,,,,,855.0,,,,30.7,,,,,
2736,470,2015,,,,,,,,,,,,22.77,,,,4.6,,467.0,5.0,2336.0,
2737,470,2013,,,,,,,,,,,,23.0,,,,4.6,,499.0,5.0,2338.0,
2738,470,2018,,,,,,,,,,,,23.0,,,,4.9,,,5.0,2386.0,
2739,470,2017,1.0,4.0,6.0,12.0,1.0,8.0,2.0,93.0,6.0,5.0,1.0,23.0,46.0,0.0,3.0,4.9,20.0,,5.0,2343.0,7.0
2740,470,2016,,,,,,,,,,,,23.0,,,,4.9,,,5.0,2336.0,
2741,470,2011,,,,,,,,,,,,23.0,,,,4.6,,,,,
2742,471,2015,,,,,,,,,,,,98.14,,,,17.5,,562.0,5.0,2771.0,
2743,471,2013,,,,,,,,,,,,98.0,,,,17.5,,562.0,5.0,2777.0,
2744,471,2018,,,,,,,,,,,,98.0,,,,17.4,,,6.0,3412.0,
2745,471,2017,8.0,2.0,1.0,24.0,6.0,7.0,7.0,75.0,6.0,9.0,8.0,98.0,39.0,8.0,2.0,17.4,14.0,,5.0,2773.0,4.0
2746,471,2016,,,,,,,,,,,,98.0,,,,17.5,,,5.0,2769.0,
2747,471,2011,,,,,,,,,,,,98.0,,,,17.5,,,,,
2748,472,2015,,,,,,,,,,,,60.35,,,,14.8,,374.0,3.0,1310.0,
2749,472,2013,,,,,,,,,,,,60.0,,,,14.8,,407.0,3.0,1290.0,
2750,472,2018,,,,,,,,,,,,60.0,,,,16.1,,,4.0,1361.0,
2751,472,2017,2.0,3.0,7.0,23.0,6.0,12.0,0.0,90.0,10.0,4.0,1.0,60.0,45.0,7.0,2.0,16.1,21.0,,4.0,1337.0,7.0
2752,472,2016,,,,,,,,,,,,60.0,,,,16.1,,,4.0,1317.0,
2753,472,2011,,,,,,,,,,,,60.0,,,,14.8,,,,,
2754,473,2015,,,,,,,,,,,,107.18,,,,22.1,,496.0,5.0,2276.0,
2755,473,2013,,,,,,,,,,,,107.0,,,,22.1,,486.0,5.0,2235.0,
2756,473,2018,,,,,,,,,,,,107.0,,,,21.6,,,5.0,2369.0,
2757,473,2017,12.0,1.0,8.0,22.0,11.0,7.0,1.0,67.0,9.0,4.0,15.0,104.0,40.0,16.0,0.0,21.0,16.0,,5.0,2278.0,3.0
2758,473,2016,,,,,,,,,,,,107.0,,,,21.6,,,5.0,2266.0,
2759,473,2011,,,,,,,,,,,,103.0,,,,21.3,,,,,
2760,474,2015,,,,,,,,,,,,37.3,,,,7.4,,481.0,5.0,2390.0,
2761,474,2013,,,,,,,,,,,,37.0,,,,7.4,,502.0,5.0,2382.0,
2762,474,2018,,,,,,,,,,,,37.0,,,,7.8,,,5.0,2407.0,
2763,474,2017,1.0,1.0,7.0,17.0,10.0,5.0,1.0,85.0,7.0,3.0,0.0,37.0,46.0,14.0,0.0,7.8,13.0,,5.0,2402.0,4.0
2764,474,2016,,,,,,,,,,,,37.0,,,,7.8,,,5.0,2390.0,
2765,474,2011,,,,,,,,,,,,37.0,,,,7.4,,,,,
2766,475,2015,,,,,,,,,,,,109.27,,,,11.6,,946.0,3.0,2713.0,
2767,475,2013,,,,,,,,,,,,109.0,,,,11.6,,946.0,3.0,2626.0,
2768,475,2018,,,,,,,,,,,,109.0,,,,11.6,,,3.0,2825.0,
2769,475,2017,6.0,1.0,7.0,21.0,1.0,25.0,1.0,93.0,5.0,4.0,5.0,109.0,49.0,0.0,0.0,11.6,23.0,,3.0,2808.0,6.0
2770,475,2016,,,,,,,,,,,,109.0,,,,11.6,,,3.0,2723.0,
2771,475,2011,,,,,,,,,,,,109.0,,,,11.6,,,,,
