,NPA,year,violent_crimes,violent_crime_rate,animal_control_calls,animal_control_call_rate,fire_calls,property_crimes,nuisance_violations_total,property_crime_rate,disorder_calls,nuisance_violations,fire_call_rate,disorder_call_rate
554,95,2016,4.0,2.4,43.0,25.7,41.0,48.0,67.0,28.7,152.0,10.0,24.5,90.9
555,95,2015,2.0,1.2,88.0,25.7,35.0,45.0,127.0,26.9,144.0,18.9,20.9,86.1
556,95,2013,8.0,4.8,63.0,37.7,34.0,37.0,39.0,22.1,143.0,5.8,20.3,85.5
557,95,2011,0.0,0.0,75.0,47.0,,55.0,,34.44,,,,
558,96,2018,31.0,6.6,149.0,31.8,109.0,312.0,,66.7,581.0,,23.3,124.1
559,96,2017,22.0,4.8,115.0,25.2,101.0,266.0,,58.3,588.0,,22.1,128.9
560,96,2016,18.0,4.1,137.0,31.0,98.0,357.0,112.0,80.8,604.0,6.0,22.2,136.7
561,96,2015,9.0,2.1,125.0,31.0,71.0,347.0,244.0,81.2,561.0,13.5,16.6,131.3
562,96,2013,5.0,1.5,189.0,55.4,81.0,271.0,68.0,79.5,565.0,4.5,23.8,165.7
563,96,2011,8.0,2.5,125.0,38.7,,214.0,,66.21,,,,
564,97,2018,3.0,0.8,76.0,19.4,55.0,27.0,,6.9,154.0,,14.0,39.3
565,97,2017,3.0,0.8,69.0,17.9,49.0,55.0,,14.3,164.0,,12.7,42.6
566,97,2016,10.0,2.6,103.0,27.1,43.0,40.0,35.0,10.5,168.0,2.3,11.3,44.3
567,97,2015,6.0,1.6,78.0,27.1,74.0,31.0,37.0,8.2,153.0,2.4,19.5,40.3
568,97,2013,4.0,1.1,123.0,32.5,49.0,33.0,28.0,8.7,193.0,1.8,13.0,51.0
569,97,2011,3.0,0.8,129.0,36.3,,33.0,,9.29,,,,
570,98,2018,5.0,1.5,96.0,29.0,72.0,51.0,,15.4,171.0,,21.8,51.7
571,98,2017,4.0,1.4,101.0,35.3,67.0,51.0,,17.8,259.0,,23.4,90.5
572,98,2016,4.0,1.4,111.0,39.4,45.0,54.0,44.0,19.2,264.0,4.5,16.0,93.6
573,98,2015,4.0,1.5,141.0,39.4,43.0,61.0,43.0,22.3,230.0,4.6,15.7,84.0
574,98,2013,7.0,2.6,115.0,43.4,48.0,36.0,39.0,13.6,154.0,4.2,18.1,58.2
575,98,2011,1.0,0.4,124.0,51.8,,28.0,,11.7,,,,
576,99,2018,0.0,0.0,52.0,32.8,79.0,30.0,,18.9,122.0,,49.9,77.0
577,99,2017,4.0,2.5,48.0,30.5,72.0,40.0,,25.4,126.0,,45.7,80.0
578,99,2016,5.0,3.3,78.0,50.9,42.0,68.0,108.0,44.3,168.0,16.7,27.4,109.5
579,99,2015,3.0,2.0,68.0,50.9,45.0,39.0,128.0,25.4,129.0,19.8,29.4,84.2
580,99,2013,5.0,3.3,108.0,70.2,68.0,66.0,99.0,42.9,181.0,15.4,44.2,117.7
581,99,2011,3.0,2.0,88.0,60.0,,25.0,,17.03,,,,
582,100,2018,22.0,12.7,171.0,98.7,66.0,129.0,,74.4,349.0,,38.1,201.4
583,100,2017,21.0,12.0,110.0,62.9,82.0,166.0,,95.0,447.0,,46.9,255.7
584,100,2016,23.0,13.3,178.0,102.5,64.0,118.0,123.0,68.0,458.0,17.6,36.9,263.8
585,100,2015,23.0,13.3,172.0,102.5,72.0,123.0,164.0,71.4,456.0,23.4,41.8,264.5
586,100,2013,22.0,13.2,168.0,100.7,70.0,148.0,60.0,88.7,498.0,8.6,42.0,298.6
587,100,2011,11.0,6.1,153.0,84.4,,118.0,,65.09,,,,
588,101,2018,21.0,9.0,81.0,34.8,39.0,81.0,,34.8,198.0,,16.7,84.9
589,101,2017,27.0,11.6,32.0,13.7,33.0,82.0,,35.1,216.0,,14.1,92.5
590,101,2016,47.0,20.1,75.0,32.1,30.0,98.0,14.0,41.9,237.0,1.9,12.8,101.3
591,101,2015,17.0,7.3,54.0,32.1,44.0,76.0,30.0,32.6,283.0,4.1,18.9,121.5
592,101,2013,22.0,9.6,62.0,27.2,45.0,74.0,12.0,32.4,277.0,1.7,19.7,121.3
593,101,2011,33.0,18.1,51.0,28.0,,67.0,,36.83,,,,
594,102,2018,11.0,7.4,56.0,37.8,33.0,85.0,,57.4,147.0,,22.3,99.2
595,102,2017,15.0,10.1,59.0,39.9,25.0,88.0,,59.5,168.0,,16.9,113.6
596,102,2016,13.0,8.8,86.0,58.1,33.0,77.0,81.0,52.0,204.0,15.4,22.3,137.8
597,102,2015,9.0,6.1,107.0,58.1,33.0,55.0,65.0,37.3,163.0,12.4,22.4,110.6
598,102,2013,7.0,4.9,102.0,70.7,29.0,54.0,76.0,37.4,195.0,14.5,20.1,135.1
599,102,2011,10.0,7.5,113.0,84.5,,66.0,,49.36,,,,
600,103,2018,14.0,9.0,62.0,39.7,57.0,84.0,,53.9,456.0,,36.5,292.3
601,103,2017,36.0,23.1,48.0,30.9,50.0,114.0,,73.3,401.0,,32.1,257.7
602,103,2016,25.0,15.9,50.0,31.8,33.0,72.0,62.0,45.8,436.0,12.9,21.0,277.4
603,103,2015,27.0,17.2,46.0,31.8,26.0,92.0,67.0,58.7,342.0,14.0,16.6,218.3
604,103,2013,31.0,20.5,85.0,56.1,36.0,82.0,62.0,54.2,375.0,12.9,23.8,247.7
605,103,2011,17.0,12.6,83.0,61.7,,63.0,,46.81,,,,
606,105,2018,1.0,0.5,49.0,23.6,28.0,22.0,,10.6,61.0,,13.5,29.4
607,105,2017,3.0,1.6,63.0,33.5,35.0,17.0,,9.1,105.0,,18.6,55.9
608,105,2016,5.0,2.9,43.0,25.3,35.0,33.0,39.0,19.4,89.0,5.0,20.6,52.3
609,105,2015,2.0,1.5,43.0,25.3,30.0,24.0,54.0,17.6,76.0,8.5,22.0,55.7
610,105,2013,1.0,1.0,31.0,30.1,17.0,8.0,8.0,7.8,42.0,1.5,16.5,40.7
611,105,2011,1.0,1.2,25.0,29.5,,11.0,,12.99,,,,
612,106,2018,22.0,13.7,36.0,22.4,60.0,153.0,,95.2,286.0,,37.3,178.0
613,106,2017,12.0,7.4,46.0,28.5,50.0,135.0,,83.6,347.0,,31.0,215.0
614,106,2016,20.0,12.4,43.0,26.6,50.0,104.0,49.0,64.4,337.0,6.7,31.0,208.8
615,106,2015,15.0,9.3,64.0,26.6,68.0,112.0,141.0,69.4,348.0,19.3,42.1,215.5
616,106,2013,16.0,10.1,63.0,39.9,45.0,114.0,50.0,72.2,382.0,6.9,28.5,241.9
617,106,2011,13.0,10.4,41.0,32.6,,140.0,,111.46,,,,
618,107,2018,5.0,3.7,54.0,39.9,53.0,60.0,,44.3,140.0,,39.1,103.4
619,107,2017,8.0,5.7,26.0,18.5,41.0,64.0,,45.6,134.0,,29.2,95.4
620,107,2016,5.0,3.6,42.0,29.9,34.0,41.0,5.0,29.2,169.0,0.7,24.2,120.4
621,107,2015,5.0,2.2,46.0,29.9,32.0,49.0,10.0,22.0,169.0,0.9,14.4,75.9
622,107,2013,10.0,4.5,63.0,28.3,30.0,51.0,4.0,22.9,230.0,0.4,13.5,103.2
623,107,2011,7.0,3.5,65.0,32.8,,84.0,,42.32,,,,
624,108,2018,,,,,31.0,,,,,,21.6,
625,108,2017,8.0,5.6,49.0,34.1,26.0,48.0,,33.4,,,18.1,
626,108,2016,1.0,0.7,51.0,35.6,46.0,46.0,,32.1,,,32.1,
627,108,2015,10.0,7.0,96.0,35.6,14.0,43.0,50.0,29.9,155.0,9.1,9.8,107.9
628,108,2013,10.0,7.0,29.0,20.3,8.0,51.0,,35.6,,,5.6,
629,108,2011,,,,,,37.0,,28.05,,,,
630,109,2018,5.0,1.9,65.0,24.3,78.0,149.0,,55.7,319.0,,29.2,119.2
631,109,2017,10.0,3.8,59.0,22.3,47.0,181.0,,68.3,306.0,,17.7,115.4
632,109,2016,6.0,2.4,63.0,24.7,52.0,226.0,0.0,88.5,358.0,0.0,20.4,140.2
633,109,2015,4.0,1.6,55.0,24.7,33.0,169.0,34.0,68.7,365.0,3.7,13.4,148.4
634,109,2013,5.0,2.2,65.0,28.2,49.0,108.0,3.0,46.9,321.0,0.3,21.3,139.3
635,109,2011,6.0,2.8,88.0,41.0,,182.0,,84.77,,,,
636,110,2018,7.0,3.8,73.0,39.1,77.0,50.0,,26.8,136.0,,41.3,72.9
637,110,2017,4.0,2.1,47.0,25.1,68.0,58.0,,31.0,136.0,,36.4,72.7
638,110,2016,3.0,1.6,69.0,37.2,48.0,46.0,9.0,24.8,129.0,1.2,25.9,69.5
639,110,2015,5.0,2.7,66.0,37.2,44.0,45.0,32.0,24.4,146.0,4.2,23.9,79.2
640,110,2013,1.0,0.5,80.0,43.0,37.0,43.0,17.0,23.1,143.0,2.2,19.9,76.9
641,110,2011,2.0,1.2,62.0,37.1,,39.0,,23.34,,,,
642,111,2018,7.0,1.8,100.0,26.0,86.0,89.0,,23.2,177.0,,22.4,46.1
643,111,2017,4.0,1.3,73.0,24.0,57.0,85.0,,27.9,139.0,,18.7,45.6
644,111,2016,1.0,0.3,69.0,23.0,60.0,56.0,68.0,18.7,146.0,6.3,20.0,48.6
645,111,2015,6.0,1.9,64.0,23.0,37.0,32.0,134.0,10.0,149.0,11.7,11.6,46.7
646,111,2013,2.0,0.7,126.0,43.6,62.0,38.0,42.0,13.2,149.0,3.8,21.5,51.6
647,111,2011,5.0,2.2,84.0,36.9,,38.0,,16.71,,,,
648,112,2018,2.0,1.2,53.0,30.5,42.0,23.0,,13.2,101.0,,24.2,58.1
649,112,2017,5.0,3.0,57.0,33.7,43.0,35.0,,20.7,104.0,,25.4,61.5
650,112,2016,5.0,3.2,74.0,47.6,41.0,42.0,5.0,27.0,124.0,0.9,26.4,79.7
651,112,2015,3.0,2.0,82.0,47.6,24.0,24.0,10.0,16.4,92.0,1.8,16.4,62.7
652,112,2013,1.0,0.7,72.0,51.8,32.0,19.0,7.0,13.7,93.0,1.3,23.0,66.9
653,112,2011,4.0,3.1,73.0,57.0,,32.0,,25.0,,,,
654,113,2018,14.0,3.3,129.0,30.1,112.0,143.0,,33.4,314.0,,26.2,73.4
655,113,2017,23.0,5.5,154.0,36.6,102.0,159.0,,37.8,322.0,,24.2,76.5
656,113,2016,24.0,5.9,161.0,39.4,81.0,181.0,135.0,44.3,404.0,9.3,19.8,99.0
657,113,2015,14.0,3.5,186.0,39.4,82.0,119.0,176.0,29.7,401.0,12.4,20.5,100.1
658,113,2013,9.0,2.4,176.0,46.7,86.0,123.0,130.0,32.6,356.0,9.5,22.8,94.5
659,113,2011,8.0,2.2,174.0,47.9,,132.0,,36.36,,,,
660,114,2018,12.0,7.8,67.0,43.3,54.0,46.0,,29.7,164.0,,34.9,105.9
661,114,2017,11.0,7.2,61.0,40.1,48.0,66.0,,43.4,178.0,,31.6,117.0
662,114,2016,19.0,14.8,91.0,71.0,39.0,44.0,187.0,34.4,200.0,42.4,30.4,156.1
663,114,2015,13.0,10.4,92.0,71.0,50.0,44.0,117.0,35.2,238.0,27.6,40.0,190.3
664,114,2013,15.0,12.4,151.0,124.8,35.0,60.0,54.0,49.6,182.0,12.7,28.9,150.4
665,114,2011,10.0,8.3,89.0,73.8,,56.0,,46.43,,,,
666,115,2018,5.0,1.0,55.0,11.2,82.0,23.0,,4.7,102.0,,16.6,20.7
667,115,2017,1.0,0.2,59.0,12.0,103.0,32.0,,6.5,103.0,,20.9,20.9
668,115,2016,2.0,0.4,49.0,10.0,93.0,43.0,3.0,8.7,137.0,0.2,18.9,27.8
669,115,2015,1.0,0.2,78.0,10.0,99.0,18.0,34.0,3.7,116.0,1.9,20.4,23.9
670,115,2013,2.0,0.5,71.0,17.9,85.0,20.0,24.0,5.1,111.0,1.4,21.5,28.0
671,115,2011,3.0,0.9,77.0,23.3,,30.0,,9.06,,,,
672,116,2018,,,,,203.0,,,,,,48.3,
673,116,2017,,,,,179.0,,,,,,44.2,
674,116,2016,,,,,174.0,,,,,,45.0,
675,116,2015,,,,,36.0,,,,,,9.5,
676,116,2013,,,,,46.0,,,,,,13.1,
677,116,2011,24.0,8.5,,,,244.0,,86.62,,,,
678,117,2018,19.0,4.4,134.0,31.2,124.0,114.0,,26.6,310.0,,28.9,72.2
679,117,2017,13.0,3.2,126.0,31.2,102.0,83.0,,20.5,305.0,,25.2,75.5
680,117,2016,12.0,3.0,133.0,32.8,93.0,100.0,123.0,24.7,415.0,8.3,23.0,102.4
681,117,2015,7.0,1.8,94.0,32.8,77.0,67.0,204.0,16.8,293.0,14.0,19.4,73.6
682,117,2013,10.0,2.7,139.0,37.0,67.0,78.0,167.0,20.7,275.0,11.8,17.8,73.1
683,117,2011,5.0,1.5,171.0,51.7,,86.0,,26.0,,,,
684,118,2018,,,,,20.0,,,,,,15.5,
685,118,2017,0.0,0.0,35.0,27.2,19.0,10.0,,7.8,,,14.8,
686,118,2016,0.0,0.0,41.0,32.6,20.0,8.0,,6.4,,,15.9,
687,118,2015,0.0,0.0,42.0,32.6,5.0,10.0,9.0,8.1,26.0,2.1,4.0,21.0
688,118,2013,0.0,0.0,20.0,16.6,8.0,12.0,,10.0,,,6.6,
689,118,2011,,,,,,10.0,,8.63,,,,
690,119,2018,9.0,6.6,113.0,83.1,70.0,116.0,,85.3,278.0,,51.5,204.4
691,119,2017,13.0,9.5,110.0,80.5,79.0,100.0,,73.2,305.0,,57.8,223.1
692,119,2016,9.0,6.6,130.0,95.6,73.0,124.0,46.0,91.2,294.0,9.9,53.7,216.2
693,119,2015,12.0,8.9,118.0,95.6,42.0,114.0,95.0,84.2,295.0,20.3,31.0,217.9
694,119,2013,3.0,2.2,125.0,93.3,60.0,91.0,82.0,67.9,264.0,17.5,44.8,197.0
695,119,2011,6.0,4.6,100.0,76.3,,90.0,,68.65,,,,
696,120,2018,35.0,22.5,85.0,54.7,69.0,85.0,,54.7,359.0,,44.4,231.0
697,120,2017,26.0,17.4,71.0,47.6,68.0,84.0,,56.3,332.0,,45.6,222.4
698,120,2016,23.0,15.7,91.0,62.0,77.0,94.0,134.0,64.0,410.0,23.1,52.5,279.3
699,120,2015,26.0,17.2,85.0,62.0,59.0,80.0,158.0,53.0,379.0,26.4,39.1,251.0
700,120,2013,30.0,20.3,104.0,70.3,31.0,105.0,73.0,71.0,340.0,12.3,21.0,229.9
701,120,2011,6.0,4.1,95.0,65.5,,93.0,,64.09,,,,
702,121,2018,13.0,5.7,155.0,67.5,134.0,125.0,,54.5,347.0,,58.4,151.2
703,121,2017,19.0,8.3,141.0,61.8,141.0,83.0,,36.4,321.0,,61.8,140.7
704,121,2016,10.0,4.4,164.0,71.9,127.0,153.0,355.0,67.1,356.0,43.1,55.7,156.1
705,121,2015,14.0,6.2,153.0,71.9,102.0,74.0,307.0,32.5,326.0,37.2,44.8,143.3
706,121,2013,11.0,4.9,238.0,105.5,68.0,61.0,277.0,27.1,278.0,33.6,30.2,123.3
707,121,2011,17.0,8.2,192.0,92.7,,126.0,,60.81,,,,
708,122,2018,,,,,,,,,,,,
709,122,2017,,,,,,,,,,,,
710,122,2016,,,,,,,,,,,,
711,122,2015,,,,,,,,,,,,
712,122,2013,,,,,,,,,,,,
713,122,2011,,,,,,,,,,,,
714,123,2018,18.0,7.1,104.0,40.9,122.0,100.0,,39.3,630.0,,48.0,247.6
715,123,2017,32.0,12.5,97.0,38.0,144.0,116.0,,45.5,573.0,,56.4,224.5
716,123,2016,29.0,11.4,125.0,49.2,120.0,114.0,69.0,44.9,518.0,6.3,47.2,203.9
717,123,2015,23.0,9.1,112.0,49.2,95.0,107.0,84.0,42.3,426.0,7.7,37.6,168.4
718,123,2013,18.0,7.1,122.0,48.1,126.0,136.0,108.0,53.7,382.0,9.9,49.7,150.7
719,123,2011,12.0,4.9,117.0,47.9,,101.0,,41.34,,,,
720,124,2018,52.0,24.9,147.0,70.3,254.0,518.0,,247.7,1671.0,,121.5,799.1
721,124,2017,65.0,31.7,162.0,79.0,246.0,479.0,,233.4,1925.0,,119.9,938.1
722,124,2016,65.0,31.8,231.0,113.0,195.0,457.0,95.0,223.5,1585.0,10.7,95.4,775.1
723,124,2015,47.0,22.7,201.0,113.0,177.0,645.0,271.0,311.6,1333.0,30.5,85.5,644.0
724,124,2013,60.0,29.5,225.0,110.6,158.0,737.0,105.0,362.2,1268.0,11.8,77.6,623.1
725,124,2011,35.0,19.4,194.0,107.2,,686.0,,379.22,,,,
726,125,2018,44.0,13.0,164.0,48.3,107.0,199.0,,58.6,439.0,,31.5,129.2
727,125,2017,30.0,9.1,129.0,39.1,166.0,232.0,,70.2,624.0,,50.3,188.9
728,125,2016,25.0,8.4,147.0,49.5,112.0,180.0,135.0,60.7,533.0,12.6,37.8,179.6
729,125,2015,26.0,8.9,158.0,49.5,110.0,172.0,175.0,58.5,634.0,16.4,37.4,215.7
730,125,2013,32.0,11.3,205.0,72.2,130.0,167.0,127.0,58.8,598.0,12.1,45.8,210.5
731,125,2011,28.0,9.5,237.0,80.8,,157.0,,53.49,,,,
732,126,2018,8.0,8.8,24.0,26.5,45.0,55.0,,60.8,223.0,,49.7,246.4
733,126,2017,4.0,5.4,14.0,18.9,28.0,48.0,,64.8,172.0,,37.8,232.1
734,126,2016,2.0,3.2,15.0,24.1,13.0,51.0,3.0,81.9,172.0,1.0,20.9,276.1
735,126,2015,5.0,9.3,11.0,24.1,21.0,31.0,9.0,57.5,146.0,3.6,39.0,270.9
736,126,2013,1.0,2.8,7.0,19.6,17.0,23.0,4.0,64.3,105.0,2.1,47.5,293.3
737,126,2011,1.0,76.9,8.0,615.4,,27.0,,2076.92,,,,
738,127,2018,16.0,5.9,98.0,36.0,147.0,115.0,,42.3,434.0,,54.0,159.4
739,127,2017,28.0,11.7,93.0,38.8,133.0,127.0,,53.0,373.0,,55.5,155.7
740,127,2016,16.0,6.7,77.0,32.1,92.0,70.0,73.0,29.2,307.0,7.4,38.3,127.9
741,127,2015,12.0,5.1,106.0,32.1,104.0,70.0,89.0,29.5,305.0,9.0,43.9,128.6
742,127,2013,18.0,7.6,87.0,36.8,62.0,78.0,61.0,33.0,288.0,6.2,26.2,121.9
743,127,2011,21.0,8.0,114.0,43.6,,94.0,,35.97,,,,
744,128,2018,29.0,10.1,156.0,54.4,73.0,77.0,,26.8,318.0,,25.4,110.8
745,128,2017,51.0,17.8,205.0,71.7,93.0,113.0,,39.5,442.0,,32.5,154.6
746,128,2016,40.0,13.7,235.0,80.6,72.0,99.0,311.0,33.9,563.0,29.9,24.7,193.0
747,128,2015,24.0,8.3,204.0,80.6,74.0,88.0,217.0,30.5,440.0,20.8,25.6,152.4
748,128,2013,35.0,12.3,295.0,103.4,58.0,121.0,159.0,42.4,467.0,15.2,20.3,163.6
749,128,2011,19.0,7.6,266.0,106.3,,136.0,,54.33,,,,
750,129,2018,0.0,0.0,38.0,17.1,30.0,10.0,,4.5,91.0,,13.5,41.0
751,129,2017,0.0,0.0,34.0,15.3,37.0,10.0,,4.5,93.0,,16.6,41.8
752,129,2016,1.0,0.5,35.0,15.7,25.0,11.0,6.0,4.9,76.0,0.7,11.2,34.1
753,129,2015,0.0,0.0,42.0,15.7,27.0,9.0,57.0,4.0,88.0,6.6,12.1,39.5
754,129,2013,1.0,0.5,48.0,22.0,29.0,10.0,5.0,4.6,86.0,0.6,13.3,39.4
755,129,2011,0.0,0.0,35.0,16.0,,20.0,,9.16,,,,
756,130,2018,1.0,0.5,75.0,38.2,43.0,39.0,,19.8,106.0,,21.9,53.9
757,130,2017,4.0,2.2,66.0,36.4,37.0,29.0,,16.0,134.0,,20.4,73.8
758,130,2016,1.0,0.6,62.0,34.3,36.0,32.0,1.0,17.7,110.0,0.1,19.9,60.8
759,130,2015,4.0,2.2,46.0,34.3,32.0,46.0,12.0,25.4,108.0,1.6,17.7,59.7
760,130,2013,2.0,1.1,49.0,27.4,33.0,28.0,0.0,15.7,108.0,0.0,18.5,60.4
761,130,2011,1.0,0.7,58.0,37.8,,34.0,,22.15,,,,
762,131,2018,2.0,0.9,80.0,36.9,41.0,40.0,,18.5,96.0,,18.9,44.3
763,131,2017,0.0,0.0,61.0,28.2,39.0,35.0,,16.2,104.0,,18.0,48.1
764,131,2016,3.0,1.4,105.0,48.7,21.0,42.0,35.0,19.5,111.0,4.4,9.7,51.5
765,131,2015,0.0,0.0,72.0,48.7,34.0,13.0,37.0,6.1,112.0,4.7,16.0,52.6
766,131,2013,2.0,1.0,58.0,29.5,18.0,23.0,21.0,11.7,68.0,2.8,9.2,34.6
767,131,2011,2.0,1.1,89.0,49.3,,16.0,,8.86,,,,
768,132,2018,4.0,7.7,24.0,46.4,33.0,16.0,,31.0,34.0,,63.8,65.8
769,132,2017,0.0,0.0,38.0,72.7,18.0,14.0,,26.8,41.0,,34.4,78.4
770,132,2016,0.0,0.0,22.0,41.8,10.0,17.0,53.0,32.3,67.0,18.9,19.0,127.1
771,132,2015,1.0,1.9,38.0,41.8,15.0,13.0,93.0,24.6,65.0,33.1,28.4,122.9
772,132,2013,2.0,3.9,50.0,97.1,26.0,15.0,30.0,29.1,57.0,10.8,50.5,110.7
773,132,2011,2.0,4.4,26.0,56.8,,16.0,,34.93,,,,
774,133,2018,1.0,1.1,32.0,34.0,18.0,18.0,,19.1,46.0,,19.1,48.8
775,133,2017,0.0,0.0,22.0,20.3,24.0,10.0,,9.2,52.0,,22.2,48.0
776,133,2016,0.0,0.0,9.0,8.3,25.0,16.0,11.0,14.7,56.0,1.8,23.0,51.6
777,133,2015,0.0,0.0,14.0,8.3,12.0,16.0,9.0,14.8,56.0,1.4,11.1,51.9
778,133,2013,1.0,0.9,38.0,35.5,13.0,17.0,6.0,15.9,68.0,1.0,12.2,63.6
779,133,2011,0.0,0.0,40.0,40.7,,17.0,,17.29,,,,
780,134,2018,6.0,4.7,68.0,53.7,20.0,49.0,,38.7,141.0,,15.8,111.4
781,134,2017,11.0,8.7,60.0,47.5,29.0,29.0,,22.9,126.0,,22.9,99.7
782,134,2016,11.0,8.7,42.0,33.2,33.0,31.0,80.0,24.5,165.0,17.8,26.1,130.4
783,134,2015,6.0,4.8,60.0,33.2,19.0,32.0,38.0,25.6,150.0,8.5,15.2,119.8
784,134,2013,6.0,4.9,83.0,68.1,28.0,35.0,64.0,28.7,116.0,14.3,23.0,95.2
785,134,2011,5.0,6.3,64.0,80.6,,38.0,,47.86,,,,
786,135,2018,16.0,12.7,26.0,20.6,80.0,64.0,,50.7,233.0,,63.4,184.6
787,135,2017,19.0,15.0,31.0,24.5,97.0,64.0,,50.6,230.0,,76.6,181.7
788,135,2016,17.0,13.4,17.0,13.4,60.0,95.0,2.0,74.9,262.0,0.4,47.3,206.6
789,135,2015,12.0,9.4,33.0,13.4,72.0,66.0,12.0,51.4,282.0,2.2,56.1,219.6
790,135,2013,9.0,7.1,42.0,33.2,34.0,81.0,3.0,64.0,266.0,0.5,26.9,210.3
791,135,2011,14.0,11.2,42.0,33.7,,90.0,,72.12,,,,
792,136,2018,1.0,0.5,70.0,31.9,55.0,26.0,,11.9,114.0,,25.1,52.0
793,136,2017,5.0,2.3,65.0,30.3,49.0,20.0,,9.3,114.0,,22.8,53.1
794,136,2016,4.0,1.9,78.0,36.6,35.0,31.0,18.0,14.5,90.0,2.2,16.4,42.2
795,136,2015,2.0,1.0,48.0,36.6,31.0,26.0,40.0,12.4,97.0,5.0,14.8,46.3
796,136,2013,2.0,1.0,45.0,22.1,34.0,27.0,47.0,13.3,91.0,6.0,16.7,44.8
797,136,2011,0.0,0.0,70.0,37.9,,23.0,,12.45,,,,
798,137,2018,16.0,9.1,115.0,65.5,52.0,65.0,,37.0,155.0,,29.6,88.3
799,137,2017,11.0,6.3,99.0,56.6,52.0,72.0,,41.2,209.0,,29.8,119.6
800,137,2016,7.0,4.1,108.0,62.7,52.0,99.0,91.0,57.5,206.0,16.6,30.2,119.6
801,137,2015,10.0,5.8,144.0,62.7,43.0,85.0,79.0,49.5,202.0,14.4,25.0,117.5
802,137,2013,5.0,2.9,127.0,74.8,62.0,59.0,78.0,34.8,193.0,14.2,36.5,113.7
803,137,2011,5.0,2.7,105.0,57.1,,105.0,,57.1,,,,
804,138,2018,38.0,49.7,103.0,134.8,66.0,121.0,,158.4,773.0,,86.4,1011.8
805,138,2017,37.0,48.2,79.0,102.9,100.0,141.0,,183.6,931.0,,130.2,1212.2
806,138,2016,42.0,54.7,121.0,157.6,72.0,144.0,92.0,187.5,1082.0,36.7,93.8,1408.9
807,138,2015,32.0,41.8,129.0,157.6,57.0,154.0,118.0,201.3,1013.0,47.0,74.5,1324.2
808,138,2013,21.0,27.4,128.0,167.1,80.0,74.0,91.0,96.6,667.0,36.3,104.4,870.8
809,138,2011,21.0,29.8,93.0,132.1,,114.0,,161.93,,,,
810,139,2018,15.0,9.0,89.0,53.3,97.0,109.0,,65.3,320.0,,58.1,191.6
811,139,2017,19.0,11.3,104.0,61.9,88.0,127.0,,75.6,345.0,,52.4,205.2
812,139,2016,14.0,8.4,84.0,50.2,87.0,94.0,107.0,56.2,306.0,16.2,52.0,182.8
813,139,2015,16.0,9.6,85.0,50.2,77.0,96.0,103.0,57.6,323.0,15.6,46.2,193.9
814,139,2013,12.0,7.2,126.0,75.3,49.0,78.0,115.0,46.6,229.0,17.4,29.3,136.9
815,139,2011,11.0,7.5,116.0,78.6,,72.0,,48.81,,,,
816,140,2018,31.0,10.6,163.0,55.8,146.0,163.0,,55.8,560.0,,50.0,191.9
817,140,2017,23.0,7.9,207.0,71.1,168.0,210.0,,72.1,535.0,,57.7,183.7
818,140,2016,20.0,6.8,173.0,58.8,125.0,181.0,130.0,61.5,538.0,12.1,42.5,182.7
819,140,2015,26.0,8.8,198.0,58.8,121.0,159.0,178.0,53.8,674.0,16.6,40.9,228.0
820,140,2013,17.0,6.3,229.0,85.3,79.0,149.0,87.0,55.5,553.0,8.1,29.4,206.0
821,140,2011,10.0,3.9,188.0,73.5,,159.0,,62.18,,,,
822,141,2018,25.0,26.3,89.0,93.6,146.0,154.0,,161.9,1204.0,,153.5,1266.0
823,141,2017,29.0,30.5,113.0,118.7,118.0,176.0,,184.9,795.0,,124.0,835.1
824,141,2016,31.0,32.1,109.0,112.7,75.0,160.0,43.0,165.5,858.0,12.6,77.6,887.3
825,141,2015,27.0,28.1,91.0,112.7,97.0,133.0,73.0,138.4,813.0,21.5,100.9,846.0
826,141,2013,25.0,25.3,110.0,111.1,80.0,132.0,111.0,133.3,777.0,32.3,80.8,784.9
827,141,2011,19.0,21.6,105.0,119.2,,126.0,,143.02,,,,
828,142,2018,19.0,7.0,89.0,33.0,121.0,298.0,,110.4,529.0,,44.8,196.0
829,142,2017,22.0,8.2,111.0,41.5,141.0,328.0,,122.6,535.0,,52.7,199.9
830,142,2016,24.0,9.0,139.0,52.2,108.0,376.0,136.0,141.1,538.0,10.5,40.5,202.0
831,142,2015,13.0,4.9,110.0,52.2,92.0,365.0,309.0,138.5,456.0,23.8,34.9,173.1
832,142,2013,19.0,7.3,205.0,79.2,50.0,239.0,59.0,92.4,481.0,4.5,19.3,185.9
833,142,2011,11.0,4.7,255.0,107.8,,259.0,,109.47,,,,
834,143,2018,0.0,0.0,20.0,14.5,30.0,13.0,,9.4,33.0,,21.8,23.9
835,143,2017,0.0,0.0,24.0,17.7,28.0,22.0,,16.2,53.0,,20.6,39.1
836,143,2016,0.0,0.0,21.0,15.5,20.0,10.0,6.0,7.4,52.0,1.0,14.8,38.4
837,143,2015,0.0,0.0,30.0,15.5,20.0,7.0,15.0,5.1,38.0,2.4,14.7,27.9
838,143,2013,0.0,0.0,56.0,41.4,23.0,8.0,11.0,5.9,73.0,1.8,17.0,53.9
839,143,2011,0.0,0.0,22.0,16.6,,9.0,,6.8,,,,
840,144,2018,17.0,7.8,,,50.0,46.0,,21.1,,,22.9,
