,NPA,year,voters_participating,board_committee_participation,311_requests,neighborhood_organizations,voter_participation,311_calls,arts_participating_households,board_committee_participants,arts_participation
2111,307,2017,391.0,0.0,,,18.0,,,0.0,
2112,307,2014,751.0,,,2.0,53.0,,,,
2113,307,2012,1269.0,,,,76.0,,,,
2114,308,2013,,,35.2,,,406.0,92.0,,20.0
2115,308,2016,576.0,,28.1,,79.0,356.0,,,
2116,308,2015,106.0,,24.0,1.0,16.0,304.0,,,
2117,308,2018,507.0,1.0,,,67.0,,,1.0,
2118,308,2017,159.0,0.79,,,18.0,,,1.0,
2119,308,2014,323.0,,,1.0,51.0,,,,
2120,308,2012,584.0,,,,80.0,,,,
2121,309,2013,,,24.0,,,415.0,139.0,,23.0
2122,309,2016,944.0,,27.0,,82.0,486.0,,,
2123,309,2015,184.0,,24.1,1.0,18.0,429.0,,,
2124,309,2018,787.0,0.0,,,71.0,,,0.0,
2125,309,2017,306.0,0.0,,,23.0,,,0.0,
2126,309,2014,584.0,,,1.0,58.0,,,,
2127,309,2012,888.0,,,,83.0,,,,
2128,310,2013,,,30.2,,,668.0,169.0,,21.0
2129,310,2016,1063.0,,29.8,,77.0,664.0,,,
2130,310,2015,213.0,,30.9,1.0,17.0,685.0,,,
2131,310,2018,927.0,0.0,,,69.0,,,1.0,
2132,310,2017,386.0,0.45,,,24.0,,,1.0,
2133,310,2014,637.0,,,2.0,52.0,,,,
2134,310,2012,1076.0,,,,82.0,,,,
2135,311,2013,,,60.3,,,750.0,38.0,,7.0
2136,311,2016,630.0,,70.4,,72.0,863.0,,,
2137,311,2015,190.0,,59.4,6.0,25.0,723.0,,,
2138,311,2018,450.0,5.0,,,59.0,,,6.0,
2139,311,2017,257.0,3.23,,,24.0,,,4.0,
2140,311,2014,414.0,,,6.0,56.0,,,,
2141,311,2012,685.0,,,,74.0,,,,
2142,312,2013,,,22.9,,,400.0,5.0,,1.0
2143,312,2016,551.0,,30.9,,58.0,549.0,,,
2144,312,2015,69.0,,23.0,1.0,10.0,409.0,,,
2145,312,2018,348.0,1.0,,,48.0,,,1.0,
2146,312,2017,101.0,0.56,,,10.0,,,1.0,
2147,312,2014,243.0,,,1.0,35.0,,,,
2148,312,2012,520.0,,,,73.0,,,,
2149,313,2013,,,24.2,,,403.0,43.0,,7.0
2150,313,2016,591.0,,26.0,,72.0,433.0,,,
2151,313,2015,80.0,,25.5,1.0,12.0,426.0,,,
2152,313,2018,416.0,0.0,,,58.0,,,0.0,
2153,313,2017,145.0,0.0,,,14.0,,,0.0,
2154,313,2014,306.0,,,1.0,47.0,,,,
2155,313,2012,580.0,,,,67.0,,,,
2156,314,2013,,,22.2,,,587.0,77.0,,8.0
2157,314,2016,623.0,,17.4,,67.0,456.0,,,
2158,314,2015,158.0,,19.7,0.0,19.0,523.0,,,
2159,314,2018,448.0,0.0,,,59.0,,,0.0,
2160,314,2017,207.0,0.0,,,18.0,,,0.0,
2161,314,2014,358.0,,,0.0,45.0,,,,
2162,314,2012,683.0,,,,74.0,,,,
2163,315,2013,,,42.9,,,262.0,91.0,,28.0
2164,315,2016,665.0,,39.5,,83.0,295.0,,,
2165,315,2015,103.0,,38.7,2.0,25.0,287.0,,,
2166,315,2018,613.0,2.0,,,64.0,,,4.0,
2167,315,2017,232.0,5.27,,,21.0,,,4.0,
2168,315,2014,232.0,,,1.0,59.0,,,,
2169,315,2012,356.0,,,,76.0,,,,
2170,316,2013,,,17.6,,,757.0,42.0,,3.0
2171,316,2016,955.0,,22.3,,63.0,960.0,,,
2172,316,2015,168.0,,19.9,1.0,14.0,850.0,,,
2173,316,2018,597.0,0.0,,,51.0,,,0.0,
2174,316,2017,231.0,0.0,,,13.0,,,0.0,
2175,316,2014,494.0,,,1.0,42.0,,,,
2176,316,2012,941.0,,,,68.0,,,,
2177,317,2013,,,53.1,,,416.0,4.0,,1.0
2178,317,2016,323.0,,50.7,,61.0,409.0,,,
2179,317,2015,56.0,,59.8,1.0,12.0,477.0,,,
2180,317,2018,206.0,2.0,,,48.0,,,2.0,
2181,317,2017,89.0,2.48,,,14.0,,,2.0,
2182,317,2014,203.0,,,0.0,46.0,,,,
2183,317,2012,383.0,,,,69.0,,,,
2184,318,2013,,,43.1,,,715.0,141.0,,20.0
2185,318,2016,950.0,,42.9,,84.0,714.0,,,
2186,318,2015,291.0,,41.4,2.0,30.0,687.0,,,
2187,318,2018,706.0,2.0,,,70.0,,,3.0,
2188,318,2017,335.0,1.62,,,28.0,,,3.0,
2189,318,2014,605.0,,,1.0,65.0,,,,
2190,318,2012,925.0,,,,81.0,,,,
2191,319,2013,,,35.3,,,1093.0,53.0,,5.0
2192,319,2016,1209.0,,30.9,,74.0,1018.0,,,
2193,319,2015,239.0,,31.5,2.0,17.0,1042.0,,,
2194,319,2018,921.0,0.0,,,60.0,,,0.0,
2195,319,2017,367.0,0.0,,,17.0,,,0.0,
2196,319,2014,670.0,,,2.0,49.0,,,,
2197,319,2012,1215.0,,,,65.0,,,,
2198,320,2013,,,39.4,,,424.0,174.0,,38.0
2199,320,2016,638.0,,37.3,,87.0,373.0,,,
2200,320,2015,196.0,,28.8,1.0,30.0,307.0,,,
2201,320,2018,547.0,2.0,,,76.0,,,2.0,
2202,320,2017,322.0,2.02,,,39.0,,,2.0,
2203,320,2014,391.0,,,1.0,60.0,,,,
2204,320,2012,610.0,,,,86.0,,,,
2205,321,2013,,,59.1,,,679.0,10.0,,2.0
2206,321,2016,501.0,,56.9,,60.0,679.0,,,
2207,321,2015,89.0,,51.4,3.0,12.0,609.0,,,
2208,321,2018,323.0,0.0,,,49.0,,,0.0,
2209,321,2017,119.0,0.0,,,12.0,,,0.0,
2210,321,2014,284.0,,,3.0,41.0,,,,
2211,321,2012,572.0,,,,76.0,,,,
2212,322,2013,,,40.9,,,469.0,28.0,,7.0
2213,322,2016,503.0,,31.3,,72.0,386.0,,,
2214,322,2015,111.0,,31.3,0.0,19.0,378.0,,,
2215,322,2018,368.0,1.0,,,59.0,,,1.0,
2216,322,2017,156.0,0.0,,,19.0,,,0.0,
2217,322,2014,303.0,,,0.0,54.0,,,,
2218,322,2012,511.0,,,,73.0,,,,
2219,323,2013,,,34.4,,,843.0,48.0,,6.0
2220,323,2016,1024.0,,35.8,,64.0,934.0,,,
2221,323,2015,189.0,,28.5,0.0,13.0,741.0,,,
2222,323,2018,690.0,0.0,,,59.0,,,1.0,
2223,323,2017,280.0,0.38,,,17.0,,,1.0,
2224,323,2014,602.0,,,0.0,43.0,,,,
2225,323,2012,1108.0,,,,77.0,,,,
2226,324,2013,,,17.9,,,296.0,133.0,,23.0
2227,324,2016,1016.0,,18.6,,82.0,311.0,,,
2228,324,2015,276.0,,16.9,2.0,25.0,281.0,,,
2229,324,2018,820.0,1.0,,,72.0,,,1.0,
2230,324,2017,413.0,0.6,,,30.0,,,1.0,
2231,324,2014,661.0,,,2.0,61.0,,,,
2232,324,2012,1004.0,,,,79.0,,,,
2233,325,2013,,,32.1,,,863.0,91.0,,8.0
2234,325,2016,1242.0,,31.8,,69.0,886.0,,,
2235,325,2015,362.0,,28.5,8.0,23.0,786.0,,,
2236,325,2018,955.0,1.0,,,60.0,,,3.0,
2237,325,2017,427.0,1.79,,,23.0,,,5.0,
2238,325,2014,810.0,,,7.0,52.0,,,,
2239,325,2012,1211.0,,,,78.0,,,,
2240,326,2013,,,52.6,,,493.0,8.0,,2.0
2241,326,2016,421.0,,46.2,,62.0,444.0,,,
2242,326,2015,78.0,,50.7,1.0,14.0,486.0,,,
2243,326,2018,279.0,0.0,,,51.0,,,0.0,
2244,326,2017,113.0,0.0,,,14.0,,,0.0,
2245,326,2014,233.0,,,1.0,44.0,,,,
2246,326,2012,476.0,,,,72.0,,,,
2247,327,2013,,,27.6,,,465.0,16.0,,3.0
2248,327,2016,533.0,,30.2,,59.0,516.0,,,
2249,327,2015,69.0,,25.5,1.0,9.0,435.0,,,
2250,327,2018,345.0,0.0,,,51.0,,,0.0,
2251,327,2017,98.0,0.0,,,10.0,,,0.0,
2252,327,2014,288.0,,,1.0,37.0,,,,
2253,327,2012,627.0,,,,77.0,,,,
2254,328,2013,,,37.0,,,404.0,30.0,,8.0
2255,328,2016,450.0,,40.4,,69.0,443.0,,,
2256,328,2015,112.0,,30.9,2.0,21.0,339.0,,,
2257,328,2018,377.0,0.0,,,63.0,,,0.0,
2258,328,2017,181.0,0.0,,,23.0,,,0.0,
2259,328,2014,302.0,,,2.0,57.0,,,,
2260,328,2012,481.0,,,,71.0,,,,
2261,329,2013,,,26.3,,,540.0,59.0,,8.0
2262,329,2016,893.0,,31.1,,68.0,640.0,,,
2263,329,2015,178.0,,29.5,0.0,15.0,608.0,,,
2264,329,2018,721.0,0.0,,,66.0,,,1.0,
2265,329,2017,288.0,0.48,,,20.0,,,1.0,
2266,329,2014,553.0,,,0.0,49.0,,,,
2267,329,2012,932.0,,,,80.0,,,,
2268,330,2013,,,42.9,,,908.0,61.0,,8.0
2269,330,2016,865.0,,43.1,,75.0,964.0,,,
2270,330,2015,163.0,,44.4,2.0,16.0,953.0,,,
2271,330,2018,593.0,2.0,,,54.0,,,4.0,
2272,330,2017,260.0,0.89,,,18.0,,,2.0,
2273,330,2014,493.0,,,1.0,53.0,,,,
2274,330,2012,840.0,,,,77.0,,,,
2275,331,2013,,,16.3,,,262.0,32.0,,5.0
2276,331,2016,561.0,,27.9,,67.0,451.0,,,
2277,331,2015,71.0,,16.6,2.0,14.0,269.0,,,
2278,331,2018,503.0,0.0,,,51.0,,,0.0,
2279,331,2017,145.0,0.0,,,12.0,,,0.0,
2280,331,2014,268.0,,,2.0,49.0,,,,
2281,331,2012,489.0,,,,81.0,,,,
2282,332,2013,,,35.3,,,576.0,47.0,,8.0
2283,332,2016,857.0,,28.9,,75.0,537.0,,,
2284,332,2015,137.0,,30.8,2.0,14.0,545.0,,,
2285,332,2018,632.0,0.0,,,63.0,,,0.0,
2286,332,2017,224.0,0.0,,,17.0,,,0.0,
2287,332,2014,466.0,,,2.0,51.0,,,,
2288,332,2012,791.0,,,,79.0,,,,
2289,333,2013,,,41.8,,,1204.0,45.0,,5.0
2290,333,2016,1293.0,,44.9,,75.0,1365.0,,,
2291,333,2015,266.0,,45.9,2.0,18.0,1359.0,,,
2292,333,2018,977.0,1.0,,,60.0,,,3.0,
2293,333,2017,418.0,0.33,,,20.0,,,1.0,
2294,333,2014,767.0,,,1.0,54.0,,,,
2295,333,2012,1271.0,,,,75.0,,,,
2296,334,2013,,,1.0,,,7.0,19.0,,5.0
2297,334,2016,65.0,,2.0,,66.0,15.0,,,
2298,334,2015,6.0,,0.4,1.0,7.0,3.0,,,
2299,334,2018,41.0,0.0,,,49.0,,,0.0,
2300,334,2017,8.0,0.0,,,7.0,,,0.0,
2301,334,2014,33.0,,,1.0,42.0,,,,
2302,334,2012,94.0,,,,77.0,,,,
2303,335,2013,,,21.2,,,665.0,196.0,,19.0
2304,335,2016,1659.0,,20.5,,82.0,693.0,,,
2305,335,2015,302.0,,19.9,,17.0,662.0,,,
2306,335,2018,1481.0,1.0,,,69.0,,,2.0,
2307,335,2017,554.0,0.88,,,23.0,,,3.0,
2308,335,2014,1005.0,,,2.0,57.0,,,,
2309,335,2012,1433.0,,,,84.0,,,,
2310,336,2013,,,11.6,,,537.0,171.0,,10.0
2311,336,2016,2077.0,,15.8,,71.0,790.0,,,
2312,336,2015,263.0,,15.6,2.0,11.0,764.0,,,
2313,336,2018,1540.0,0.0,,,59.0,,,2.0,
2314,336,2017,480.0,0.4,,,15.0,,,2.0,
2315,336,2014,1005.0,,,1.0,43.0,,,,
2316,336,2012,1817.0,,,,81.0,,,,
2317,337,2013,,,22.4,,,433.0,157.0,,22.0
2318,337,2016,1010.0,,27.0,,80.0,535.0,,,
2319,337,2015,189.0,,24.0,2.0,18.0,466.0,,,
2320,337,2018,797.0,0.0,,,67.0,,,1.0,
2321,337,2017,315.0,0.98,,,22.0,,,2.0,
2322,337,2014,563.0,,,2.0,56.0,,,,
2323,337,2012,935.0,,,,81.0,,,,
2324,338,2013,,,10.8,,,188.0,122.0,,12.0
2325,338,2016,835.0,,11.3,,61.0,250.0,,,
2326,338,2015,60.0,,10.4,2.0,6.0,231.0,,,
2327,338,2018,632.0,1.0,,,51.0,,,2.0,
2328,338,2017,150.0,0.46,,,9.0,,,1.0,
2329,338,2014,310.0,,,2.0,35.0,,,,
2330,338,2012,681.0,,,,79.0,,,,
2331,339,2013,,,13.2,,,161.0,241.0,,29.0
2332,339,2016,870.0,,23.8,,71.0,403.0,,,
2333,339,2015,50.0,,9.7,1.0,6.0,152.0,,,
2334,339,2018,682.0,1.0,,,50.0,,,2.0,
2335,339,2017,118.0,0.52,,,6.0,,,1.0,
2336,339,2014,219.0,,,0.0,37.0,,,,
2337,339,2012,454.0,,,,74.0,,,,
2338,340,2013,,,7.7,,,505.0,1101.0,,29.0
2339,340,2016,3171.0,,8.1,,71.0,562.0,,,
2340,340,2015,488.0,,7.7,4.0,15.0,521.0,,,
2341,340,2018,1590.0,1.0,,,54.0,,,10.0,
2342,340,2017,539.0,1.93,,,15.0,,,13.0,
2343,340,2014,1314.0,,,3.0,45.0,,,,
2344,340,2012,2332.0,,,,80.0,,,,
2345,341,2013,,,10.3,,,417.0,359.0,,22.0
2346,341,2016,1386.0,,7.4,,74.0,331.0,,,
2347,341,2015,212.0,,7.3,3.0,14.0,319.0,,,
2348,341,2018,537.0,1.0,,,57.0,,,4.0,
2349,341,2017,190.0,0.45,,,15.0,,,2.0,
2350,341,2014,613.0,,,2.0,45.0,,,,
2351,341,2012,1634.0,,,,79.0,,,,
2352,342,2013,,,11.9,,,62.0,170.0,,49.0
2353,342,2016,332.0,,13.3,,76.0,82.0,,,
2354,342,2015,41.0,,15.4,1.0,13.0,97.0,,,
2355,342,2018,262.0,8.0,,,60.0,,,5.0,
2356,342,2017,106.0,8.12,,,19.0,,,5.0,
2357,342,2014,116.0,,,2.0,46.0,,,,
2358,342,2012,196.0,,,,84.0,,,,
2359,343,2013,,,42.7,,,737.0,237.0,,27.0
2360,343,2016,959.0,,40.6,,80.0,665.0,,,
2361,343,2015,220.0,,40.7,2.0,24.0,659.0,,,
2362,343,2018,861.0,1.0,,,71.0,,,3.0,
2363,343,2017,427.0,1.83,,,28.0,,,3.0,
2364,343,2014,497.0,,,2.0,57.0,,,,
2365,343,2012,771.0,,,,77.0,,,,
2366,344,2013,,,36.3,,,540.0,153.0,,23.0
2367,344,2016,881.0,,32.7,,74.0,545.0,,,
2368,344,2015,116.0,,30.8,0.0,13.0,505.0,,,
2369,344,2018,684.0,1.0,,,66.0,,,2.0,
2370,344,2017,263.0,1.69,,,19.0,,,3.0,
2371,344,2014,362.0,,,0.0,46.0,,,,
2372,344,2012,698.0,,,,72.0,,,,
2373,345,2013,,,42.5,,,394.0,17.0,,5.0
2374,345,2016,421.0,,41.3,,78.0,387.0,,,
2375,345,2015,115.0,,42.1,2.0,24.0,393.0,,,
2376,345,2018,306.0,0.0,,,62.0,,,0.0,
2377,345,2017,134.0,0.0,,,22.0,,,0.0,
2378,345,2014,243.0,,,2.0,54.0,,,,
2379,345,2012,411.0,,,,78.0,,,,
2380,346,2013,,,40.9,,,1150.0,20.0,,2.0
2381,346,2016,1031.0,,39.9,,63.0,1149.0,,,
2382,346,2015,151.0,,40.7,1.0,11.0,1161.0,,,
2383,346,2018,656.0,0.0,,,51.0,,,0.0,
2384,346,2017,246.0,0.0,,,14.0,,,0.0,
2385,346,2014,573.0,,,0.0,43.0,,,,
2386,346,2012,1096.0,,,,76.0,,,,
2387,347,2013,,,50.6,,,334.0,14.0,,6.0
2388,347,2016,290.0,,42.8,,65.0,370.0,,,
2389,347,2015,71.0,,39.1,0.0,18.0,338.0,,,
2390,347,2018,233.0,1.0,,,59.0,,,1.0,
2391,347,2017,98.0,2.3,,,18.0,,,2.0,
2392,347,2014,187.0,,,0.0,48.0,,,,
2393,347,2012,341.0,,,,71.0,,,,
2394,348,2013,,,42.1,,,1333.0,96.0,,8.0
2395,348,2016,1596.0,,46.0,,79.0,1475.0,,,
2396,348,2015,396.0,,39.7,3.0,22.0,1270.0,,,
2397,348,2018,1218.0,0.0,,,66.0,,,1.0,
2398,348,2017,608.0,0.62,,,26.0,,,2.0,
2399,348,2014,1023.0,,,3.0,59.0,,,,
2400,348,2012,1575.0,,,,77.0,,,,
2401,349,2013,,,16.2,,,325.0,184.0,,24.0
2402,349,2016,665.0,,15.0,,75.0,306.0,,,
2403,349,2015,291.0,,13.3,0.0,30.0,269.0,,,
2404,349,2018,580.0,1.0,,,73.0,,,1.0,
2405,349,2017,361.0,0.62,,,35.0,,,1.0,
2406,349,2014,507.0,,,0.0,57.0,,,,
2407,349,2012,840.0,,,,79.0,,,,
2408,350,2013,,,29.0,,,452.0,214.0,,29.0
2409,350,2016,916.0,,31.3,,85.0,497.0,,,
2410,350,2015,353.0,,25.6,1.0,35.0,404.0,,,
2411,350,2018,762.0,0.0,,,74.0,,,0.0,
2412,350,2017,468.0,0.0,,,38.0,,,0.0,
2413,350,2014,621.0,,,1.0,65.0,,,,
2414,350,2012,856.0,,,,84.0,,,,
2415,351,2013,,,34.9,,,381.0,117.0,,29.0
2416,351,2016,639.0,,31.5,,82.0,381.0,,,
2417,351,2015,199.0,,30.4,2.0,28.0,365.0,,,
2418,351,2018,580.0,2.0,,,74.0,,,2.0,
2419,351,2017,273.0,1.63,,,30.0,,,2.0,
2420,351,2014,394.0,,,2.0,58.0,,,,
2421,351,2012,565.0,,,,83.0,,,,
2422,352,2013,,,5.8,,,146.0,187.0,,16.0
2423,352,2016,967.0,,6.9,,72.0,173.0,,,
2424,352,2015,206.0,,8.0,0.0,17.0,201.0,,,
2425,352,2018,758.0,0.0,,,65.0,,,1.0,
2426,352,2017,273.0,0.4,,,19.0,,,1.0,
2427,352,2014,535.0,,,0.0,48.0,,,,
2428,352,2012,974.0,,,,84.0,,,,
2429,353,2013,,,42.9,,,1094.0,295.0,,30.0
2430,353,2016,1572.0,,44.4,,85.0,1161.0,,,
2431,353,2015,532.0,,40.9,2.0,31.0,1067.0,,,
2432,353,2018,1378.0,1.0,,,75.0,,,3.0,
2433,353,2017,753.0,0.77,,,36.0,,,2.0,
2434,353,2014,1070.0,,,2.0,64.0,,,,
2435,353,2012,1534.0,,,,82.0,,,,
2436,354,2013,,,15.8,,,282.0,150.0,,15.0
2437,354,2016,761.0,,14.4,,72.0,258.0,,,
2438,354,2015,129.0,,14.5,2.0,15.0,260.0,,,
2439,354,2018,551.0,0.0,,,61.0,,,0.0,
2440,354,2017,178.0,0.0,,,14.0,,,0.0,
2441,354,2014,335.0,,,2.0,44.0,,,,
2442,354,2012,695.0,,,,76.0,,,,
2443,355,2013,,,7.9,,,167.0,122.0,,12.0
2444,355,2016,610.0,,6.6,,67.0,139.0,,,
2445,355,2015,69.0,,7.6,0.0,9.0,161.0,,,
2446,355,2018,351.0,0.0,,,52.0,,,0.0,
2447,355,2017,111.0,0.0,,,12.0,,,0.0,
2448,355,2014,318.0,,,0.0,48.0,,,,
2449,355,2012,609.0,,,,82.0,,,,
2450,356,2013,,,10.9,,,522.0,570.0,,30.0
2451,356,2016,2537.0,,9.5,,79.0,459.0,,,
2452,356,2015,558.0,,10.3,5.0,20.0,497.0,,,
2453,356,2018,2118.0,1.0,,,66.0,,,3.0,
2454,356,2017,792.0,0.62,,,21.0,,,3.0,
2455,356,2014,1476.0,,,5.0,56.0,,,,
2456,356,2012,2371.0,,,,82.0,,,,
2457,357,2013,,,31.3,,,808.0,326.0,,24.0
2458,357,2016,1578.0,,35.5,,82.0,955.0,,,
2459,357,2015,463.0,,31.0,2.0,28.0,834.0,,,
2460,357,2018,1255.0,0.0,,,72.0,,,0.0,
2461,357,2017,615.0,0.0,,,29.0,,,0.0,
2462,357,2014,968.0,,,2.0,61.0,,,,
2463,357,2012,1439.0,,,,83.0,,,,
2464,358,2013,,,26.7,,,846.0,531.0,,36.0
2465,358,2016,2028.0,,22.5,,83.0,800.0,,,
2466,358,2015,641.0,,24.2,7.0,33.0,776.0,,,
2467,358,2018,1691.0,2.0,,,69.0,,,8.0,
2468,358,2017,881.0,2.67,,,32.0,,,8.0,
2469,358,2014,1191.0,,,7.0,65.0,,,,
2470,358,2012,1601.0,,,,85.0,,,,
2471,359,2013,,,36.4,,,817.0,367.0,,35.0
2472,359,2016,1493.0,,34.1,,86.0,769.0,,,
2473,359,2015,554.0,,35.9,3.0,34.0,808.0,,,
2474,359,2018,1375.0,0.0,,,79.0,,,1.0,
2475,359,2017,736.0,0.44,,,38.0,,,1.0,
2476,359,2014,1024.0,,,2.0,65.0,,,,
2477,359,2012,1447.0,,,,86.0,,,,
2478,360,2013,,,28.2,,,1191.0,141.0,,10.0
2479,360,2016,1902.0,,26.4,,70.0,1164.0,,,
2480,360,2015,307.0,,21.5,2.0,13.0,946.0,,,
2481,360,2018,1458.0,0.0,,,61.0,,,0.0,
2482,360,2017,504.0,0.0,,,17.0,,,0.0,
2483,360,2014,995.0,,,1.0,44.0,,,,
2484,360,2012,1809.0,,,,79.0,,,,
2485,361,2013,,,66.5,,,747.0,36.0,,9.0
2486,361,2016,691.0,,65.4,,62.0,987.0,,,
2487,361,2015,74.0,,73.1,3.0,10.0,833.0,,,
2488,361,2018,561.0,1.0,,,51.0,,,2.0,
2489,361,2017,183.0,1.05,,,14.0,,,2.0,
2490,361,2014,233.0,,,2.0,36.0,,,,
2491,361,2012,471.0,,,,70.0,,,,
2492,362,2013,,,40.1,,,1239.0,14.0,,1.0
2493,362,2016,1526.0,,40.8,,68.0,1294.0,,,
2494,362,2015,350.0,,40.0,2.0,18.0,1272.0,,,
2495,362,2018,1014.0,0.0,,,55.0,,,0.0,
2496,362,2017,469.0,0.0,,,18.0,,,0.0,
2497,362,2014,977.0,,,2.0,51.0,,,,
2498,362,2012,1751.0,,,,78.0,,,,
2499,363,2013,,,46.9,,,1367.0,11.0,,1.0
2500,363,2016,1044.0,,54.1,,61.0,1613.0,,,
2501,363,2015,195.0,,48.8,3.0,13.0,1448.0,,,
2502,363,2018,687.0,1.0,,,48.0,,,4.0,
2503,363,2017,240.0,1.01,,,11.0,,,3.0,
2504,363,2014,564.0,,,3.0,40.0,,,,
2505,363,2012,1148.0,,,,75.0,,,,
2506,364,2013,,,24.2,,,663.0,779.0,,72.0
2507,364,2016,1707.0,,21.5,,87.0,616.0,,,
2508,364,2015,910.0,,19.4,1.0,50.0,554.0,,,
2509,364,2018,1582.0,1.0,,,78.0,,,4.0,
2510,364,2017,1054.0,1.04,,,47.0,,,3.0,
2511,364,2014,1256.0,,,1.0,71.0,,,,
2512,364,2012,1696.0,,,,89.0,,,,
2513,365,2013,,,41.5,,,687.0,60.0,,8.0
2514,365,2016,638.0,,39.0,,75.0,667.0,,,
2515,365,2015,167.0,,37.1,2.0,24.0,625.0,,,
2516,365,2018,517.0,1.0,,,66.0,,,1.0,
2517,365,2017,246.0,0.59,,,23.0,,,1.0,
2518,365,2014,351.0,,,3.0,52.0,,,,
2519,365,2012,602.0,,,,70.0,,,,
2520,366,2013,,,58.8,,,434.0,50.0,,12.0
2521,366,2016,347.0,,43.8,,71.0,343.0,,,
2522,366,2015,67.0,,45.7,1.0,18.0,364.0,,,
2523,366,2018,280.0,1.0,,,61.0,,,1.0,
2524,366,2017,125.0,1.28,,,20.0,,,1.0,
2525,366,2014,163.0,,,1.0,46.0,,,,
2526,366,2012,306.0,,,,70.0,,,,
2527,367,2013,,,28.5,,,1274.0,943.0,,39.0
2528,367,2016,2986.0,,22.9,,80.0,1276.0,,,
2529,367,2015,730.0,,23.7,4.0,25.0,1154.0,,,
2530,367,2018,2424.0,1.0,,,70.0,,,7.0,
2531,367,2017,1090.0,1.08,,,25.0,,,6.0,
2532,367,2014,1496.0,,,3.0,56.0,,,,
2533,367,2012,2481.0,,,,78.0,,,,
2534,368,2013,,,40.0,,,1214.0,104.0,,9.0
2535,368,2016,1284.0,,40.6,,75.0,1233.0,,,
2536,368,2015,234.0,,36.9,,16.0,1121.0,,,
2537,368,2018,865.0,0.0,,,61.0,,,1.0,
2538,368,2017,356.0,0.33,,,19.0,,,1.0,
2539,368,2014,675.0,,,0.0,50.0,,,,
2540,368,2012,1200.0,,,,72.0,,,,
2541,369,2013,,,55.8,,,708.0,8.0,,2.0
2542,369,2016,444.0,,54.1,,61.0,619.0,,,
2543,369,2015,63.0,,57.1,1.0,10.0,583.0,,,
2544,369,2018,261.0,0.0,,,46.0,,,0.0,
2545,369,2017,100.0,0.0,,,11.0,,,0.0,
2546,369,2014,238.0,,,1.0,36.0,,,,
2547,369,2012,576.0,,,,75.0,,,,
2548,370,2013,,,33.7,,,1057.0,25.0,,2.0
2549,370,2016,1001.0,,38.5,,57.0,1255.0,,,
2550,370,2015,131.0,,38.4,3.0,9.0,1236.0,,,
2551,370,2018,516.0,0.0,,,43.0,,,0.0,
2552,370,2017,186.0,0.0,,,10.0,,,0.0,
2553,370,2014,483.0,,,1.0,34.0,,,,
2554,370,2012,1064.0,,,,72.0,,,,
2555,371,2013,,,53.2,,,3067.0,61.0,,3.0
2556,371,2016,2738.0,,52.4,,69.0,3191.0,,,
2557,371,2015,713.0,,49.2,5.0,21.0,2942.0,,,
2558,371,2018,1839.0,0.0,,,57.0,,,2.0,
2559,371,2017,886.0,0.17,,,19.0,,,1.0,
2560,371,2014,1756.0,,,5.0,52.0,,,,
2561,371,2012,2970.0,,,,76.0,,,,
2562,372,2013,,,22.2,,,2601.0,866.0,,20.0
2563,372,2016,6031.0,,21.4,,81.0,2541.0,,,
2564,372,2015,1130.0,,21.0,7.0,17.0,2477.0,,,
2565,372,2018,4824.0,1.0,,,68.0,,,6.0,
2566,372,2017,1920.0,0.59,,,22.0,,,7.0,
2567,372,2014,3464.0,,,4.0,56.0,,,,
2568,372,2012,5675.0,,,,81.0,,,,
2569,373,2013,,,37.8,,,944.0,353.0,,33.0
2570,373,2016,1654.0,,38.0,,86.0,968.0,,,
2571,373,2015,675.0,,36.0,6.0,38.0,904.0,,,
2572,373,2018,1394.0,1.0,,,78.0,,,2.0,
2573,373,2017,850.0,0.39,,,41.0,,,1.0,
2574,373,2014,1165.0,,,6.0,68.0,,,,
2575,373,2012,1577.0,,,,85.0,,,,
2576,374,2013,,,67.5,,,1675.0,36.0,,3.0
2577,374,2016,1177.0,,69.9,,65.0,1762.0,,,
2578,374,2015,277.0,,65.0,4.0,18.0,1616.0,,,
2579,374,2018,754.0,0.0,,,53.0,,,0.0,
2580,374,2017,344.0,0.39,,,17.0,,,1.0,
2581,374,2014,738.0,,,3.0,50.0,,,,
2582,374,2012,1264.0,,,,77.0,,,,
2583,375,2013,,,32.3,,,766.0,404.0,,48.0
2584,375,2016,1698.0,,33.8,,86.0,813.0,,,
2585,375,2015,663.0,,31.2,3.0,36.0,750.0,,,
2586,375,2018,1500.0,1.0,,,76.0,,,2.0,
2587,375,2017,913.0,0.83,,,41.0,,,2.0,
2588,375,2014,1197.0,,,3.0,67.0,,,,
2589,375,2012,1676.0,,,,86.0,,,,
2590,376,2013,,,34.4,,,1355.0,111.0,,8.0
2591,376,2016,1931.0,,31.8,,77.0,1324.0,,,
2592,376,2015,333.0,,30.4,5.0,16.0,1213.0,,,
2593,376,2018,1451.0,0.0,,,63.0,,,1.0,
2594,376,2017,578.0,0.24,,,19.0,,,1.0,
2595,376,2014,1099.0,,,4.0,55.0,,,,
2596,376,2012,1801.0,,,,74.0,,,,
2597,377,2013,,,20.2,,,1111.0,250.0,,13.0
2598,377,2016,2835.0,,21.9,,78.0,1246.0,,,
2599,377,2015,527.0,,23.4,4.0,17.0,1310.0,,,
