,NPA,year,commercial_size,fincancial_services_proximity,financial_services_proximate_units,job_density,commercial_construction,household_income,employment_rate,employment_rate_moe,household_income_moe,commercial_building_age,commercial_construction_permitted_units,jobs,commercial_size_total,public_nutrition_assistance
1241,159,2018,32061.0,0.0,0.0,,0.82,,,,,42.0,4,,448857.0,41.0
1242,159,2016,3650.0,0.0,0.0,,0.82,,,,,46.0,4,,51099.0,61.84
1243,159,2015,3427.0,0.0,0.0,0.3,0.82,,,,,46.0,4,129.0,51411.0,60.97
1244,159,2013,3427.0,,,0.3,0.61,,,,,44.0,3,147.0,51411.0,49.17
1245,159,2011,3273.0,,,0.1,1.23,,,,,44.0,6,33.0,52375.0,51.93
1246,159,2014,,0.0,0.0,0.2,1.64,,,,,,8,115.0,,
1247,159,2012,,,,0.3,5.12,,,,,,25,153.0,,
1248,160,2017,19405.0,0.0,0.0,,0.77,36403.0,83.0,5.0,3627.0,34.0,6,,873225.0,35.0
1249,160,2018,19546.0,0.0,0.0,,0.9,,,,,35.0,7,,879551.0,31.0
1250,160,2016,19162.0,0.0,0.0,,0.9,,,,,33.0,7,,862300.0,41.58
1251,160,2015,17989.0,0.0,0.0,1.4,1.16,,,,,32.0,9,1115.0,827480.0,39.95
1252,160,2013,19559.0,,,1.6,0.64,,,,,33.0,5,1226.0,860611.0,37.66
1253,160,2011,19600.0,,,1.5,0.52,,,,,31.0,4,1145.0,862393.0,36.98
1254,160,2014,,0.0,0.0,1.4,0.52,,,,,,4,1100.0,,
1255,160,2012,,,,1.8,0.26,,,,,,2,1370.0,,
1256,161,2017,32899.0,55.0,630.0,,0.68,34951.0,100.0,0.0,8129.0,36.0,2,,131596.0,13.0
1257,161,2018,32899.0,90.0,1041.0,,2.38,,,,,37.0,7,,131595.0,11.0
1258,161,2016,26569.0,56.0,630.0,,1.7,,,,,33.0,5,,132845.0,19.12
1259,161,2015,26569.0,56.0,630.0,0.1,2.04,,,,,32.0,6,27.0,132845.0,18.89
1260,161,2013,26569.0,,,0.2,1.7,,,,,30.0,5,71.0,132845.0,20.56
1261,161,2011,24862.0,,,0.2,0.68,,,,,28.0,2,59.0,124311.0,21.7
1262,161,2014,,56.0,630.0,0.2,0.68,,,,,,2,55.0,,
1263,161,2012,,,,0.2,1.36,,,,,,4,62.0,,
1264,162,2017,7503.0,35.0,244.0,,0.54,36875.0,85.0,9.0,16308.0,40.0,2,,180072.0,26.0
1265,162,2018,7503.0,30.0,207.0,,0.27,,,,,41.0,1,,180061.0,22.0
1266,162,2016,7802.0,35.0,244.0,,0.82,,,,,39.0,3,,187239.0,30.1
1267,162,2015,7772.0,35.0,244.0,1.0,0.54,,,,,38.0,2,384.0,186519.0,28.98
1268,162,2013,7781.0,,,1.1,0.27,,,,,36.0,1,420.0,186735.0,24.75
1269,162,2011,7237.0,,,0.7,0.82,,,,,33.0,3,241.0,180920.0,21.62
1270,162,2014,,35.0,246.0,1.2,1.36,,,,,,5,432.0,,
1271,162,2012,,,,1.1,0.0,,,,,,0,410.0,,
1272,163,2017,11950.0,100.0,522.0,,23.55,55625.0,90.0,8.0,10038.0,45.0,41,,788700.0,10.0
1273,163,2018,12297.0,100.0,837.0,,8.04,,,,,46.0,14,,811587.0,4.0
1274,163,2016,10288.0,100.0,528.0,,14.93,,,,,44.0,26,,678989.0,24.0
1275,163,2015,10117.0,100.0,544.0,28.7,12.06,,,,,45.0,21,4994.0,647505.0,21.95
1276,163,2013,10080.0,,,27.8,8.61,,,,,43.0,15,4837.0,665273.0,23.15
1277,163,2011,10164.0,,,11.0,14.93,,,,,41.0,26,1921.0,670820.0,22.74
1278,163,2014,,100.0,540.0,27.7,17.8,,,,,,31,4822.0,,
1279,163,2012,,,,11.1,9.19,,,,,,16,1935.0,,
1280,164,2017,10697.0,96.0,1688.0,,2.34,26753.0,90.0,7.0,,41.0,15,,716699.0,37.0
1281,164,2018,10655.0,95.0,1590.0,,1.4,,,,,41.0,9,,724539.0,38.0
1282,164,2016,10752.0,96.0,1691.0,,6.08,,,,,40.0,39,,720370.0,39.75
1283,164,2015,11196.0,96.0,1669.0,2.4,8.88,,,,,39.0,57,1562.0,750137.0,38.33
1284,164,2013,10992.0,,,2.5,2.34,,,,,37.0,15,1608.0,747476.0,33.71
1285,164,2011,11196.0,,,2.1,1.4,,,,,35.0,9,1334.0,750145.0,36.95
1286,164,2014,,96.0,1740.0,2.5,4.21,,,,,,27,1622.0,,
1287,164,2012,,,,2.4,2.96,,,,,,19,1553.0,,
1288,165,2017,15513.0,93.0,842.0,,0.0,36364.0,96.0,9.0,10030.0,29.0,0,,217182.0,29.0
1289,165,2018,15513.0,95.0,865.0,,1.66,,,,,30.0,3,,217186.0,24.0
1290,165,2016,16110.0,93.0,843.0,,1.66,,,,,28.0,3,,225546.0,33.37
1291,165,2015,16913.0,93.0,843.0,4.1,1.11,,,,,29.0,2,745.0,219873.0,31.95
1292,165,2013,16913.0,,,4.8,2.21,,,,,27.0,4,862.0,219873.0,33.09
1293,165,2011,16779.0,,,4.3,1.66,,,,,25.0,3,781.0,218121.0,38.67
1294,165,2014,,93.0,843.0,5.2,0.55,,,,,,1,942.0,,
1295,165,2012,,,,4.5,192.09,,,,,,347,817.0,,
1296,166,2017,14778.0,74.0,396.0,,0.66,30734.0,100.0,0.0,5651.0,27.0,1,,103446.0,28.0
1297,166,2018,14778.0,77.0,413.0,,1.32,,,,,28.0,2,,103444.0,24.0
1298,166,2016,14778.0,74.0,396.0,,1.32,,,,,26.0,2,,103444.0,29.29
1299,166,2015,14778.0,74.0,396.0,1.2,1.98,,,,,25.0,3,182.0,103444.0,28.38
1300,166,2013,14778.0,,,1.0,2.64,,,,,23.0,4,156.0,103444.0,24.51
1301,166,2011,16646.0,,,0.5,1.32,,,,,24.0,2,73.0,99878.0,38.58
1302,166,2014,,74.0,396.0,1.0,0.66,,,,,,1,152.0,,
1303,166,2012,,,,1.1,93.81,,,,,,142,161.0,,
1304,167,2017,27604.0,0.0,0.0,,9.79,26607.0,93.0,4.0,10074.0,27.0,18,,220832.0,24.0
1305,167,2018,28737.0,0.0,0.0,,0.54,,,,,28.0,1,,229894.0,23.0
1306,167,2016,27604.0,0.0,0.0,,0.0,,,,,26.0,0,,220830.0,30.98
1307,167,2015,27604.0,0.0,0.0,0.3,0.0,,,,,25.0,0,63.0,220830.0,30.7
1308,167,2013,27604.0,,,0.3,0.54,,,,,23.0,1,48.0,220830.0,26.08
1309,167,2011,30922.0,,,1.3,0.54,,,,,24.0,1,245.0,216452.0,29.02
1310,167,2014,,0.0,0.0,0.2,1.63,,,,,,3,45.0,,
1311,167,2012,,,,0.2,0.0,,,,,,0,35.0,,
1312,168,2017,93824.0,35.0,219.0,,0.44,37242.0,85.0,8.0,9306.0,39.0,1,,187648.0,27.0
1313,168,2018,93824.0,34.0,217.0,,0.88,,,,,40.0,2,,187647.0,25.0
1314,168,2016,93824.0,34.0,218.0,,0.44,,,,,38.0,1,,187647.0,28.44
1315,168,2015,93824.0,34.0,217.0,0.6,0.44,,,,,37.0,1,134.0,187647.0,28.36
1316,168,2013,93824.0,,,0.4,0.44,,,,,35.0,1,100.0,187647.0,28.66
1317,168,2011,93824.0,,,0.2,0.88,,,,,33.0,2,49.0,187647.0,32.87
1318,168,2014,,34.0,217.0,0.5,0.0,,,,,,0,117.0,,
1319,168,2012,,,,0.4,0.88,,,,,,2,102.0,,
1320,169,2017,,9.0,80.0,,0.41,121528.0,98.0,22.0,16770.0,,1,,,3.0
1321,169,2018,4075.0,18.0,182.0,,0.0,,,,,16.0,0,,4075.0,3.0
1322,169,2016,,0.0,2.0,,0.82,,,,,,2,,,3.12
1323,169,2015,4075.0,0.0,2.0,0.3,0.41,,,,,13.0,1,84.0,4075.0,3.24
1324,169,2013,4075.0,,,0.2,15.94,,,,,11.0,39,48.0,4075.0,2.89
1325,169,2011,4075.0,,,0.1,0.82,,,,,9.0,2,27.0,4075.0,3.6
1326,169,2014,,0.0,0.0,0.2,8.58,,,,,,21,58.0,,
1327,169,2012,,,,0.2,0.0,,,,,,0,44.0,,
1328,170,2017,33581.0,49.0,312.0,,1.68,90682.0,96.0,25.0,35153.0,12.0,8,,134324.0,3.0
1329,170,2018,28849.0,48.0,308.0,,1.47,,,,,11.0,7,,144245.0,2.0
1330,170,2016,33581.0,49.0,312.0,,2.1,,,,,11.0,10,,134325.0,2.51
1331,170,2015,33581.0,49.0,312.0,1.8,0.21,,,,,10.0,1,845.0,134325.0,2.46
1332,170,2013,23552.0,,,1.6,0.84,,,,,8.0,4,765.0,94209.0,1.97
1333,170,2011,30191.0,,,1.2,0.63,,,,,8.0,3,586.0,90573.0,2.21
1334,170,2014,,49.0,311.0,1.8,1.89,,,,,,9,867.0,,
1335,170,2012,,,,0.8,0.63,,,,,,3,366.0,,
1336,171,2017,36870.0,88.0,448.0,,5.59,51220.0,95.0,6.0,14760.0,17.0,16,,737400.0,2.0
1337,171,2018,37849.0,89.0,452.0,,4.19,,,,,18.0,12,,756975.0,2.0
1338,171,2016,36870.0,65.0,289.0,,5.94,,,,,16.0,17,,737392.0,1.5
1339,171,2015,36851.0,62.0,245.0,7.6,4.89,,,,,15.0,14,2167.0,737012.0,1.67
1340,171,2013,36851.0,,,7.6,4.54,,,,,13.0,13,2175.0,737012.0,2.74
1341,171,2011,34297.0,,,9.0,2.79,,,,,11.0,8,2563.0,651650.0,3.17
1342,171,2014,,62.0,250.0,8.2,4.89,,,,,,14,2353.0,,
1343,171,2012,,,,8.4,5.94,,,,,,17,2416.0,,
1344,172,2017,30149.0,46.0,522.0,,1.91,132700.0,97.0,2.0,11030.0,15.0,18,,572831.0,2.0
1345,172,2018,33022.0,48.0,547.0,,5.62,,,,,16.0,53,,693460.0,1.0
1346,172,2016,30728.0,46.0,523.0,,0.74,,,,,15.0,7,,583834.0,1.89
1347,172,2015,32073.0,46.0,520.0,1.5,1.06,,,,,14.0,10,1408.0,673537.0,1.83
1348,172,2013,32073.0,,,1.3,0.53,,,,,12.0,5,1223.0,673537.0,2.15
1349,172,2011,33828.0,,,1.0,1.17,,,,,11.0,11,979.0,642727.0,2.48
1350,172,2014,,45.0,497.0,1.3,0.53,,,,,,5,1260.0,,
1351,172,2012,,,,1.4,0.53,,,,,,5,1280.0,,
1352,173,2017,40685.0,14.0,59.0,,1.32,50233.0,94.0,8.0,19098.0,49.0,5,,284795.0,35.0
1353,173,2018,37099.0,13.0,56.0,,0.79,,,,,49.0,3,,296793.0,32.0
1354,173,2016,37099.0,12.0,52.0,,0.26,,,,,47.0,1,,296793.0,43.95
1355,173,2015,37099.0,9.0,37.0,2.2,0.26,,,,,46.0,1,837.0,296793.0,44.36
1356,173,2013,37099.0,,,0.4,0.26,,,,,44.0,1,150.0,296793.0,37.35
1357,173,2011,37099.0,,,2.7,0.0,,,,,42.0,0,1007.0,296793.0,34.03
1358,173,2014,,7.0,29.0,2.2,0.53,,,,,,2,838.0,,
1359,173,2012,,,,2.3,0.0,,,,,,0,861.0,,
1360,174,2017,45343.0,0.0,0.0,,1.2,71031.0,93.0,5.0,13873.0,20.0,38,,2539208.0,9.0
1361,174,2018,46825.0,0.0,0.0,,1.23,,,,,20.0,39,,2903159.0,8.0
1362,174,2016,45398.0,0.0,0.0,,1.64,,,,,20.0,52,,2496870.0,11.38
1363,174,2015,41944.0,0.0,0.0,0.9,1.2,,,,,20.0,38,2999.0,2181075.0,11.38
1364,174,2013,41836.0,,,0.8,0.41,,,,,18.0,13,2576.0,2175494.0,12.18
1365,174,2011,42041.0,,,0.8,0.41,,,,,16.0,13,2449.0,2144081.0,13.32
1366,174,2014,,0.0,0.0,0.8,1.26,,,,,,40,2690.0,,
1367,174,2012,,,,0.9,0.79,,,,,,25,2784.0,,
1368,175,2017,,0.0,0.0,,0.38,122778.0,94.0,3.0,6633.0,,2,,,2.0
1369,175,2018,,0.0,0.0,,0.0,,,,,,0,,,1.0
1370,175,2016,,0.0,0.0,,0.0,,,,,,0,,,1.97
1371,175,2015,,0.0,0.0,0.5,0.0,,,,,,0,249.0,,1.97
1372,175,2013,,,,0.5,0.38,,,,,,2,260.0,,2.65
1373,175,2011,,,,0.3,0.0,,,,,,0,175.0,,1.55
1374,175,2014,,0.0,0.0,0.6,0.0,,,,,,0,297.0,,
1375,175,2012,,,,0.4,0.38,,,,,,2,230.0,,
1376,176,2017,1615.0,15.0,169.0,,0.0,102031.0,93.0,20.0,12102.0,17.0,0,,3230.0,2.0
1377,176,2018,1615.0,11.0,132.0,,0.21,,,,,18.0,1,,3229.0,2.0
1378,176,2016,1615.0,3.0,31.0,,0.21,,,,,16.0,1,,3229.0,1.81
1379,176,2015,1615.0,3.0,31.0,0.4,0.21,,,,,15.0,1,166.0,3229.0,1.78
1380,176,2013,1246.0,,,0.4,0.0,,,,,13.0,0,183.0,1246.0,1.81
1381,176,2011,1246.0,,,0.2,0.0,,,,,11.0,0,105.0,1246.0,0.98
1382,176,2014,,3.0,31.0,0.4,0.21,,,,,,1,187.0,,
1383,176,2012,,,,0.2,0.21,,,,,,1,116.0,,
1384,177,2017,468.0,4.0,29.0,,0.59,,98.0,4.0,,34.0,3,,468.0,1.0
1385,177,2018,468.0,6.0,53.0,,0.0,,,,,35.0,0,,468.0,1.0
1386,177,2016,468.0,4.0,30.0,,0.2,,,,,33.0,1,,468.0,2.34
1387,177,2015,468.0,4.0,30.0,0.5,0.59,,,,,32.0,3,247.0,468.0,1.87
1388,177,2013,468.0,,,0.5,0.0,,,,,30.0,0,261.0,468.0,1.35
1389,177,2011,468.0,,,0.4,0.0,,,,,28.0,0,203.0,468.0,1.31
1390,177,2014,,4.0,28.0,0.5,0.0,,,,,,0,262.0,,
1391,177,2012,,,,0.5,0.0,,,,,,0,246.0,,
1392,178,2017,56770.0,49.0,639.0,,3.7,74057.0,95.0,5.0,5589.0,24.0,75,,6074390.0,4.0
1393,178,2018,54360.0,32.0,439.0,,3.61,,,,,25.0,73,,5816535.0,5.0
1394,178,2016,54678.0,49.0,639.0,,2.91,,,,,23.0,59,,5850572.0,3.73
1395,178,2015,54110.0,43.0,504.0,9.7,3.96,,,,,22.0,80,19513.0,5843837.0,4.07
1396,178,2013,55543.0,,,7.2,3.76,,,,,20.0,76,14641.0,6054209.0,3.83
1397,178,2011,54046.0,,,5.3,3.02,,,,,18.0,61,10768.0,5945102.0,5.54
1398,178,2014,,35.0,355.0,7.7,3.46,,,,,,70,15573.0,,
1399,178,2012,,,,6.9,3.96,,,,,,80,14017.0,,
1400,179,2017,6559.0,24.0,160.0,,0.2,130104.0,92.0,34.0,50872.0,41.0,1,,45913.0,1.0
1401,179,2018,6559.0,20.0,154.0,,0.0,,,,,42.0,0,,45911.0,1.0
1402,179,2016,6559.0,24.0,160.0,,1.0,,,,,40.0,5,,45911.0,1.31
1403,179,2015,6559.0,28.0,188.0,0.7,0.4,,,,,39.0,2,352.0,45911.0,1.23
1404,179,2013,6559.0,,,0.6,0.8,,,,,37.0,4,322.0,45911.0,2.23
1405,179,2011,6559.0,,,0.6,0.4,,,,,35.0,2,324.0,45911.0,2.97
1406,179,2014,,22.0,144.0,0.7,0.8,,,,,,4,353.0,,
1407,179,2012,,,,0.6,0.2,,,,,,1,288.0,,
1408,180,2017,12610.0,33.0,174.0,,0.67,50536.0,88.0,12.0,21165.0,37.0,2,,378300.0,23.0
1409,180,2018,12905.0,46.0,245.0,,0.33,,,,,37.0,1,,374251.0,21.0
1410,180,2016,12568.0,33.0,174.0,,4.01,,,,,38.0,12,,377042.0,29.07
1411,180,2015,11293.0,35.0,174.0,1.9,1.0,,,,,38.0,3,559.0,327511.0,28.01
1412,180,2013,11501.0,,,1.8,0.0,,,,,36.0,0,543.0,322020.0,21.77
1413,180,2011,10952.0,,,1.6,0.33,,,,,34.0,1,484.0,306650.0,20.41
1414,180,2014,,34.0,163.0,1.9,0.33,,,,,,1,575.0,,
1415,180,2012,,,,2.0,1.0,,,,,,3,587.0,,
1416,181,2017,21725.0,0.0,0.0,,0.1,84630.0,97.0,16.0,15598.0,22.0,1,,152075.0,1.0
1417,181,2018,21725.0,0.0,0.0,,0.59,,,,,23.0,6,,152073.0,1.0
1418,181,2016,24750.0,0.0,0.0,,0.59,,,,,21.0,6,,148502.0,2.19
1419,181,2015,21258.0,0.0,0.0,0.6,0.1,,,,,20.0,1,579.0,148808.0,2.13
1420,181,2013,21258.0,,,0.6,0.29,,,,,18.0,3,609.0,148808.0,2.19
1421,181,2011,18920.0,,,0.4,0.59,,,,,17.0,6,451.0,132440.0,3.38
1422,181,2014,,0.0,0.0,0.7,0.59,,,,,,6,666.0,,
1423,181,2012,,,,0.7,0.69,,,,,,7,682.0,,
1424,182,2017,31277.0,0.0,0.0,,4.13,31944.0,90.0,5.0,9268.0,38.0,9,,344047.0,40.0
1425,182,2018,61726.0,0.0,0.0,,1.84,,,,,36.0,4,,740715.0,35.0
1426,182,2016,28762.0,0.0,0.0,,9.64,,,,,37.0,21,,345143.0,52.04
1427,182,2015,19288.0,0.0,0.0,2.1,5.05,,,,,35.0,11,455.0,231459.0,50.42
1428,182,2013,27994.0,,,2.2,4.13,,,,,33.0,9,472.0,307932.0,48.93
1429,182,2011,27912.0,,,1.5,4.59,,,,,31.0,10,321.0,307032.0,49.12
1430,182,2014,,0.0,0.0,1.9,2.29,,,,,,5,421.0,,
1431,182,2012,,,,1.9,4.59,,,,,,10,413.0,,
1432,183,2017,8562.0,19.0,66.0,,0.45,45457.0,89.0,23.0,10998.0,27.0,1,,25686.0,26.0
1433,183,2018,8562.0,21.0,73.0,,0.0,,,,,28.0,0,,25686.0,25.0
1434,183,2016,8562.0,19.0,66.0,,0.0,,,,,26.0,0,,25686.0,32.73
1435,183,2015,8562.0,19.0,67.0,0.6,49.31,,,,,25.0,110,141.0,25686.0,31.98
1436,183,2013,8562.0,,,0.5,0.0,,,,,23.0,0,105.0,25686.0,27.01
1437,183,2011,8562.0,,,0.0,0.0,,,,,21.0,0,5.0,25686.0,27.33
1438,183,2014,,19.0,67.0,0.4,0.0,,,,,,0,99.0,,
1439,183,2012,,,,0.1,78.44,,,,,,175,31.0,,
1440,184,2017,8955.0,62.0,421.0,,0.43,98875.0,100.0,0.0,14991.0,61.0,1,,53730.0,2.0
1441,184,2018,8955.0,55.0,383.0,,6.41,,,,,62.0,15,,53732.0,2.0
1442,184,2016,8955.0,61.0,421.0,,0.43,,,,,60.0,1,,53732.0,2.85
1443,184,2015,8955.0,61.0,421.0,1.1,0.43,,,,,59.0,1,254.0,53732.0,2.7
1444,184,2013,8955.0,,,1.7,0.0,,,,,57.0,0,391.0,53732.0,2.98
1445,184,2011,8955.0,,,1.0,0.0,,,,,55.0,0,234.0,53732.0,3.4
1446,184,2014,,61.0,421.0,1.1,0.85,,,,,,2,263.0,,
1447,184,2012,,,,1.6,0.0,,,,,,0,367.0,,
1448,185,2017,11003.0,0.0,0.0,,205.17,36712.0,93.0,3.0,5466.0,28.0,268,,176048.0,14.0
1449,185,2018,11003.0,0.0,0.0,,1.53,,,,,29.0,2,,176055.0,12.0
1450,185,2016,13467.0,0.0,0.0,,58.95,,,,,28.0,77,,228931.0,17.87
1451,185,2015,14649.0,0.0,0.0,2.1,5.36,,,,,28.0,7,277.0,263689.0,17.56
1452,185,2013,14012.0,,,1.8,3.06,,,,,26.0,4,240.0,252211.0,19.59
1453,185,2011,13024.0,,,3.4,3.06,,,,,26.0,4,444.0,221404.0,23.14
1454,185,2014,,0.0,0.0,2.8,0.0,,,,,,0,371.0,,
1455,185,2012,,,,3.2,18.37,,,,,,24,414.0,,
1456,186,2017,50114.0,5.0,38.0,,1.1,53077.0,89.0,4.0,7426.0,27.0,7,,350798.0,25.0
1457,186,2018,50114.0,5.0,40.0,,0.31,,,,,28.0,2,,350797.0,19.0
1458,186,2016,49514.0,5.0,39.0,,0.63,,,,,28.0,4,,396110.0,26.0
1459,186,2015,49688.0,5.0,38.0,2.2,1.42,,,,,31.0,9,1406.0,447191.0,25.61
1460,186,2013,50439.0,,,1.5,0.63,,,,,29.0,4,936.0,453948.0,21.93
1461,186,2011,55264.0,,,1.0,0.47,,,,,27.0,3,639.0,497378.0,23.39
1462,186,2014,,5.0,38.0,1.6,0.31,,,,,,2,1030.0,,
1463,186,2012,,,,1.5,0.79,,,,,,5,929.0,,
1464,187,2017,52149.0,5.0,21.0,,2.53,107375.0,100.0,0.0,37104.0,7.0,4,,156447.0,2.0
1465,187,2018,27483.0,65.0,262.0,,0.0,,,,,5.0,0,,82448.0,2.0
1466,187,2016,52182.0,5.0,21.0,,1.9,,,,,6.0,3,,156547.0,3.39
1467,187,2015,52182.0,5.0,21.0,3.3,1.92,,,,,5.0,3,509.0,156547.0,3.29
1468,187,2013,47020.0,,,0.6,3.19,,,,,5.0,5,96.0,94039.0,2.59
1469,187,2011,47020.0,,,0.4,0.0,,,,,3.0,0,68.0,94039.0,2.29
1470,187,2014,,5.0,21.0,0.7,2.55,,,,,,4,106.0,,
1471,187,2012,,,,0.5,0.64,,,,,,1,78.0,,
1472,188,2017,8041.0,22.0,159.0,,1.65,93654.0,92.0,28.0,20783.0,16.0,6,,16082.0,2.0
1473,188,2018,8041.0,100.0,772.0,,1.93,,,,,17.0,7,,16081.0,2.0
1474,188,2016,8041.0,23.0,166.0,,0.0,,,,,16.0,0,,16081.0,1.97
1475,188,2015,5658.0,22.0,164.0,0.2,0.83,,,,,33.0,3,68.0,16973.0,1.92
1476,188,2013,5658.0,,,0.1,0.0,,,,,31.0,0,45.0,16973.0,4.09
1477,188,2011,5658.0,,,0.2,0.0,,,,,29.0,0,69.0,16973.0,4.62
1478,188,2014,,16.0,119.0,0.1,0.0,,,,,,0,49.0,,
1479,188,2012,,,,0.1,0.28,,,,,,1,53.0,,
1480,189,2017,4591.0,96.0,434.0,,4.87,68820.0,89.0,34.0,4444.0,18.0,4,,9182.0,4.0
1481,189,2018,4591.0,95.0,429.0,,3.65,,,,,19.0,3,,9181.0,4.0
1482,189,2016,4591.0,96.0,434.0,,3.65,,,,,18.0,3,,9181.0,4.3
1483,189,2015,4591.0,96.0,434.0,5.6,0.0,,,,,16.0,0,462.0,9181.0,4.3
1484,189,2013,4591.0,,,6.4,123.04,,,,,15.0,101,525.0,9181.0,7.81
1485,189,2011,4591.0,,,3.8,0.0,,,,,13.0,0,314.0,9181.0,8.68
1486,189,2014,,96.0,434.0,6.5,18.27,,,,,,15,537.0,,
1487,189,2012,,,,5.5,84.06,,,,,,69,450.0,,
1488,190,2017,26390.0,49.0,187.0,,0.3,37554.0,89.0,20.0,28915.0,42.0,2,,1055600.0,40.0
1489,190,2018,26997.0,44.0,168.0,,0.15,,,,,43.0,1,,1079898.0,40.0
1490,190,2016,26390.0,49.0,188.0,,1.2,,,,,41.0,8,,1055602.0,49.84
1491,190,2015,26390.0,49.0,188.0,1.0,0.75,,,,,40.0,5,657.0,1055602.0,48.23
1492,190,2013,27336.0,,,1.0,0.9,,,,,40.0,6,695.0,1038766.0,43.61
1493,190,2011,27336.0,,,1.2,0.15,,,,,38.0,1,769.0,1038766.0,44.26
1494,190,2014,,49.0,188.0,1.0,0.9,,,,,,6,661.0,,
1495,190,2012,,,,1.0,1.35,,,,,,9,659.0,,
1496,191,2017,6038.0,17.0,160.0,,0.24,63947.0,96.0,24.0,10090.0,32.0,1,,30190.0,7.0
1497,191,2018,6038.0,0.0,0.0,,0.0,,,,,33.0,0,,30189.0,7.0
1498,191,2016,6038.0,17.0,160.0,,0.0,,,,,31.0,0,,30189.0,8.85
1499,191,2015,6038.0,17.0,160.0,0.5,0.0,,,,,30.0,0,214.0,30189.0,8.63
1500,191,2013,6038.0,,,0.1,0.0,,,,,28.0,0,61.0,30189.0,10.62
1501,191,2011,6038.0,,,0.1,11.54,,,,,26.0,49,46.0,30189.0,9.55
1502,191,2014,,0.0,0.0,0.2,0.0,,,,,,0,93.0,,
1503,191,2012,,,,0.2,0.0,,,,,,0,66.0,,
1504,192,2017,16500.0,53.0,591.0,,2.95,61402.0,92.0,14.0,5309.0,24.0,41,,709500.0,14.0
1505,192,2018,16500.0,54.0,649.0,,0.65,,,,,25.0,9,,709482.0,8.0
1506,192,2016,16842.0,56.0,579.0,,1.44,,,,,21.0,20,,707355.0,17.79
1507,192,2015,16802.0,60.0,575.0,1.2,0.29,,,,,20.0,4,1654.0,705666.0,18.0
1508,192,2013,16802.0,,,1.2,0.5,,,,,18.0,7,1718.0,705666.0,16.12
1509,192,2011,16802.0,,,1.2,0.29,,,,,16.0,4,1720.0,705666.0,15.99
1510,192,2014,,62.0,568.0,1.1,0.22,,,,,,3,1466.0,,
1511,192,2012,,,,1.3,0.22,,,,,,3,1753.0,,
1512,193,2017,17701.0,72.0,406.0,,4.26,84042.0,86.0,5.0,45890.0,42.0,13,,424824.0,8.0
1513,193,2018,17701.0,68.0,389.0,,4.26,,,,,44.0,13,,424834.0,7.0
1514,193,2016,17761.0,71.0,404.0,,2.29,,,,,42.0,7,,426274.0,6.7
1515,193,2015,17761.0,71.0,403.0,4.4,0.33,,,,,41.0,1,1329.0,426274.0,6.31
1516,193,2013,17738.0,,,3.6,2.29,,,,,39.0,7,1086.0,425704.0,10.38
1517,193,2011,17738.0,,,5.6,4.92,,,,,37.0,15,1704.0,425704.0,8.6
1518,193,2014,,71.0,406.0,3.9,2.62,,,,,,8,1179.0,,
1519,193,2012,,,,3.2,3.28,,,,,,10,991.0,,
1520,194,2017,11586.0,22.0,226.0,,0.41,164597.0,96.0,2.0,22567.0,25.0,3,,104274.0,1.0
1521,194,2018,10510.0,19.0,212.0,,0.41,,,,,24.0,3,,105095.0,1.0
1522,194,2016,11586.0,22.0,226.0,,0.81,,,,,24.0,6,,104277.0,1.39
1523,194,2015,11522.0,22.0,226.0,0.4,0.54,,,,,23.0,4,279.0,103701.0,1.41
1524,194,2013,11522.0,,,0.3,0.95,,,,,21.0,7,247.0,103701.0,1.68
1525,194,2011,10530.0,,,0.4,0.54,,,,,21.0,4,284.0,105303.0,1.78
1526,194,2014,,22.0,226.0,0.3,1.09,,,,,,8,253.0,,
1527,194,2012,,,,0.4,0.54,,,,,,4,305.0,,
1528,195,2017,2872.0,0.0,0.0,,0.28,70208.0,95.0,4.0,18050.0,13.0,3,,11488.0,13.0
1529,195,2018,3122.0,0.0,0.0,,0.74,,,,,12.0,8,,15612.0,12.0
1530,195,2016,2364.0,0.0,0.0,,0.0,,,,,16.0,0,,7093.0,14.58
1531,195,2015,2364.0,0.0,0.0,0.0,0.18,,,,,15.0,2,37.0,7093.0,14.52
1532,195,2013,2364.0,,,0.0,2.78,,,,,13.0,31,20.0,7093.0,17.61
1533,195,2011,2364.0,,,0.1,0.09,,,,,11.0,1,56.0,7093.0,14.39
1534,195,2014,,0.0,0.0,0.0,0.0,,,,,,0,43.0,,
1535,195,2012,,,,0.0,0.0,,,,,,0,13.0,,
1536,196,2017,10662.0,1.0,4.0,,0.52,61830.0,84.0,6.0,11984.0,35.0,5,,85296.0,19.0
1537,196,2018,9708.0,0.0,0.0,,0.31,,,,,40.0,3,,87374.0,18.0
1538,196,2016,10734.0,1.0,4.0,,0.62,,,,,43.0,6,,85874.0,24.37
1539,196,2015,10039.0,1.0,4.0,0.1,0.1,,,,,42.0,1,132.0,80309.0,23.88
1540,196,2013,10031.0,,,0.1,0.1,,,,,40.0,1,117.0,80247.0,21.55
1541,196,2011,10031.0,,,0.2,0.1,,,,,38.0,1,146.0,80247.0,23.81
1542,196,2014,,1.0,4.0,0.1,0.1,,,,,,1,131.0,,
1543,196,2012,,,,0.1,0.0,,,,,,0,120.0,,
1544,197,2017,3269.0,0.0,1.0,,0.63,36492.0,86.0,7.0,9652.0,24.0,2,,3269.0,26.0
