,NPA,year,births_to_adolescents,grocery_proximate_units,prenatal_care,grocery_proximity,park_proximate_units,low_birthweight,pharmacy_proximate_units,pharmacy_proximity,public_health_insurance,age_of_death,low_cost_healthcare_proximate_units,low_cost_healthcare_proximity,park_proximity
3367,430,2012,4.7,,76.7,,,5.8,,,,82.0,,,
3368,431,2018,,0.0,,0.0,19.0,,0.0,0.0,,,0.0,0.0,3.0
3369,431,2017,,1.0,,0.0,32.0,,1.0,0.0,13.0,,0.0,0.0,5.0
3370,431,2016,2.5,1.0,52.5,0.0,19.0,12.5,1.0,0.0,,69.0,0.0,0.0,3.0
3371,431,2015,,1.0,,0.0,19.0,,1.0,0.0,16.0,,,,3.0
3372,431,2014,0.0,1.0,63.2,0.0,,0.0,,,16.0,73.0,,,
3373,431,2011,,0.0,,0.0,,,0.0,0.0,,,,,
3374,431,2013,,,,,17.0,,1.0,0.0,,,,,2.0
3375,431,2012,2.3,,79.5,,,6.8,,,,70.0,,,
3376,432,2018,,0.0,,0.0,264.0,,0.0,0.0,,,0.0,0.0,29.0
3377,432,2017,,95.0,,0.0,248.0,,0.0,0.0,8.0,,0.0,0.0,27.0
3378,432,2016,0.0,0.0,62.5,0.0,248.0,5.4,0.0,0.0,,66.0,0.0,0.0,27.0
3379,432,2015,,0.0,,0.0,249.0,,0.0,0.0,10.0,,,,28.0
3380,432,2014,0.0,0.0,77.8,0.0,,1.9,,,12.0,77.0,,,
3381,432,2011,,0.0,,0.0,,,0.0,0.0,,,,,
3382,432,2013,,,,,249.0,,0.0,0.0,,,,,28.0
3383,432,2012,2.4,,82.9,,,0.0,,,,72.0,,,
3384,433,2018,,1.0,,0.0,264.0,,1.0,0.0,,,0.0,0.0,81.0
3385,433,2017,,1.0,,0.0,210.0,,0.0,0.0,2.0,,1.0,0.0,65.0
3386,433,2016,0.0,1.0,68.4,0.0,209.0,5.3,0.0,0.0,,,1.0,0.0,65.0
3387,433,2015,,1.0,,0.0,208.0,,0.0,0.0,3.0,,,,64.0
3388,433,2014,0.0,1.0,83.3,0.0,,5.6,,,5.0,74.0,,,
3389,433,2011,,1.0,,0.0,,,0.0,0.0,,,,,
3390,433,2013,,,,,208.0,,0.0,0.0,,,,,64.0
3391,433,2012,0.0,,100.0,,,0.0,,,,65.0,,,
3392,434,2018,,0.0,,0.0,0.0,,156.0,13.0,,,0.0,0.0,0.0
3393,434,2017,,0.0,,0.0,0.0,,154.0,13.0,2.0,,0.0,0.0,0.0
3394,434,2016,0.0,138.0,63.1,12.0,0.0,3.1,149.0,13.0,,70.0,0.0,0.0,0.0
3395,434,2015,,135.0,,13.0,0.0,,142.0,13.0,4.0,,,,0.0
3396,434,2014,1.4,130.0,69.4,13.0,,13.9,,,6.0,71.0,,,
3397,434,2011,,124.0,,14.0,,,0.0,0.0,,,,,
3398,434,2013,,,,,0.0,,0.0,0.0,,,,,0.0
3399,434,2012,0.0,,72.5,,,3.9,,,,73.0,,,
3400,435,2018,,1.0,,0.0,24.0,,7.0,3.0,,,0.0,0.0,10.0
3401,435,2017,,1.0,,0.0,24.0,,13.0,5.0,6.0,,0.0,0.0,10.0
3402,435,2016,0.0,1.0,63.6,0.0,24.0,9.1,12.0,5.0,,75.0,0.0,0.0,10.0
3403,435,2015,,1.0,,0.0,24.0,,12.0,5.0,7.0,,,,10.0
3404,435,2014,0.0,9.0,60.0,4.0,,0.0,,,8.0,83.0,,,
3405,435,2011,,6.0,,3.0,,,14.0,6.0,,,,,
3406,435,2013,,,,,25.0,,13.0,6.0,,,,,11.0
3407,435,2012,0.0,,100.0,,,20.0,,,,81.0,,,
3408,436,2018,,284.0,,47.0,290.0,,253.0,42.0,,,0.0,0.0,48.0
3409,436,2017,,204.0,,47.0,290.0,,237.0,39.0,15.0,,0.0,0.0,48.0
3410,436,2016,0.0,204.0,70.7,34.0,290.0,7.3,269.0,45.0,,73.0,0.0,0.0,48.0
3411,436,2015,,203.0,,34.0,289.0,,268.0,44.0,16.0,,,,48.0
3412,436,2014,3.5,234.0,75.9,39.0,,0.0,,,15.0,67.0,,,
3413,436,2011,,279.0,,46.0,,,266.0,44.0,,,,,
3414,436,2013,,,,,289.0,,268.0,44.0,,,,,48.0
3415,436,2012,2.9,,67.6,,,8.8,,,,75.0,,,
3416,437,2018,,341.0,,21.0,900.0,,15.0,1.0,,,0.0,0.0,56.0
3417,437,2017,,14.0,,21.0,749.0,,14.0,1.0,9.0,,0.0,0.0,53.0
3418,437,2016,1.8,14.0,67.5,1.0,728.0,3.5,14.0,1.0,,75.0,0.0,0.0,54.0
3419,437,2015,,14.0,,1.0,681.0,,14.0,1.0,9.0,,,,54.0
3420,437,2014,1.1,14.0,71.7,1.0,,5.4,,,15.0,73.0,,,
3421,437,2011,,0.0,,0.0,,,0.0,0.0,,,,,
3422,437,2013,,,,,643.0,,14.0,1.0,,,,,56.0
3423,437,2012,1.2,,62.8,,,8.1,,,,73.0,,,
3424,438,2018,,708.0,,52.0,1129.0,,687.0,50.0,,,9.0,1.0,82.0
3425,438,2017,,682.0,,52.0,863.0,,665.0,60.0,4.0,,6.0,1.0,78.0
3426,438,2016,0.0,368.0,75.6,40.0,762.0,9.8,534.0,58.0,,73.0,6.0,1.0,83.0
3427,438,2015,,332.0,,41.0,661.0,,372.0,46.0,7.0,,,,82.0
3428,438,2014,0.0,287.0,60.6,43.0,,0.0,,,12.0,67.0,,,
3429,438,2011,,170.0,,41.0,,,136.0,33.0,,,,,
3430,438,2013,,,,,540.0,,308.0,46.0,,,,,80.0
3431,438,2012,0.0,,81.0,,,4.8,,,,79.0,,,
3432,442,2018,,218.0,,28.0,330.0,,305.0,40.0,,,0.0,0.0,43.0
3433,442,2017,,268.0,,28.0,331.0,,321.0,43.0,20.0,,0.0,0.0,44.0
3434,442,2016,4.3,268.0,44.7,37.0,331.0,14.9,328.0,45.0,,75.0,0.0,0.0,45.0
3435,442,2015,,268.0,,37.0,331.0,,328.0,45.0,23.0,,,,46.0
3436,442,2014,2.0,364.0,70.6,51.0,,2.0,,,16.0,78.0,,,
3437,442,2011,,334.0,,47.0,,,364.0,51.0,,,,,
3438,442,2013,,,,,331.0,,364.0,51.0,,,,,46.0
3439,442,2012,9.1,,63.6,,,10.9,,,,77.0,,,
3440,443,2018,,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0
3441,443,2017,,0.0,,0.0,0.0,,0.0,0.0,7.0,,0.0,0.0,0.0
3442,443,2016,0.0,0.0,68.8,0.0,0.0,3.1,0.0,0.0,,68.0,0.0,0.0,0.0
3443,443,2015,,0.0,,0.0,0.0,,0.0,0.0,6.0,,,,0.0
3444,443,2014,0.0,0.0,78.9,0.0,,5.3,,,10.0,74.0,,,
3445,443,2011,,0.0,,0.0,,,0.0,0.0,,,,,
3446,443,2013,,,,,0.0,,0.0,0.0,,,,,0.0
3447,443,2012,0.0,,82.9,,,11.4,,,,75.0,,,
3448,444,2018,,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0
3449,444,2017,,0.0,,0.0,0.0,,0.0,0.0,13.0,,0.0,0.0,0.0
3450,444,2016,3.5,0.0,69.0,0.0,0.0,3.5,0.0,0.0,,64.0,0.0,0.0,0.0
3451,444,2015,,0.0,,0.0,0.0,,0.0,0.0,17.0,,,,0.0
3452,444,2014,0.0,0.0,61.3,0.0,,3.8,,,24.0,67.0,,,
3453,444,2011,,0.0,,0.0,,,0.0,0.0,,,,,
3454,444,2013,,,,,0.0,,0.0,0.0,,,,,0.0
3455,444,2012,0.0,,80.0,,,9.2,,,,61.0,,,
3456,445,2018,,167.0,,16.0,1019.0,,72.0,7.0,,,0.0,0.0,100.0
3457,445,2017,,192.0,,16.0,1019.0,,25.0,2.0,4.0,,0.0,0.0,100.0
3458,445,2016,0.0,192.0,69.9,19.0,1019.0,4.8,25.0,2.0,,77.0,0.0,0.0,100.0
3459,445,2015,,191.0,,19.0,1018.0,,25.0,2.0,5.0,,,,100.0
3460,445,2014,0.0,192.0,70.3,19.0,,6.3,,,6.0,73.0,,,
3461,445,2011,,171.0,,17.0,,,25.0,2.0,,,,,
3462,445,2013,,,,,1019.0,,25.0,2.0,,,,,100.0
3463,445,2012,0.0,,75.7,,,4.1,,,,70.0,,,
3464,446,2018,,0.0,,0.0,104.0,,0.0,0.0,,,0.0,0.0,19.0
3465,446,2017,,0.0,,0.0,102.0,,0.0,0.0,7.0,,0.0,0.0,19.0
3466,446,2016,0.0,0.0,65.4,0.0,32.0,11.5,0.0,0.0,,51.0,0.0,0.0,6.0
3467,446,2015,,0.0,,0.0,32.0,,0.0,0.0,10.0,,,,6.0
3468,446,2014,1.6,0.0,72.1,0.0,,9.8,,,12.0,48.0,,,
3469,446,2011,,0.0,,0.0,,,0.0,0.0,,,,,
3470,446,2013,,,,,32.0,,0.0,0.0,,,,,7.0
3471,446,2012,0.0,,49.0,,,10.2,,,,59.0,,,
3472,447,2018,,0.0,,0.0,989.0,,0.0,0.0,,,0.0,0.0,88.0
3473,447,2017,,0.0,,0.0,887.0,,0.0,0.0,5.0,,0.0,0.0,88.0
3474,447,2016,0.0,0.0,67.7,0.0,395.0,8.8,0.0,0.0,,64.0,0.0,0.0,41.0
3475,447,2015,,0.0,,0.0,387.0,,0.0,0.0,7.0,,,,42.0
3476,447,2014,1.2,0.0,69.9,0.0,,8.4,,,6.0,66.0,,,
3477,447,2011,,0.0,,0.0,,,0.0,0.0,,,,,
3478,447,2013,,,,,383.0,,0.0,0.0,,,,,42.0
3479,447,2012,0.0,,64.2,,,5.3,,,,81.0,,,
3480,448,2018,,684.0,,41.0,897.0,,684.0,41.0,,,281.0,17.0,53.0
3481,448,2017,,735.0,,41.0,882.0,,744.0,46.0,5.0,,239.0,15.0,54.0
3482,448,2016,1.4,728.0,78.1,46.0,838.0,5.5,728.0,46.0,,67.0,222.0,14.0,52.0
3483,448,2015,,728.0,,47.0,774.0,,728.0,47.0,6.0,,,,50.0
3484,448,2014,1.5,31.0,77.3,2.0,,9.1,,,5.0,69.0,,,
3485,448,2011,,0.0,,0.0,,,587.0,45.0,,,,,
3486,448,2013,,,,,735.0,,586.0,39.0,,,,,49.0
3487,448,2012,1.2,,69.8,,,12.8,,,,66.0,,,
3488,449,2018,,188.0,,20.0,412.0,,190.0,20.0,,,145.0,15.0,43.0
3489,449,2017,,173.0,,20.0,391.0,,177.0,19.0,1.0,,121.0,13.0,42.0
3490,449,2016,0.0,171.0,81.8,18.0,393.0,4.6,175.0,19.0,,76.0,73.0,8.0,42.0
3491,449,2015,,175.0,,19.0,398.0,,180.0,19.0,1.0,,,,42.0
3492,449,2014,0.0,173.0,88.9,19.0,,0.0,,,1.0,71.0,,,
3493,449,2011,,0.0,,0.0,,,176.0,19.0,,,,,
3494,449,2013,,,,,391.0,,180.0,19.0,,,,,42.0
3495,449,2012,0.0,,86.7,,,30.0,,,,76.0,,,
3496,450,2018,,0.0,,0.0,549.0,,0.0,0.0,,,0.0,0.0,39.0
3497,450,2017,,0.0,,0.0,551.0,,0.0,0.0,3.0,,0.0,0.0,40.0
3498,450,2016,0.0,0.0,73.4,0.0,503.0,8.5,0.0,0.0,,74.0,0.0,0.0,37.0
3499,450,2015,,0.0,,0.0,545.0,,0.0,0.0,3.0,,,,41.0
3500,450,2014,0.0,0.0,70.5,0.0,,7.4,,,4.0,73.0,,,
3501,450,2011,,0.0,,0.0,,,0.0,0.0,,,,,
3502,450,2013,,,,,539.0,,0.0,0.0,,,,,42.0
3503,450,2012,0.0,,69.9,,,8.4,,,,74.0,,,
3504,451,2018,,2.0,,0.0,1124.0,,2.0,0.0,,,0.0,0.0,76.0
3505,451,2017,,2.0,,0.0,1373.0,,2.0,0.0,,,0.0,0.0,97.0
3506,451,2016,0.0,2.0,77.1,0.0,1314.0,5.7,2.0,0.0,,68.0,3.0,0.0,97.0
3507,451,2015,,2.0,,0.0,1269.0,,2.0,0.0,,,,,97.0
3508,451,2014,0.0,2.0,77.0,0.0,,8.2,,,,72.0,,,
3509,451,2011,,0.0,,0.0,,,3.0,0.0,,,,,
3510,451,2013,,,,,1185.0,,3.0,0.0,,,,,97.0
3511,451,2012,0.0,,77.8,,,1.6,,,,60.0,,,
3512,452,2018,,141.0,,23.0,598.0,,148.0,24.0,,,9.0,1.0,99.0
3513,452,2017,,117.0,,23.0,591.0,,116.0,19.0,10.0,,16.0,3.0,98.0
3514,452,2016,0.0,129.0,73.5,21.0,583.0,2.0,139.0,23.0,,81.0,0.0,0.0,97.0
3515,452,2015,,127.0,,21.0,581.0,,135.0,22.0,8.0,,,,97.0
3516,452,2014,3.7,128.0,81.5,21.0,,5.6,,,6.0,73.0,,,
3517,452,2011,,0.0,,0.0,,,131.0,25.0,,,,,
3518,452,2013,,,,,585.0,,136.0,22.0,,,,,97.0
3519,452,2012,0.0,,66.7,,,11.9,,,,84.0,,,
3520,453,2018,,497.0,,54.0,912.0,,98.0,11.0,,,0.0,0.0,100.0
3521,453,2017,,514.0,,54.0,899.0,,0.0,0.0,15.0,,0.0,0.0,98.0
3522,453,2016,0.0,510.0,62.5,56.0,855.0,7.5,98.0,11.0,,78.0,0.0,0.0,93.0
3523,453,2015,,511.0,,56.0,853.0,,99.0,11.0,20.0,,,,93.0
3524,453,2014,1.9,511.0,55.6,56.0,,3.7,,,31.0,76.0,,,
3525,453,2011,,496.0,,54.0,,,111.0,12.0,,,,,
3526,453,2013,,,,,856.0,,99.0,11.0,,,,,93.0
3527,453,2012,0.0,,60.4,,,2.1,,,,80.0,,,
3528,454,2018,,56.0,,10.0,124.0,,57.0,11.0,,,0.0,0.0,23.0
3529,454,2017,,64.0,,10.0,125.0,,57.0,11.0,5.0,,0.0,0.0,23.0
3530,454,2016,0.0,62.0,63.6,11.0,125.0,4.6,56.0,10.0,,77.0,1.0,0.0,23.0
3531,454,2015,,62.0,,11.0,125.0,,56.0,10.0,5.0,,,,23.0
3532,454,2014,0.0,57.0,70.0,11.0,,5.0,,,6.0,80.0,,,
3533,454,2011,,33.0,,6.0,,,36.0,7.0,,,,,
3534,454,2013,,,,,124.0,,51.0,9.0,,,,,23.0
3535,454,2012,0.0,,81.3,,,0.0,,,,65.0,,,
3536,455,2018,,136.0,,18.0,0.0,,135.0,18.0,,,0.0,0.0,0.0
3537,455,2017,,111.0,,18.0,0.0,,146.0,17.0,5.0,,83.0,10.0,0.0
3538,455,2016,3.9,127.0,69.2,17.0,0.0,0.0,146.0,19.0,,79.0,84.0,11.0,0.0
3539,455,2015,,126.0,,17.0,0.0,,145.0,19.0,7.0,,,,0.0
3540,455,2014,0.0,126.0,66.7,17.0,,13.3,,,5.0,77.0,,,
3541,455,2011,,149.0,,20.0,,,145.0,19.0,,,,,
3542,455,2013,,,,,0.0,,145.0,19.0,,,,,0.0
3543,455,2012,4.8,,76.2,,,4.8,,,,78.0,,,
3544,456,2018,,177.0,,43.0,407.0,,186.0,45.0,,,190.0,46.0,100.0
3545,456,2017,,177.0,,43.0,188.0,,155.0,39.0,20.0,,180.0,45.0,47.0
3546,456,2016,,178.0,,33.0,547.0,,156.0,29.0,,89.0,183.0,33.0,100.0
3547,456,2015,,178.0,,33.0,546.0,,158.0,29.0,11.0,,,,100.0
3548,456,2014,,183.0,,33.0,,,,,16.0,88.0,,,
3549,456,2011,,181.0,,91.0,,,164.0,82.0,,,,,
3550,456,2013,,,,,552.0,,163.0,30.0,,,,,100.0
3551,456,2012,,,,,,,,,,89.0,,,
3552,457,2018,,0.0,,0.0,219.0,,0.0,0.0,,,0.0,0.0,59.0
3553,457,2017,,0.0,,0.0,218.0,,0.0,0.0,3.0,,0.0,0.0,59.0
3554,457,2016,0.0,0.0,88.9,0.0,217.0,0.0,0.0,0.0,,74.0,0.0,0.0,59.0
3555,457,2015,,0.0,,0.0,217.0,,0.0,0.0,3.0,,,,59.0
3556,457,2014,0.0,0.0,100.0,0.0,,11.1,,,3.0,66.0,,,
3557,457,2011,,0.0,,0.0,,,0.0,0.0,,,,,
3558,457,2013,,,,,218.0,,0.0,0.0,,,,,60.0
3559,457,2012,0.0,,88.9,,,22.2,,,,77.0,,,
3560,458,2018,,29.0,,7.0,362.0,,36.0,9.0,,,0.0,0.0,92.0
3561,458,2017,,36.0,,7.0,334.0,,36.0,9.0,4.0,,0.0,0.0,85.0
3562,458,2016,0.0,1.0,85.7,0.0,266.0,0.0,62.0,16.0,,69.0,0.0,0.0,68.0
3563,458,2015,,1.0,,0.0,266.0,,62.0,16.0,6.0,,,,68.0
3564,458,2014,0.0,1.0,65.5,0.0,,10.3,,,8.0,76.0,,,
3565,458,2011,,8.0,,2.0,,,63.0,16.0,,,,,
3566,458,2013,,,,,266.0,,62.0,16.0,,,,,68.0
3567,458,2012,0.0,,71.9,,,3.1,,,,71.0,,,
3568,459,2018,,102.0,,10.0,417.0,,90.0,9.0,,,0.0,0.0,43.0
3569,459,2017,,124.0,,10.0,420.0,,124.0,13.0,10.0,,0.0,0.0,43.0
3570,459,2016,0.0,124.0,72.3,13.0,420.0,9.2,124.0,13.0,,68.0,0.0,0.0,43.0
3571,459,2015,,124.0,,13.0,420.0,,124.0,13.0,11.0,,,,43.0
3572,459,2014,0.0,124.0,76.3,13.0,,11.9,,,14.0,62.0,,,
3573,459,2011,,93.0,,10.0,,,124.0,13.0,,,,,
3574,459,2013,,,,,420.0,,124.0,13.0,,,,,43.0
3575,459,2012,0.0,,83.3,,,12.1,,,,77.0,,,
3576,460,2018,,0.0,,0.0,1081.0,,348.0,32.0,,,390.0,36.0,100.0
3577,460,2017,,0.0,,0.0,1082.0,,357.0,33.0,11.0,,383.0,35.0,100.0
3578,460,2016,2.7,0.0,68.9,0.0,1083.0,4.1,358.0,33.0,,73.0,383.0,35.0,100.0
3579,460,2015,,0.0,,0.0,1084.0,,65.0,6.0,12.0,,,,100.0
3580,460,2014,4.0,0.0,69.7,0.0,,6.6,,,14.0,68.0,,,
3581,460,2011,,0.0,,0.0,,,270.0,26.0,,,,,
3582,460,2013,,,,,1072.0,,270.0,25.0,,,,,100.0
3583,460,2012,4.5,,83.3,,,6.1,,,,71.0,,,
3584,462,2018,,84.0,,9.0,354.0,,4.0,0.0,,,0.0,0.0,38.0
3585,462,2017,,3.0,,9.0,368.0,,4.0,0.0,7.0,,0.0,0.0,43.0
3586,462,2016,0.0,4.0,64.4,0.0,353.0,12.3,4.0,0.0,,62.0,4.0,1.0,44.0
3587,462,2015,,4.0,,1.0,356.0,,4.0,1.0,12.0,,,,47.0
3588,462,2014,0.0,4.0,60.8,1.0,,10.1,,,20.0,71.0,,,
3589,462,2011,,0.0,,0.0,,,5.0,1.0,,,,,
3590,462,2013,,,,,350.0,,5.0,1.0,,,,,47.0
3591,462,2012,4.4,,48.5,,,8.8,,,,71.0,,,
3592,463,2018,,69.0,,6.0,358.0,,446.0,41.0,,,816.0,76.0,33.0
3593,463,2017,,440.0,,6.0,366.0,,472.0,44.0,14.0,,861.0,80.0,34.0
3594,463,2016,3.8,374.0,57.5,37.0,282.0,15.0,578.0,57.0,,64.0,793.0,79.0,28.0
3595,463,2015,,374.0,,37.0,282.0,,128.0,13.0,20.0,,,,28.0
3596,463,2014,0.0,374.0,52.4,37.0,,7.9,,,17.0,67.0,,,
3597,463,2011,,0.0,,0.0,,,328.0,33.0,,,,,
3598,463,2013,,,,,283.0,,328.0,32.0,,,,,28.0
3599,463,2012,3.0,,34.8,,,12.1,,,,71.0,,,
3600,464,2018,,527.0,,32.0,316.0,,696.0,43.0,,,601.0,37.0,19.0
3601,464,2017,,282.0,,32.0,278.0,,358.0,25.0,2.0,,459.0,32.0,19.0
3602,464,2016,0.0,122.0,67.3,10.0,273.0,3.0,199.0,16.0,,74.0,67.0,5.0,21.0
3603,464,2015,,123.0,,10.0,273.0,,200.0,16.0,3.0,,,,21.0
3604,464,2014,1.1,123.0,75.8,10.0,,5.5,,,4.0,66.0,,,
3605,464,2011,,165.0,,13.0,,,201.0,16.0,,,,,
3606,464,2013,,,,,312.0,,200.0,16.0,,,,,25.0
3607,464,2012,0.0,,70.6,,,4.7,,,,71.0,,,
3608,465,2018,,0.0,,0.0,495.0,,0.0,0.0,,,0.0,0.0,100.0
3609,465,2017,,0.0,,0.0,495.0,,0.0,0.0,8.0,,0.0,0.0,100.0
3610,465,2016,0.0,0.0,80.8,0.0,495.0,15.4,0.0,0.0,,75.0,0.0,0.0,100.0
3611,465,2015,,0.0,,0.0,495.0,,0.0,0.0,10.0,,,,100.0
3612,465,2014,0.0,0.0,52.9,0.0,,2.9,,,18.0,73.0,,,
3613,465,2011,,0.0,,0.0,,,0.0,0.0,,,,,
3614,465,2013,,,,,495.0,,0.0,0.0,,,,,100.0
3615,465,2012,0.0,,75.0,,,10.0,,,,70.0,,,
3616,466,2018,,61.0,,6.0,441.0,,77.0,8.0,,,0.0,0.0,45.0
3617,466,2017,,46.0,,6.0,437.0,,69.0,7.0,9.0,,0.0,0.0,45.0
3618,466,2016,1.5,46.0,60.3,5.0,410.0,7.4,69.0,7.0,,74.0,0.0,0.0,43.0
3619,466,2015,,46.0,,5.0,439.0,,70.0,7.0,12.0,,,,46.0
3620,466,2014,0.0,46.0,65.2,5.0,,3.0,,,14.0,71.0,,,
3621,466,2011,,61.0,,7.0,,,70.0,8.0,,,,,
3622,466,2013,,,,,432.0,,70.0,7.0,,,,,46.0
3623,466,2012,0.0,,63.0,,,8.2,,,,72.0,,,
3624,467,2018,,171.0,,24.0,251.0,,269.0,38.0,,,203.0,28.0,35.0
3625,467,2017,,287.0,,24.0,251.0,,429.0,60.0,5.0,,267.0,37.0,35.0
3626,467,2016,0.0,287.0,70.0,40.0,0.0,8.0,429.0,60.0,,70.0,77.0,11.0,0.0
3627,467,2015,,287.0,,40.0,0.0,,427.0,60.0,5.0,,,,0.0
3628,467,2014,0.0,287.0,77.1,40.0,,6.3,,,6.0,67.0,,,
3629,467,2011,,178.0,,26.0,,,417.0,61.0,,,,,
3630,467,2013,,,,,0.0,,427.0,60.0,,,,,0.0
3631,467,2012,0.0,,68.3,,,4.9,,,,75.0,,,
3632,468,2018,,0.0,,0.0,61.0,,25.0,28.0,,,0.0,0.0,69.0
3633,468,2017,,13.0,,0.0,64.0,,27.0,31.0,,,0.0,0.0,74.0
3634,468,2016,,13.0,,15.0,60.0,,27.0,31.0,,,0.0,0.0,70.0
3635,468,2015,,15.0,,17.0,62.0,,31.0,35.0,,,,,70.0
3636,468,2014,,15.0,,17.0,,,,,,,,,
3637,468,2011,,0.0,,0.0,,,29.0,33.0,,,,,
3638,468,2013,,,,,63.0,,29.0,33.0,,,,,72.0
3639,468,2012,,,,,,,,,,,,,
3640,469,2018,,0.0,,0.0,609.0,,0.0,0.0,,,0.0,0.0,87.0
3641,469,2017,,0.0,,0.0,621.0,,0.0,0.0,,,0.0,0.0,90.0
3642,469,2016,0.0,0.0,86.4,0.0,630.0,9.1,0.0,0.0,,69.0,0.0,0.0,91.0
3643,469,2015,,0.0,,0.0,633.0,,0.0,0.0,,,,,91.0
3644,469,2014,0.0,0.0,100.0,0.0,,13.6,,,,64.0,,,
3645,469,2011,,0.0,,0.0,,,0.0,0.0,,,,,
3646,469,2013,,,,,628.0,,0.0,0.0,,,,,91.0
3647,469,2012,0.0,,77.3,,,9.1,,,,67.0,,,
3648,470,2018,,98.0,,9.0,568.0,,33.0,3.0,,,0.0,0.0,54.0
3649,470,2017,,160.0,,9.0,498.0,,69.0,7.0,2.0,,0.0,0.0,48.0
3650,470,2016,0.0,159.0,69.6,15.0,493.0,13.0,69.0,7.0,,72.0,514.0,50.0,48.0
3651,470,2015,,159.0,,15.0,381.0,,69.0,7.0,2.0,,,,37.0
3652,470,2014,0.0,157.0,85.2,15.0,,14.8,,,1.0,79.0,,,
3653,470,2011,,56.0,,5.0,,,66.0,6.0,,,,,
3654,470,2013,,,,,379.0,,69.0,7.0,,,,,37.0
3655,470,2012,0.0,,83.3,,,8.3,,,,73.0,,,
3656,471,2018,,1247.0,,80.0,1563.0,,913.0,58.0,,,371.0,24.0,100.0
3657,471,2017,,1080.0,,80.0,1244.0,,556.0,44.0,6.0,,211.0,17.0,98.0
3658,471,2016,0.0,1079.0,65.3,85.0,1268.0,6.1,603.0,47.0,,76.0,450.0,35.0,100.0
3659,471,2015,,1080.0,,85.0,1269.0,,601.0,47.0,7.0,,,,100.0
3660,471,2014,2.1,1082.0,75.0,85.0,,8.3,,,7.0,75.0,,,
3661,471,2011,,558.0,,44.0,,,598.0,47.0,,,,,
3662,471,2013,,,,,1273.0,,604.0,47.0,,,,,100.0
3663,471,2012,4.4,,60.0,,,8.9,,,,70.0,,,
3664,472,2018,,17.0,,3.0,390.0,,45.0,8.0,,,22.0,4.0,70.0
3665,472,2017,,10.0,,3.0,378.0,,55.0,10.0,2.0,,77.0,14.0,69.0
3666,472,2016,6.3,11.0,62.5,2.0,375.0,6.3,56.0,10.0,,79.0,89.0,16.0,69.0
3667,472,2015,,11.0,,2.0,372.0,,56.0,10.0,2.0,,,,69.0
3668,472,2014,0.0,11.0,88.2,2.0,,0.0,,,4.0,74.0,,,
3669,472,2011,,0.0,,0.0,,,55.0,10.0,,,,,
3670,472,2013,,,,,369.0,,56.0,10.0,,,,,69.0
3671,472,2012,0.0,,100.0,,,0.0,,,,82.0,,,
3672,473,2018,,597.0,,55.0,960.0,,708.0,65.0,,,453.0,42.0,88.0
3673,473,2017,,832.0,,55.0,921.0,,572.0,54.0,,,445.0,42.0,88.0
3674,473,2016,0.0,822.0,60.7,79.0,911.0,3.6,564.0,54.0,,75.0,635.0,61.0,88.0
3675,473,2015,,828.0,,79.0,835.0,,687.0,66.0,,,,,80.0
