,NPA,year,commuters_driving_alone,water_consumption_total,impervious_surface_area,electricity_consumption,adopt_a_street_length,recycling_participation,tree_canopy_area,solid_waste_diversion_rate,residential_canopy_area,electricity_consumption_total,impervious_surface,solid_waste,adopt_a_street,tree_canopy,natural_gas_consumption,commuters_driving_alone_moe,recycling_participating_units,adopt_a_stream_length,solid_waste_diverted,natural_gas_consumption_total,solid_waste_total,residential_tree_canopy,water_consumption,adopt_a_stream
2352,300.0,2012,,,,,,,122.9,,23.6,,,,,26.2,,,,,,,,42.7,,
2353,300.0,2018,,,172.0,,,,,,,,36.6,,,,,,,,,,,,,
2354,300.0,2017,73.0,,172.0,,0.12,,,,,,36.6,,50.87,,,29.0,,2.2,,,,,,100.0
2355,300.0,2016,,,172.0,,,,,,,,36.6,,,,,,,2.22,,,,,,99.55
2356,300.0,2015,,,168.0,,,,,,,,35.8,,,,,,,2.22,,,,,,99.67
2357,300.0,2013,,1726.0,166.0,,,,,,,,35.4,,,,43.0,,,2.24,,4727.0,,,146.0,99.01
2358,300.0,2011,,,163.0,,,,,,,,15.6,,,,,,,2.12,,,,,,93.63
2359,300.0,2014,,1721.0,,,,,,,,,,,,,,,,,,,,,91.0,
2360,301.0,2012,,,,1192.0,,,211.5,,133.4,845344.0,,,,39.8,,,,,,,,41.5,,
2361,301.0,2018,,113919.0,53.0,,,,,,,,10,,,,,,,,,,,,141.0,
2362,301.0,2017,87.0,,53.0,,0.01,,,,,,10,,0.08,,,18.0,,0.0,,,,,,0.0
2363,301.0,2016,,116495.0,53.0,,,,,,,,10,,,,,,,2.0,,,,,141.0,60.06
2364,301.0,2015,,,50.0,,,,,,,,9.4,,,,,,,2.0,,,,,,60.1
2365,301.0,2013,,107610.0,48.0,1031.0,,51.6,,28.7,,736439.0,9,7.6,,,56.0,,383.0,2.0,296.0,36799.0,5645.0,,148.0,59.62
2366,301.0,2011,,,48.0,,,,,,,,34.7,,,,,,,0.01,,,,,,0.33
2367,301.0,2014,,108126.0,,,,,,,,,,,,,,,,,,,,,136.0,
2368,302.0,2012,,,,1299.0,,,204.9,,181.3,1569000.0,,,,55.0,,,,,,,,60.2,,
2369,302.0,2018,,133488.0,69.0,,,,,,,,18.5,,,,,,,,,,,,190.0,
2370,302.0,2017,76.0,,70.0,,2.79,,,,,,18.8,,16.19,,,11.0,,0.0,,,,,,0.0
2371,302.0,2016,,148866.0,70.0,,,,,,,,18.8,,,,,,,1.79,,,,,209.0,100.0
2372,302.0,2015,,,69.0,,,,,,,,18.5,,,,,,,1.51,,,,,,84.55
2373,302.0,2013,,138766.0,70.0,1188.0,,83.9,,47.3,,1437510.0,18.8,9.8,,,57.0,,574.0,1.51,577.0,25874.0,6692.0,,197.0,84.19
2374,302.0,2011,,,73.0,,,,,,,,9,,,,,,,0.0,,,,,,0.0
2375,302.0,2014,,139722.0,,,,,,,,,,,,,,,,,,,,,198.0,
2376,303.0,2012,,,,996.0,,,93.9,,68.8,898377.0,,,,47.1,,,,,,,,58.6,,
2377,303.0,2018,,23741.0,65.0,,,,,,,,32.6,,,,,,,,,,,,162.0,
2378,303.0,2017,89.0,,65.0,,0.34,,,,,,32.6,,5.38,,,23.0,,0.0,,,,,,0.0
2379,303.0,2016,,28240.0,65.0,,,,,,,,32.6,,,,,,,1.05,,,,,166.0,100.0
2380,303.0,2015,,,65.0,,,,,,,,32.6,,,,,,,1.05,,,,,,100.0
2381,303.0,2013,,23571.0,65.0,857.0,,82.3,,43.2,,775006.0,32.6,8.0,,,39.0,,119.0,1.05,91.0,2974.0,1156.0,,161.0,100.0
2382,303.0,2011,,,66.0,,,,,,,,19.6,,,,,,,0.0,,,,,,0.0
2383,303.0,2014,,24086.0,,,,,,,,,,,,,,,,,,,,,164.0,
2384,304.0,2012,,,,1155.0,,,16.2,,9.8,121264.0,,,,24.3,,,,,,,,35.0,,
2385,304.0,2018,,,28.0,,,,,,,,42.1,,,,,,,,,,,,,
2386,304.0,2017,68.0,,28.0,,0.0,,,,,,42.1,,0.0,,,23.0,,,,,,,,
2387,304.0,2016,,,28.0,,,,,,,,42.1,,,,,,,,,,,,,
2388,304.0,2015,,,28.0,,,,,,,,42.1,,,,,,,,,,,,,
2389,304.0,2013,,,29.0,1163.0,,,,,,139531.0,43.6,,,,,,,,,,,,,
2390,304.0,2011,,,29.0,,,,,,,,33.1,,,,,,,,,,,,,
2391,304.0,2014,,,,,,,,,,,,,,,,,,,,,,,,
2392,305.0,2012,,,,945.0,,,140.0,,62.5,383540.0,,,,46.7,,,,,,,,45.4,,
2393,305.0,2018,,24768.0,37.0,,,,,,,,12.4,,,,,,,,,,,,112.0,
2394,305.0,2017,77.0,,36.0,,0.0,,,,,,12,,0.0,,,38.0,,,,,,,,
2395,305.0,2016,,23459.0,36.0,,,,,,,,12,,,,,,,,,,,,110.0,
2396,305.0,2015,,,36.0,,,,,,,,12,,,,,,,,,,,,,
2397,305.0,2013,,22559.0,37.0,865.0,,27.2,,13.9,,348662.0,12.3,9.5,,,41.0,,63.0,,56.0,12609.0,2202.0,,109.0,
2398,305.0,2011,,,36.0,,,,,,,,43.6,,,,,,,,,,,,,
2399,305.0,2014,,24391.0,,,,,,,,,,,,,,,,,,,,,112.0,
2400,306.0,2012,,,,933.0,,,373.4,,49.8,240841.0,,,,54.9,,,,,,,,53.5,,
2401,306.0,2018,,3681.0,114.0,,,,,,,,16.8,,,,,,,,,,,,139.0,
2402,306.0,2017,66.0,,112.0,,0.0,,,,,,16.5,,0.0,,,28.0,,0.0,,,,,,0.0
2403,306.0,2016,,3730.0,106.0,,,,,,,,15.6,,,,,,,0.0,,,,,139.0,0.0
2404,306.0,2015,,,95.0,,,,,,,,14,,,,,,,0.0,,,,,,0.0
2405,306.0,2013,,2935.0,98.0,953.0,,19.0,,15.1,,241065.0,14.4,9.6,,,55.0,,9.0,0.0,13.0,1336.0,471.0,,121.0,0.0
2406,306.0,2011,,,99.0,,,,,,,,12,,,,,,,0.0,,,,,,0.0
2407,306.0,2014,,3461.0,,,,,,,,,,,,,,,,,,,,,108.0,
2408,307.0,2012,,,,1107.0,,,229.7,,129.3,1229123.0,,,,44.5,,,,,,,,43.0,,
2409,307.0,2018,,117100.0,89.0,,,,,,,,17.3,,,,,,,,,,,,151.0,
2410,307.0,2017,80.0,,90.0,,0.0,,,,,,17.5,,0.0,,,16.0,,0.0,,,,,,0.0
2411,307.0,2016,,114200.0,90.0,,,,,,,,17.5,,,,,,,0.0,,,,,157.0,0.0
2412,307.0,2015,,,89.0,,,,,,,,17.2,,,,,,,0.0,,,,,,0.0
2413,307.0,2013,,120430.0,74.0,1184.0,,45.9,,35.0,,1311371.0,14.3,7.2,,,49.0,,355.0,0.0,356.0,27563.0,5576.0,,159.0,0.0
2414,307.0,2011,,,78.0,,,,,,,,14.5,,,,,,,0.01,,,,,,0.26
2415,307.0,2014,,132794.0,,,,,,,,,,,,,,,,,,,,,171.0,
2416,308.0,2012,,,,1015.0,,,70.5,,43.6,404075.0,,,,29.3,,,,,,,,31.8,,
2417,308.0,2018,,78653.0,37.0,,,,,,,,15.4,,,,,,,,,,,,160.0,
2418,308.0,2017,91.0,,37.0,,0.68,,,,,,15.4,,7.52,,,26.0,,0.0,,,,,,0.0
2419,308.0,2016,,84629.0,37.0,,,,,,,,15.4,,,,,,,1.17,,,,,168.0,32.68
2420,308.0,2015,,,37.0,,,,,,,,15.4,,,,,,,0.0,,,,,,0.0
2421,308.0,2013,,76026.0,34.0,964.0,,47.2,,42.2,,412693.0,14.1,6.6,,,45.0,,221.0,0.0,239.0,21323.0,3102.0,,156.0,0.0
2422,308.0,2011,,,32.0,,,,,,,,15.1,,,,,,,0.0,,,,,,0.0
2423,308.0,2014,,79311.0,,,,,,,,,,,,,,,,,,,,,161.0,
2424,309.0,2012,,,,1389.0,,,430.9,,199.0,798939.0,,,,59.4,,,,,,,,61.7,,
2425,309.0,2018,,91416.0,71.0,,,,,,,,9.8,,,,,,,,,,,,170.0,
2426,309.0,2017,95.0,,71.0,,0.0,,,,,,9.8,,0.0,,,44.0,,0.0,,,,,,0.0
2427,309.0,2016,,102072.0,72.0,,,,,,,,9.9,,,,,,,0.0,,,,,193.0,0.0
2428,309.0,2015,,,71.0,,,,,,,,9.8,,,,,,,0.0,,,,,,0.0
2429,309.0,2013,,92392.0,66.0,1304.0,,75.2,,39.3,,766828.0,9.1,8.5,,,51.0,,322.0,0.0,260.0,26242.0,3620.0,,181.0,0.0
2430,309.0,2011,,,60.0,,,,,,,,13.3,,,,,,,0.0,,,,,,0.0
2431,309.0,2014,,95816.0,,,,,,,,,,,,,,,,,,,,,184.0,
2432,310.0,2012,,,,1139.0,,,149.6,,91.1,915877.0,,,,36.8,,,,,,,,39.8,,
2433,310.0,2018,,110694.0,76.0,,,,,,,,18.7,,,,,,,,,,,,163.0,
2434,310.0,2017,89.0,,77.0,,0.0,,,,,,19,,0.0,,,23.0,,,,,,,,
2435,310.0,2016,,118020.0,76.0,,,,,,,,18.7,,,,,,,,,,,,171.0,
2436,310.0,2015,,,76.0,,,,,,,,18.7,,,,,,,,,,,,,
2437,310.0,2013,,106749.0,76.0,1026.0,,67.4,,31.8,,820405.0,18.7,7.3,,,53.0,,455.0,,286.0,41315.0,4927.0,,163.0,
2438,310.0,2011,,,78.0,,,,,,,,8.3,,,,,,,,,,,,,
2439,310.0,2014,,112286.0,,,,,,,,,,,,,,,,,,,,,165.0,
2440,311.0,2012,,,,1024.0,,,148.4,,56.6,582906.0,,,,38.1,,,,,,,,48.1,,
2441,311.0,2018,,54963.0,58.0,,,,,,,,14.9,,,,,,,,,,,,104.0,
2442,311.0,2017,82.0,,59.0,,5.16,,,,,,15.2,,30.64,,,31.0,,0.0,,,,,,0.0
2443,311.0,2016,,59633.0,59.0,,,,,,,,15.2,,,,,,,0.02,,,,,116.0,0.75
2444,311.0,2015,,,57.0,,,,,,,,14.6,,,,,,,1.79,,,,,,67.33
2445,311.0,2013,,55840.0,56.0,931.0,,35.0,,28.7,,527199.0,14.4,6.3,,,61.0,,181.0,1.84,170.0,21721.0,3245.0,,111.0,66.94
2446,311.0,2011,,,58.0,,,,,,,,19.2,,,,,,,0.02,,,,,,0.76
2447,311.0,2014,,56676.0,,,,,,,,,,,,,,,,,,,,,99.0,
2448,312.0,2012,,,,1486.0,,,108.1,,75.3,688228.0,,,,52.3,,,,,,,,54.8,,
2449,312.0,2018,,35472.0,35.0,,,,,,,,16.9,,,,,,,,,,,,138.0,
