,Unnamed: 0,NPA,year,Petitioner,FromZone,ToZone,Type,SPA,INNOV,Acres,Water,Sewer,CityLimit,CCW,ServiceArea,LuseStaff,UrbanDesign,RezoneStaff,Received,Approved,Decision,births_to_adolescents,grocery_proximate_units,prenatal_care,grocery_proximity,low_birthweight,public_health_insurance,age_of_death,impervious_surface,water_consumption,neighborhood_school_attendance,highschool_graduation_rate,proficiency_elementary_school,proficiency_middle_school,proficiency_high_school,student_absenteeism,voters_participating,neighborhood_organizations,voter_participation,vacant_land,population_density,population,transit_ridership,street_connectivity,bicycle_friendliness
385,385,116,2019,City of Charlotte,I-2,TOD-UC,NC,no,NO,1772.0,CMUD,CMUD,YES,Corridor,East,Travis Johnson,Grant Meacci,Will Linville,2019/07/17 08:36:06+00,2019/11/18 00:00:00+00,App,-1.0,975.7777777777778,-1.0,73.0,-1.0,23.666666666666668,-1.0,16.87777777777778,122.0,76.22666666666667,84.33333333333333,32.39617834394903,26.266666666666666,32.733333333333334,14.512635379061367,813.0,-1.0,45.666666666666664,25.300000000000004,1.0,4119.333333333333,782.0,1.2966666666666664,1.366666666666667
386,386,116,2019,City of Charlotte,TOD-CC,TOD-UC,NC,no,NO,1772.0,CMUD,CMUD,YES,Corridor,East,Scott Correll,Grant Meacci,Claire Lyte-Graham,2019/07/17 08:36:06+00,2019/11/18 00:00:00+00,App,-1.0,975.7777777777778,-1.0,73.0,-1.0,23.666666666666668,-1.0,16.87777777777778,122.0,76.22666666666667,84.33333333333333,32.39617834394903,26.266666666666666,32.733333333333334,14.512635379061367,813.0,-1.0,45.666666666666664,25.300000000000004,1.0,4119.333333333333,782.0,1.2966666666666664,1.366666666666667
387,387,116,2019,City of Charlotte,B-2,TOD-CC,NC,no,NO,1772.0,CMUD,CMUD,YES,Corridor,South,Scott Correll,Grant Meacci,John Kinley,2019/07/17 08:20:45+00,2019/11/18 08:21:04+00,App,-1.0,975.7777777777778,-1.0,73.0,-1.0,23.666666666666668,-1.0,16.87777777777778,122.0,76.22666666666667,84.33333333333333,32.39617834394903,26.266666666666666,32.733333333333334,14.512635379061367,813.0,-1.0,45.666666666666664,25.300000000000004,1.0,4119.333333333333,782.0,1.2966666666666664,1.366666666666667
388,388,116,2019,City of Charlotte,I-2,TOD-TR,NC,no,NO,1772.0,CMUD,CMUD,YES,Corridor,Central,Scott Correll,Grant Meacci,Claire Lyte-Graham,2019/07/17 08:20:45+00,2019/11/18 08:21:04+00,App,-1.0,975.7777777777778,-1.0,73.0,-1.0,23.666666666666668,-1.0,16.87777777777778,122.0,76.22666666666667,84.33333333333333,32.39617834394903,26.266666666666666,32.733333333333334,14.512635379061367,813.0,-1.0,45.666666666666664,25.300000000000004,1.0,4119.333333333333,782.0,1.2966666666666664,1.366666666666667
389,389,116,2019,City of Charlotte,I-1,TOD-NC,NC,no,NO,1772.0,CMUD,CMUD,YES,Corridor,East,Scott Correll,Grant Meacci,Claire Lyte-Graham,2019/07/17 08:36:06+00,2019/11/18 00:00:00+00,App,-1.0,975.7777777777778,-1.0,73.0,-1.0,23.666666666666668,-1.0,16.87777777777778,122.0,76.22666666666667,84.33333333333333,32.39617834394903,26.266666666666666,32.733333333333334,14.512635379061367,813.0,-1.0,45.666666666666664,25.300000000000004,1.0,4119.333333333333,782.0,1.2966666666666664,1.366666666666667
390,390,116,2019,City of Charlotte,I-2,TOD-CC,NC,no,NO,1772.0,CMUD,CMUD,YES,Corridor,Central,Scott Correll,Grant Meacci,Claire Lyte-Graham,2019/07/17 08:20:45+00,2019/11/18 08:21:04+00,App,-1.0,975.7777777777778,-1.0,73.0,-1.0,23.666666666666668,-1.0,16.87777777777778,122.0,76.22666666666667,84.33333333333333,32.39617834394903,26.266666666666666,32.733333333333334,14.512635379061367,813.0,-1.0,45.666666666666664,25.300000000000004,1.0,4119.333333333333,782.0,1.2966666666666664,1.366666666666667
391,391,116,2019,City of Charlotte,B-2,TOD-NC,NC,no,NO,1772.0,CMUD,CMUD,YES,Corridor,East,Scott Correll,Grant Meacci,Claire Lyte-Graham,2019/07/17 08:36:06+00,2019/11/18 00:00:00+00,App,-1.0,975.7777777777778,-1.0,73.0,-1.0,23.666666666666668,-1.0,16.87777777777778,122.0,76.22666666666667,84.33333333333333,32.39617834394903,26.266666666666666,32.733333333333334,14.512635379061367,813.0,-1.0,45.666666666666664,25.300000000000004,1.0,4119.333333333333,782.0,1.2966666666666664,1.366666666666667
392,392,116,2019,City of Charlotte,R-17MF,TOD-NC,NC,no,NO,1772.0,CMUD,CMUD,YES,Corridor,East,Scott Correll,Grant Meacci,Claire Lyte-Graham,2019/07/17 08:36:06+00,2019/11/18 00:00:00+00,App,-1.0,975.7777777777778,-1.0,73.0,-1.0,23.666666666666668,-1.0,16.87777777777778,122.0,76.22666666666667,84.33333333333333,32.39617834394903,26.266666666666666,32.733333333333334,14.512635379061367,813.0,-1.0,45.666666666666664,25.300000000000004,1.0,4119.333333333333,782.0,1.2966666666666664,1.366666666666667
393,393,116,2019,City of Charlotte,MUDD,TOD-UC,NC,no,NO,1772.0,CMUD,CMUD,YES,Corridor,East,Scott Correll,Grant Meacci,Claire Lyte-Graham,2019/07/17 08:36:06+00,2019/11/18 00:00:00+00,App,-1.0,975.7777777777778,-1.0,73.0,-1.0,23.666666666666668,-1.0,16.87777777777778,122.0,76.22666666666667,84.33333333333333,32.39617834394903,26.266666666666666,32.733333333333334,14.512635379061367,813.0,-1.0,45.666666666666664,25.300000000000004,1.0,4119.333333333333,782.0,1.2966666666666664,1.366666666666667
394,394,116,2019,City of Charlotte,B-1,TOD-TR,NC,no,NO,1772.0,CMUD,CMUD,YES,Corridor,South,Scott Correll,Grant Meacci,John Kinley,2019/07/17 08:20:45+00,2019/11/18 08:21:04+00,App,-1.0,975.7777777777778,-1.0,73.0,-1.0,23.666666666666668,-1.0,16.87777777777778,122.0,76.22666666666667,84.33333333333333,32.39617834394903,26.266666666666666,32.733333333333334,14.512635379061367,813.0,-1.0,45.666666666666664,25.300000000000004,1.0,4119.333333333333,782.0,1.2966666666666664,1.366666666666667
395,395,116,2019,City of Charlotte,B-2,TOD-TR,NC,no,NO,1772.0,CMUD,CMUD,YES,Corridor,Central,Scott Correll,Grant Meacci,Claire Lyte-Graham,2019/07/17 08:20:45+00,2019/11/18 08:21:04+00,App,-1.0,975.7777777777778,-1.0,73.0,-1.0,23.666666666666668,-1.0,16.87777777777778,122.0,76.22666666666667,84.33333333333333,32.39617834394903,26.266666666666666,32.733333333333334,14.512635379061367,813.0,-1.0,45.666666666666664,25.300000000000004,1.0,4119.333333333333,782.0,1.2966666666666664,1.366666666666667
396,396,116,2019,City of Charlotte,R-22MF,TOD-TR,NC,no,NO,1772.0,CMUD,CMUD,YES,Corridor,South,Scott Correll,Grant Meacci,John Kinley,2019/07/17 08:20:45+00,2019/11/18 08:21:04+00,App,-1.0,975.7777777777778,-1.0,73.0,-1.0,23.666666666666668,-1.0,16.87777777777778,122.0,76.22666666666667,84.33333333333333,32.39617834394903,26.266666666666666,32.733333333333334,14.512635379061367,813.0,-1.0,45.666666666666664,25.300000000000004,1.0,4119.333333333333,782.0,1.2966666666666664,1.366666666666667
397,397,116,2018,James M Howel ,R-4,R-8(CD),CD,no,NO,12.0,CMUD,CMUD,YES,Corridor,South,Kent Main,Grant Meacci,John Kinley,2018/12/14 16:00:24+00,,Wd,-1.0,1017.0,-1.0,74.0,-1.0,23.666666666666668,-1.0,17.0,122.0,76.22666666666667,84.33333333333333,32.39617834394903,26.266666666666666,32.733333333333334,14.512635379061367,1025.0,-1.0,58.0,25.3,1.0,4199.0,782.0,1.3,1.4
398,398,116,2019,City of Charlotte,B-D(CD),TOD-TR,NC,no,NO,1772.0,CMUD,CMUD,YES,Corridor,East,Travis Johnson,Grant Meacci,Will Linville,2019/07/17 11:05:10+00,2019/11/18 08:16:11+00,App,-1.0,975.7777777777778,-1.0,73.0,-1.0,23.666666666666668,-1.0,16.87777777777778,122.0,76.22666666666667,84.33333333333333,32.39617834394903,26.266666666666666,32.733333333333334,14.512635379061367,813.0,-1.0,45.666666666666664,25.300000000000004,1.0,4119.333333333333,782.0,1.2966666666666664,1.366666666666667
399,399,116,2019,City of Charlotte,B-2,TOD-TR,NC,no,NO,1772.0,CMUD,CMUD,YES,Corridor,North,Erin Brooks,Grant Meacci,Michael Russell,2019/07/17 11:05:10+00,2019/11/18 08:16:11+00,App,-1.0,975.7777777777778,-1.0,73.0,-1.0,23.666666666666668,-1.0,16.87777777777778,122.0,76.22666666666667,84.33333333333333,32.39617834394903,26.266666666666666,32.733333333333334,14.512635379061367,813.0,-1.0,45.666666666666664,25.300000000000004,1.0,4119.333333333333,782.0,1.2966666666666664,1.366666666666667
400,400,116,2019,City of Charlotte,I-2,TOD-CC,NC,no,NO,1772.0,CMUD,CMUD,YES,Corridor,Central,Scott Correll,Grant Meacci,John Kinley,2019/07/17 08:20:45+00,2019/11/18 08:21:04+00,App,-1.0,975.7777777777778,-1.0,73.0,-1.0,23.666666666666668,-1.0,16.87777777777778,122.0,76.22666666666667,84.33333333333333,32.39617834394903,26.266666666666666,32.733333333333334,14.512635379061367,813.0,-1.0,45.666666666666664,25.300000000000004,1.0,4119.333333333333,782.0,1.2966666666666664,1.366666666666667
401,401,116,2019,City of Charlotte,TOD-CC,TOD-UC,NC,no,NO,1772.0,CMUD,CMUD,YES,Corridor,East,Scott Correll,Grant Meacci,Claire Lyte-Graham,2019/07/17 08:36:06+00,2019/11/18 00:00:00+00,App,-1.0,975.7777777777778,-1.0,73.0,-1.0,23.666666666666668,-1.0,16.87777777777778,122.0,76.22666666666667,84.33333333333333,32.39617834394903,26.266666666666666,32.733333333333334,14.512635379061367,813.0,-1.0,45.666666666666664,25.300000000000004,1.0,4119.333333333333,782.0,1.2966666666666664,1.366666666666667
402,402,116,2019,City of Charlotte,B-2,TOD-UC,NC,no,NO,1772.0,CMUD,CMUD,YES,Corridor,East,Scott Correll,Grant Meacci,Claire Lyte-Graham,2019/07/17 08:36:06+00,2019/11/18 00:00:00+00,App,-1.0,975.7777777777778,-1.0,73.0,-1.0,23.666666666666668,-1.0,16.87777777777778,122.0,76.22666666666667,84.33333333333333,32.39617834394903,26.266666666666666,32.733333333333334,14.512635379061367,813.0,-1.0,45.666666666666664,25.300000000000004,1.0,4119.333333333333,782.0,1.2966666666666664,1.366666666666667
403,403,116,2019,City of Charlotte,MUDD,TOD-UC,NC,no,NO,1772.0,CMUD,CMUD,YES,Corridor,East,Scott Correll,Grant Meacci,Claire Lyte-Graham,2019/07/17 08:36:06+00,2019/11/18 00:00:00+00,App,-1.0,975.7777777777778,-1.0,73.0,-1.0,23.666666666666668,-1.0,16.87777777777778,122.0,76.22666666666667,84.33333333333333,32.39617834394903,26.266666666666666,32.733333333333334,14.512635379061367,813.0,-1.0,45.666666666666664,25.300000000000004,1.0,4119.333333333333,782.0,1.2966666666666664,1.366666666666667
404,404,116,2019,City of Charlotte,I-2,TOD-NC,NC,no,NO,1772.0,CMUD,CMUD,YES,Corridor,East,Travis Johnson,Grant Meacci,Will Linville,2019/07/17 08:36:06+00,2019/11/18 00:00:00+00,App,-1.0,975.7777777777778,-1.0,73.0,-1.0,23.666666666666668,-1.0,16.87777777777778,122.0,76.22666666666667,84.33333333333333,32.39617834394903,26.266666666666666,32.733333333333334,14.512635379061367,813.0,-1.0,45.666666666666664,25.300000000000004,1.0,4119.333333333333,782.0,1.2966666666666664,1.366666666666667
405,405,116,2019,City of Charlotte,MUDD,TOD-UC,NC,no,NO,1772.0,CMUD,CMUD,YES,Corridor,East,Scott Correll,Grant Meacci,Claire Lyte-Graham,2019/07/17 08:36:06+00,2019/11/18 00:00:00+00,App,-1.0,975.7777777777778,-1.0,73.0,-1.0,23.666666666666668,-1.0,16.87777777777778,122.0,76.22666666666667,84.33333333333333,32.39617834394903,26.266666666666666,32.733333333333334,14.512635379061367,813.0,-1.0,45.666666666666664,25.300000000000004,1.0,4119.333333333333,782.0,1.2966666666666664,1.366666666666667
406,406,116,2019,City of Charlotte,NS,TOD-UC,NC,no,NO,1772.0,CMUD,CMUD,YES,Corridor,East,Scott Correll,Grant Meacci,Claire Lyte-Graham,2019/07/17 08:36:06+00,2019/11/18 00:00:00+00,App,-1.0,975.7777777777778,-1.0,73.0,-1.0,23.666666666666668,-1.0,16.87777777777778,122.0,76.22666666666667,84.33333333333333,32.39617834394903,26.266666666666666,32.733333333333334,14.512635379061367,813.0,-1.0,45.666666666666664,25.300000000000004,1.0,4119.333333333333,782.0,1.2966666666666664,1.366666666666667
407,407,116,2015,Mary Cuthbertson,R-4,R-8,NC,no,NO,0.338,CMUD,CMUD,YES,Corridor,South,Main_Kent,Dixon_Bridget,John Kinley,2015/08/03 00:00:00+00,2015/12/14 00:00:00+00,App,-1.0,798.0,-1.0,65.0,-1.0,29.0,-1.0,16.3,122.0,80.68,83.0,27.388535031847102,20.0,20.0,13.5379061371841,151.0,-1.0,13.0,25.3,1.0,3774.0,782.0,1.29,1.3
408,408,116,2019,City of Charlotte,I-1,TOD-UC,NC,no,NO,1772.0,CMUD,CMUD,YES,Corridor,East,Travis Johnson,Grant Meacci,Will Linville,2019/07/17 08:36:06+00,2019/11/18 00:00:00+00,App,-1.0,975.7777777777778,-1.0,73.0,-1.0,23.666666666666668,-1.0,16.87777777777778,122.0,76.22666666666667,84.33333333333333,32.39617834394903,26.266666666666666,32.733333333333334,14.512635379061367,813.0,-1.0,45.666666666666664,25.300000000000004,1.0,4119.333333333333,782.0,1.2966666666666664,1.366666666666667
409,409,116,2019,City of Charlotte,I-2,TOD-UC,NC,no,NO,1772.0,CMUD,CMUD,YES,Corridor,East,Scott Correll,Grant Meacci,Claire Lyte-Graham,2019/07/17 08:36:06+00,2019/11/18 00:00:00+00,App,-1.0,975.7777777777778,-1.0,73.0,-1.0,23.666666666666668,-1.0,16.87777777777778,122.0,76.22666666666667,84.33333333333333,32.39617834394903,26.266666666666666,32.733333333333334,14.512635379061367,813.0,-1.0,45.666666666666664,25.300000000000004,1.0,4119.333333333333,782.0,1.2966666666666664,1.366666666666667
410,410,116,2019,City of Charlotte,B-2,TOD-CC,NC,no,NO,1772.0,CMUD,CMUD,YES,Corridor,South,Scott Correll,Grant Meacci,John Kinley,2019/07/17 08:20:45+00,2019/11/18 08:21:04+00,App,-1.0,975.7777777777778,-1.0,73.0,-1.0,23.666666666666668,-1.0,16.87777777777778,122.0,76.22666666666667,84.33333333333333,32.39617834394903,26.266666666666666,32.733333333333334,14.512635379061367,813.0,-1.0,45.666666666666664,25.300000000000004,1.0,4119.333333333333,782.0,1.2966666666666664,1.366666666666667
411,411,116,2019,City of Charlotte,O-2,TOD-NC,NC,no,NO,1772.0,CMUD,CMUD,YES,Wedge,East,Scott Correll,Grant Meacci,Claire Lyte-Graham,2019/07/17 08:36:06+00,2019/11/18 00:00:00+00,App,-1.0,975.7777777777778,-1.0,73.0,-1.0,23.666666666666668,-1.0,16.87777777777778,122.0,76.22666666666667,84.33333333333333,32.39617834394903,26.266666666666666,32.733333333333334,14.512635379061367,813.0,-1.0,45.666666666666664,25.300000000000004,1.0,4119.333333333333,782.0,1.2966666666666664,1.366666666666667
412,412,116,2019,City of Charlotte,I-2,TOD-UC,NC,no,NO,1772.0,CMUD,CMUD,YES,Corridor,East,Scott Correll,Grant Meacci,Claire Lyte-Graham,2019/07/17 08:36:06+00,2019/11/18 00:00:00+00,App,-1.0,975.7777777777778,-1.0,73.0,-1.0,23.666666666666668,-1.0,16.87777777777778,122.0,76.22666666666667,84.33333333333333,32.39617834394903,26.266666666666666,32.733333333333334,14.512635379061367,813.0,-1.0,45.666666666666664,25.300000000000004,1.0,4119.333333333333,782.0,1.2966666666666664,1.366666666666667
413,413,116,2019,City of Charlotte,B-2,TOD-CC,NC,no,NO,1772.0,CMUD,CMUD,YES,Corridor,East,Travis Johnson,Grant Meacci,Will Linville,2019/07/17 11:05:10+00,2019/11/18 08:16:11+00,App,-1.0,975.7777777777778,-1.0,73.0,-1.0,23.666666666666668,-1.0,16.87777777777778,122.0,76.22666666666667,84.33333333333333,32.39617834394903,26.266666666666666,32.733333333333334,14.512635379061367,813.0,-1.0,45.666666666666664,25.300000000000004,1.0,4119.333333333333,782.0,1.2966666666666664,1.366666666666667
414,414,116,2019,City of Charlotte,B-2,TOD-CC,NC,no,NO,1772.0,CMUD,CMUD,YES,Corridor,South,Scott Correll,Grant Meacci,John Kinley,2019/07/17 08:20:45+00,2019/11/18 08:21:04+00,App,-1.0,975.7777777777778,-1.0,73.0,-1.0,23.666666666666668,-1.0,16.87777777777778,122.0,76.22666666666667,84.33333333333333,32.39617834394903,26.266666666666666,32.733333333333334,14.512635379061367,813.0,-1.0,45.666666666666664,25.300000000000004,1.0,4119.333333333333,782.0,1.2966666666666664,1.366666666666667
415,415,116,2019,City of Charlotte,R-22MF,TOD-NC,NC,no,NO,1772.0,CMUD,CMUD,YES,Corridor,East,Travis Johnson,Grant Meacci,Will Linville,2019/07/17 08:36:06+00,2019/11/18 00:00:00+00,App,-1.0,975.7777777777778,-1.0,73.0,-1.0,23.666666666666668,-1.0,16.87777777777778,122.0,76.22666666666667,84.33333333333333,32.39617834394903,26.266666666666666,32.733333333333334,14.512635379061367,813.0,-1.0,45.666666666666664,25.300000000000004,1.0,4119.333333333333,782.0,1.2966666666666664,1.366666666666667
416,416,116,2019,City of Charlotte,I-2,TOD-CC,NC,no,NO,1772.0,CMUD,CMUD,YES,Corridor,Central,Scott Correll,Grant Meacci,Claire Lyte-Graham,2019/07/17 08:20:45+00,2019/11/18 08:21:04+00,App,-1.0,975.7777777777778,-1.0,73.0,-1.0,23.666666666666668,-1.0,16.87777777777778,122.0,76.22666666666667,84.33333333333333,32.39617834394903,26.266666666666666,32.733333333333334,14.512635379061367,813.0,-1.0,45.666666666666664,25.300000000000004,1.0,4119.333333333333,782.0,1.2966666666666664,1.366666666666667
417,417,116,2019,City of Charlotte,B-2,TOD-CC,NC,no,NO,1772.0,CMUD,CMUD,YES,Corridor,South,Scott Correll,Grant Meacci,John Kinley,2019/07/17 08:20:45+00,2019/11/18 08:21:04+00,App,-1.0,975.7777777777778,-1.0,73.0,-1.0,23.666666666666668,-1.0,16.87777777777778,122.0,76.22666666666667,84.33333333333333,32.39617834394903,26.266666666666666,32.733333333333334,14.512635379061367,813.0,-1.0,45.666666666666664,25.300000000000004,1.0,4119.333333333333,782.0,1.2966666666666664,1.366666666666667
418,418,116,2019,City of Charlotte,I-2,TOD-UC,NC,no,NO,1772.0,CMUD,CMUD,YES,Corridor,East,Travis Johnson,Grant Meacci,Will Linville,2019/07/17 08:36:06+00,2019/11/18 00:00:00+00,App,-1.0,975.7777777777778,-1.0,73.0,-1.0,23.666666666666668,-1.0,16.87777777777778,122.0,76.22666666666667,84.33333333333333,32.39617834394903,26.266666666666666,32.733333333333334,14.512635379061367,813.0,-1.0,45.666666666666664,25.300000000000004,1.0,4119.333333333333,782.0,1.2966666666666664,1.366666666666667
419,419,116,2019,City of Charlotte,TOD-CC,TOD-UC,NC,no,NO,1772.0,CMUD,CMUD,YES,Corridor,East,Scott Correll,Grant Meacci,Claire Lyte-Graham,2019/07/17 08:36:06+00,2019/11/18 00:00:00+00,App,-1.0,975.7777777777778,-1.0,73.0,-1.0,23.666666666666668,-1.0,16.87777777777778,122.0,76.22666666666667,84.33333333333333,32.39617834394903,26.266666666666666,32.733333333333334,14.512635379061367,813.0,-1.0,45.666666666666664,25.300000000000004,1.0,4119.333333333333,782.0,1.2966666666666664,1.366666666666667
420,420,116,2019,City of Charlotte,I-1,TOD-TR,NC,no,NO,1772.0,CMUD,CMUD,YES,Corridor,Central,Scott Correll,Grant Meacci,Claire Lyte-Graham,2019/07/17 08:20:45+00,2019/11/18 08:21:04+00,App,-1.0,975.7777777777778,-1.0,73.0,-1.0,23.666666666666668,-1.0,16.87777777777778,122.0,76.22666666666667,84.33333333333333,32.39617834394903,26.266666666666666,32.733333333333334,14.512635379061367,813.0,-1.0,45.666666666666664,25.300000000000004,1.0,4119.333333333333,782.0,1.2966666666666664,1.366666666666667
421,421,116,2019,City of Charlotte,I-2,TOD-UC,NC,no,NO,1772.0,CMUD,CMUD,YES,Corridor,East,Travis Johnson,Grant Meacci,Will Linville,2019/07/17 08:36:06+00,2019/11/18 00:00:00+00,App,-1.0,975.7777777777778,-1.0,73.0,-1.0,23.666666666666668,-1.0,16.87777777777778,122.0,76.22666666666667,84.33333333333333,32.39617834394903,26.266666666666666,32.733333333333334,14.512635379061367,813.0,-1.0,45.666666666666664,25.300000000000004,1.0,4119.333333333333,782.0,1.2966666666666664,1.366666666666667
422,422,116,2019,City of Charlotte,I-2,TOD-UC,NC,no,NO,1772.0,CMUD,CMUD,YES,Corridor,East,Scott Correll,Grant Meacci,Claire Lyte-Graham,2019/07/17 08:36:06+00,2019/11/18 00:00:00+00,App,-1.0,975.7777777777778,-1.0,73.0,-1.0,23.666666666666668,-1.0,16.87777777777778,122.0,76.22666666666667,84.33333333333333,32.39617834394903,26.266666666666666,32.733333333333334,14.512635379061367,813.0,-1.0,45.666666666666664,25.300000000000004,1.0,4119.333333333333,782.0,1.2966666666666664,1.366666666666667
423,423,116,2019,City of Charlotte,TOD-CC,TOD-UC,NC,no,NO,1772.0,CMUD,CMUD,YES,Corridor,East,Scott Correll,Grant Meacci,Claire Lyte-Graham,2019/07/17 08:36:06+00,2019/11/18 00:00:00+00,App,-1.0,975.7777777777778,-1.0,73.0,-1.0,23.666666666666668,-1.0,16.87777777777778,122.0,76.22666666666667,84.33333333333333,32.39617834394903,26.266666666666666,32.733333333333334,14.512635379061367,813.0,-1.0,45.666666666666664,25.300000000000004,1.0,4119.333333333333,782.0,1.2966666666666664,1.366666666666667
424,424,116,2019,City of Charlotte,R-22MF,TOD-NC,NC,no,NO,1772.0,CMUD,CMUD,YES,Corridor,East,Scott Correll,Grant Meacci,Claire Lyte-Graham,2019/07/17 08:36:06+00,2019/11/18 00:00:00+00,App,-1.0,975.7777777777778,-1.0,73.0,-1.0,23.666666666666668,-1.0,16.87777777777778,122.0,76.22666666666667,84.33333333333333,32.39617834394903,26.266666666666666,32.733333333333334,14.512635379061367,813.0,-1.0,45.666666666666664,25.300000000000004,1.0,4119.333333333333,782.0,1.2966666666666664,1.366666666666667
425,425,116,2019,City of Charlotte,TOD-CC,TOD-UC,NC,no,NO,1772.0,CMUD,CMUD,YES,Corridor,East,Scott Correll,Grant Meacci,Claire Lyte-Graham,2019/07/17 08:36:06+00,2019/11/18 00:00:00+00,App,-1.0,975.7777777777778,-1.0,73.0,-1.0,23.666666666666668,-1.0,16.87777777777778,122.0,76.22666666666667,84.33333333333333,32.39617834394903,26.266666666666666,32.733333333333334,14.512635379061367,813.0,-1.0,45.666666666666664,25.300000000000004,1.0,4119.333333333333,782.0,1.2966666666666664,1.366666666666667
426,426,116,2019,City of Charlotte,I-1,TOD-CC,NC,no,NO,1772.0,CMUD,CMUD,YES,Corridor,North,Erin Brooks,Grant Meacci,Michael Russell,2019/07/17 11:05:10+00,2019/11/18 08:16:11+00,App,-1.0,975.7777777777778,-1.0,73.0,-1.0,23.666666666666668,-1.0,16.87777777777778,122.0,76.22666666666667,84.33333333333333,32.39617834394903,26.266666666666666,32.733333333333334,14.512635379061367,813.0,-1.0,45.666666666666664,25.300000000000004,1.0,4119.333333333333,782.0,1.2966666666666664,1.366666666666667
427,427,116,2019,City of Charlotte,I-2,TOD-TR,NC,no,NO,1772.0,CMUD,CMUD,YES,Corridor,East,Travis Johnson,Grant Meacci,Will Linville,2019/07/17 11:05:10+00,2019/11/18 08:16:11+00,App,-1.0,975.7777777777778,-1.0,73.0,-1.0,23.666666666666668,-1.0,16.87777777777778,122.0,76.22666666666667,84.33333333333333,32.39617834394903,26.266666666666666,32.733333333333334,14.512635379061367,813.0,-1.0,45.666666666666664,25.300000000000004,1.0,4119.333333333333,782.0,1.2966666666666664,1.366666666666667
428,428,116,2019,City of Charlotte,R-17MF,TOD-CC,NC,no,NO,1772.0,CMUD,CMUD,YES,Corridor,South,Scott Correll,Grant Meacci,John Kinley,2019/07/17 08:20:45+00,2019/11/18 08:21:04+00,App,-1.0,975.7777777777778,-1.0,73.0,-1.0,23.666666666666668,-1.0,16.87777777777778,122.0,76.22666666666667,84.33333333333333,32.39617834394903,26.266666666666666,32.733333333333334,14.512635379061367,813.0,-1.0,45.666666666666664,25.300000000000004,1.0,4119.333333333333,782.0,1.2966666666666664,1.366666666666667
429,429,116,2019,City of Charlotte,TOD-CC,TOD-UC,NC,no,NO,1772.0,CMUD,CMUD,YES,Corridor,East,Travis Johnson,Grant Meacci,Will Linville,2019/07/17 08:36:06+00,2019/11/18 00:00:00+00,App,-1.0,975.7777777777778,-1.0,73.0,-1.0,23.666666666666668,-1.0,16.87777777777778,122.0,76.22666666666667,84.33333333333333,32.39617834394903,26.266666666666666,32.733333333333334,14.512635379061367,813.0,-1.0,45.666666666666664,25.300000000000004,1.0,4119.333333333333,782.0,1.2966666666666664,1.366666666666667
430,430,116,2019,City of Charlotte,B-2(CD),TOD-TR,NC,no,NO,1772.0,CMUD,CMUD,YES,Corridor,South,Scott Correll,Grant Meacci,John Kinley,2019/07/17 08:20:45+00,2019/11/18 08:21:04+00,App,-1.0,975.7777777777778,-1.0,73.0,-1.0,23.666666666666668,-1.0,16.87777777777778,122.0,76.22666666666667,84.33333333333333,32.39617834394903,26.266666666666666,32.733333333333334,14.512635379061367,813.0,-1.0,45.666666666666664,25.300000000000004,1.0,4119.333333333333,782.0,1.2966666666666664,1.366666666666667
431,431,116,2019,City of Charlotte,B-2,TOD-CC,NC,no,NO,1772.0,CMUD,CMUD,YES,Corridor,Central,Scott Correll,Grant Meacci,Claire Lyte-Graham,2019/07/17 08:20:45+00,2019/11/18 08:21:04+00,App,-1.0,975.7777777777778,-1.0,73.0,-1.0,23.666666666666668,-1.0,16.87777777777778,122.0,76.22666666666667,84.33333333333333,32.39617834394903,26.266666666666666,32.733333333333334,14.512635379061367,813.0,-1.0,45.666666666666664,25.300000000000004,1.0,4119.333333333333,782.0,1.2966666666666664,1.366666666666667
432,432,116,2019,City of Charlotte,I-2,TOD-CC,NC,no,NO,1772.0,CMUD,CMUD,YES,Corridor,South,Scott Correll,Grant Meacci,John Kinley,2019/07/17 08:20:45+00,2019/11/18 08:21:04+00,App,-1.0,975.7777777777778,-1.0,73.0,-1.0,23.666666666666668,-1.0,16.87777777777778,122.0,76.22666666666667,84.33333333333333,32.39617834394903,26.266666666666666,32.733333333333334,14.512635379061367,813.0,-1.0,45.666666666666664,25.300000000000004,1.0,4119.333333333333,782.0,1.2966666666666664,1.366666666666667
433,433,116,2019,City of Charlotte,B-1,TOD-UC,NC,no,NO,1772.0,CMUD,CMUD,YES,Corridor,East,Scott Correll,Grant Meacci,Claire Lyte-Graham,2019/07/17 08:36:06+00,2019/11/18 00:00:00+00,App,-1.0,975.7777777777778,-1.0,73.0,-1.0,23.666666666666668,-1.0,16.87777777777778,122.0,76.22666666666667,84.33333333333333,32.39617834394903,26.266666666666666,32.733333333333334,14.512635379061367,813.0,-1.0,45.666666666666664,25.300000000000004,1.0,4119.333333333333,782.0,1.2966666666666664,1.366666666666667
